human gene	mouse gene	Proportion of common genomic anchors	Proportion of common protein-coding genes
ENSG00000254835	ENSMUSG00000034587	0.570114943	0.725
ENSG00000254835	ENSMUSG00000084941	0.533333333	0.675
ENSG00000254835	ENSMUSG00000084962	0.551724138	0.65
ENSG00000254835	ENSMUSG00000087111	0.365517241	0.475
ENSG00000254835	ENSMUSG00000087291	0.551724138	0.65
ENSG00000269972	ENSMUSG00000034587	0.600472813	0.684210526
ENSG00000269972	ENSMUSG00000084941	0.444444444	0.578947368
ENSG00000269972	ENSMUSG00000084962	0.650118203	0.815789474
ENSG00000269972	ENSMUSG00000087111	0.295508274	0.368421053
ENSG00000269972	ENSMUSG00000087291	0.650118203	0.815789474
ENSG00000269987	ENSMUSG00000034587	0.600472813	0.684210526
ENSG00000269987	ENSMUSG00000084941	0.444444444	0.578947368
ENSG00000269987	ENSMUSG00000084962	0.650118203	0.815789474
ENSG00000269987	ENSMUSG00000087111	0.295508274	0.368421053
ENSG00000269987	ENSMUSG00000087291	0.650118203	0.815789474
ENSG00000272689	ENSMUSG00000085512	0.6121673	0.659574468
ENSG00000272689	ENSMUSG00000085559	0.615969582	0.659574468
ENSG00000273387	ENSMUSG00000034587	0.617511521	0.692307692
ENSG00000273387	ENSMUSG00000084941	0.479262673	0.58974359
ENSG00000273387	ENSMUSG00000084962	0.647465438	0.794871795
ENSG00000273387	ENSMUSG00000087111	0.311059908	0.384615385
ENSG00000273387	ENSMUSG00000087291	0.647465438	0.794871795
ENSG00000278920	ENSMUSG00000053263	0.475409836	0.578947368
ENSG00000278920	ENSMUSG00000056579	0.62295082	0.789473684
ENSG00000278920	ENSMUSG00000086049	0.37470726	0.447368421
ENSG00000278920	ENSMUSG00000087055	0.515222482	0.657894737
ENSG00000279159	ENSMUSG00000085512	0.600760456	0.723404255
ENSG00000279159	ENSMUSG00000085559	0.596958175	0.723404255
ENSG00000279699	ENSMUSG00000085512	0.678707224	0.744680851
ENSG00000279699	ENSMUSG00000085559	0.680608365	0.744680851
ENSG00000128254	ENSMUSG00000105429	0.095840868	0.148148148
ENSG00000227519	ENSMUSG00000105929	0.173507463	0.148148148
ENSG00000230866	ENSMUSG00000105929	0.171641791	0.148148148
ENSG00000203280	ENSMUSG00000106191	0.334355828	0.235294118
ENSG00000203280	ENSMUSG00000106541	0.32248062	0.25
ENSG00000203280	ENSMUSG00000106659	0.328725038	0.228571429
ENSG00000206028	ENSMUSG00000097986	0.663009404	0.526315789
ENSG00000206028	ENSMUSG00000101683	0.657232704	0.526315789
ENSG00000206028	ENSMUSG00000104538	0.640502355	0.526315789
ENSG00000206028	ENSMUSG00000105368	0.594090202	0.272727273
ENSG00000223704	ENSMUSG00000085271	0.468847352	0.55
ENSG00000223704	ENSMUSG00000093637	0.509345794	0.318181818
ENSG00000223704	ENSMUSG00000097767	0.573872473	0.55
ENSG00000223704	ENSMUSG00000104885	0.513219285	0.318181818
ENSG00000223704	ENSMUSG00000106060	0.605136437	0.6875
ENSG00000223726	ENSMUSG00000052848	0.510108865	0.5
ENSG00000223726	ENSMUSG00000085919	0.578783151	0.55
ENSG00000223726	ENSMUSG00000101683	0.347484277	0.578947368
ENSG00000223726	ENSMUSG00000104538	0.381475667	0.578947368
ENSG00000223726	ENSMUSG00000104833	0.51326053	0.5
ENSG00000223726	ENSMUSG00000105376	0.554179567	0.611111111
ENSG00000223726	ENSMUSG00000106560	0.433121019	0.47826087
ENSG00000224027	ENSMUSG00000052848	0.555209953	0.272727273
ENSG00000224027	ENSMUSG00000085919	0.477379095	0.3
ENSG00000224027	ENSMUSG00000104833	0.561622465	0.272727273
ENSG00000224027	ENSMUSG00000105376	0.453560372	0.333333333
ENSG00000224027	ENSMUSG00000106560	0.506369427	0.260869565
ENSG00000224192	ENSMUSG00000098027	0.536321484	0.5
ENSG00000224192	ENSMUSG00000098230	0.448946515	0.384615385
ENSG00000224192	ENSMUSG00000104807	0.516962843	0.476190476
ENSG00000224192	ENSMUSG00000105152	0.507763975	0.476190476
ENSG00000224192	ENSMUSG00000105368	0.497667185	0.409090909
ENSG00000224192	ENSMUSG00000105735	0.511627907	0.476190476
ENSG00000225783	ENSMUSG00000093637	0.595015576	0.272727273
ENSG00000225783	ENSMUSG00000097767	0.65940902	0.5
ENSG00000225783	ENSMUSG00000104885	0.598755832	0.272727273
ENSG00000226169	ENSMUSG00000085271	0.401869159	0.2
ENSG00000226169	ENSMUSG00000104559	0.521462639	0.136363636
ENSG00000226169	ENSMUSG00000106374	0.504025765	0.1
ENSG00000226741	ENSMUSG00000085271	0.573208723	0.55
ENSG00000226741	ENSMUSG00000097767	0.33125972	0.55
ENSG00000226741	ENSMUSG00000104559	0.40381558	0.409090909
ENSG00000226741	ENSMUSG00000106060	0.50882825	0.6875
ENSG00000227838	ENSMUSG00000052848	0.496111975	0.181818182
ENSG00000227838	ENSMUSG00000104833	0.502340094	0.181818182
ENSG00000227838	ENSMUSG00000106560	0.530254777	0.173913043
ENSG00000227880	ENSMUSG00000052848	0.548989114	0.409090909
ENSG00000227880	ENSMUSG00000085919	0.538221529	0.45
ENSG00000227880	ENSMUSG00000104833	0.55226209	0.409090909
ENSG00000227880	ENSMUSG00000105376	0.513931889	0.5
ENSG00000227880	ENSMUSG00000106560	0.49522293	0.391304348
ENSG00000229770	ENSMUSG00000098027	0.56568779	0.65
ENSG00000229770	ENSMUSG00000098230	0.487844408	0.5
ENSG00000229770	ENSMUSG00000104807	0.547657512	0.619047619
ENSG00000229770	ENSMUSG00000105152	0.537267081	0.619047619
ENSG00000229770	ENSMUSG00000105368	0.461897356	0.5
ENSG00000229770	ENSMUSG00000105735	0.541085271	0.619047619
ENSG00000230051	ENSMUSG00000085271	0.566978193	0.55
ENSG00000230051	ENSMUSG00000104559	0.426073132	0.409090909
ENSG00000230051	ENSMUSG00000106060	0.502407705	0.6875
ENSG00000231405	ENSMUSG00000085271	0.552959502	0.55
ENSG00000231405	ENSMUSG00000097767	0.443234837	0.55
ENSG00000231405	ENSMUSG00000106060	0.576243981	0.6875
ENSG00000231495	ENSMUSG00000085271	0.408099688	0.2
ENSG00000231495	ENSMUSG00000104559	0.518282989	0.136363636
ENSG00000231495	ENSMUSG00000106374	0.500805153	0.1
ENSG00000231933	ENSMUSG00000098027	0.472952087	0.75
ENSG00000231933	ENSMUSG00000098230	0.59643436	0.615384615
ENSG00000231933	ENSMUSG00000104807	0.534733441	0.714285714
ENSG00000231933	ENSMUSG00000105152	0.504658385	0.714285714
ENSG00000231933	ENSMUSG00000105735	0.499224806	0.714285714
ENSG00000232464	ENSMUSG00000098027	0.488408037	0.65
ENSG00000232464	ENSMUSG00000098230	0.554294976	0.538461538
ENSG00000232464	ENSMUSG00000104807	0.55088853	0.619047619
ENSG00000232464	ENSMUSG00000105152	0.520186335	0.619047619
ENSG00000232464	ENSMUSG00000105735	0.514728682	0.619047619
ENSG00000233521	ENSMUSG00000052848	0.489891135	0.5
ENSG00000233521	ENSMUSG00000085919	0.572542902	0.55
ENSG00000233521	ENSMUSG00000097986	0.398119122	0.578947368
ENSG00000233521	ENSMUSG00000101683	0.411949686	0.578947368
ENSG00000233521	ENSMUSG00000104538	0.445839874	0.578947368
ENSG00000233521	ENSMUSG00000104833	0.492979719	0.5
ENSG00000233521	ENSMUSG00000105376	0.585139319	0.611111111
ENSG00000233521	ENSMUSG00000106560	0.374203822	0.47826087
ENSG00000233574	ENSMUSG00000085271	0.576323988	0.55
ENSG00000233574	ENSMUSG00000097767	0.357698289	0.55
ENSG00000233574	ENSMUSG00000106060	0.523274478	0.6875
ENSG00000233577	ENSMUSG00000093637	0.269470405	0.227272727
ENSG00000233577	ENSMUSG00000104885	0.269051322	0.227272727
ENSG00000233577	ENSMUSG00000106191	0.357361963	0.176470588
ENSG00000233577	ENSMUSG00000106541	0.378294574	0.1875
ENSG00000233577	ENSMUSG00000106659	0.350230415	0.171428571
ENSG00000234884	ENSMUSG00000106191	0.429447853	0.323529412
ENSG00000234884	ENSMUSG00000106541	0.451162791	0.34375
ENSG00000234884	ENSMUSG00000106659	0.422427035	0.314285714
ENSG00000235271	ENSMUSG00000085271	0.5	0.55
ENSG00000235271	ENSMUSG00000093637	0.481308411	0.318181818
ENSG00000235271	ENSMUSG00000097767	0.562986003	0.55
ENSG00000235271	ENSMUSG00000104885	0.485225505	0.318181818
ENSG00000235271	ENSMUSG00000106060	0.624398074	0.6875
ENSG00000235954	ENSMUSG00000104559	0.46263911	0.227272727
ENSG00000235954	ENSMUSG00000106374	0.491143317	0.25
ENSG00000236464	ENSMUSG00000093637	0.465732087	0.5
ENSG00000236464	ENSMUSG00000097962	0.563467492	0.65
ENSG00000236464	ENSMUSG00000098027	0.56568779	0.65
ENSG00000236464	ENSMUSG00000104885	0.465007776	0.5
ENSG00000236641	ENSMUSG00000104576	0.356037152	0.21875
ENSG00000236641	ENSMUSG00000105368	0.251944012	0.227272727
ENSG00000236641	ENSMUSG00000106206	0.326219512	0.2
ENSG00000236858	ENSMUSG00000052848	0.424572317	0.5
ENSG00000236858	ENSMUSG00000085919	0.538221529	0.55
ENSG00000236858	ENSMUSG00000097986	0.5	0.578947368
ENSG00000236858	ENSMUSG00000101683	0.506289308	0.578947368
ENSG00000236858	ENSMUSG00000104538	0.521193093	0.578947368
ENSG00000236858	ENSMUSG00000104833	0.424336973	0.5
ENSG00000236858	ENSMUSG00000105376	0.552631579	0.611111111
ENSG00000237387	ENSMUSG00000098230	0.421393841	0.5
ENSG00000237387	ENSMUSG00000106191	0.426380368	0.323529412
ENSG00000237387	ENSMUSG00000106541	0.448062016	0.34375
ENSG00000237387	ENSMUSG00000106659	0.419354839	0.314285714
ENSG00000238195	ENSMUSG00000085271	0.563862928	0.55
ENSG00000238195	ENSMUSG00000097767	0.405909798	0.55
ENSG00000238195	ENSMUSG00000106060	0.548956661	0.6875
ENSG00000244625	ENSMUSG00000085271	0.392523364	0.5
ENSG00000244625	ENSMUSG00000093637	0.585669782	0.318181818
ENSG00000244625	ENSMUSG00000097767	0.65007776	0.55
ENSG00000244625	ENSMUSG00000104885	0.589424572	0.318181818
ENSG00000244625	ENSMUSG00000106060	0.587479936	0.6875
ENSG00000261188	ENSMUSG00000093637	0.605919003	0.363636364
ENSG00000261188	ENSMUSG00000097767	0.590979782	0.35
ENSG00000261188	ENSMUSG00000104885	0.609642302	0.363636364
ENSG00000272798	ENSMUSG00000104576	0.411764706	0.21875
ENSG00000272798	ENSMUSG00000105368	0.307931571	0.227272727
ENSG00000272798	ENSMUSG00000106206	0.381097561	0.2
ENSG00000272942	ENSMUSG00000093637	0.308411215	0.227272727
ENSG00000272942	ENSMUSG00000104885	0.307931571	0.227272727
ENSG00000272942	ENSMUSG00000106191	0.395705521	0.205882353
ENSG00000272942	ENSMUSG00000106541	0.417054264	0.21875
ENSG00000272942	ENSMUSG00000106659	0.388632873	0.2
ENSG00000272977	ENSMUSG00000104576	0.424148607	0.25
ENSG00000272977	ENSMUSG00000105368	0.314152411	0.272727273
ENSG00000272977	ENSMUSG00000106206	0.393292683	0.228571429
ENSG00000278960	ENSMUSG00000098027	0.409582689	0.75
ENSG00000278960	ENSMUSG00000098230	0.531604538	0.615384615
ENSG00000278960	ENSMUSG00000104807	0.468497577	0.714285714
ENSG00000278960	ENSMUSG00000105152	0.440993789	0.714285714
ENSG00000278960	ENSMUSG00000105735	0.435658915	0.714285714
ENSG00000278960	ENSMUSG00000106191	0.420245399	0.352941176
ENSG00000278960	ENSMUSG00000106541	0.441860465	0.375
ENSG00000278960	ENSMUSG00000106659	0.413210445	0.342857143
ENSG00000279110	ENSMUSG00000106191	0.306748466	0.235294118
ENSG00000279110	ENSMUSG00000106659	0.307219662	0.228571429
ENSG00000279298	ENSMUSG00000106191	0.345092025	0.176470588
ENSG00000279298	ENSMUSG00000106541	0.365891473	0.1875
ENSG00000279298	ENSMUSG00000106659	0.337941628	0.171428571
ENSG00000279440	ENSMUSG00000085271	0.524922118	0.6
ENSG00000279440	ENSMUSG00000097767	0.508553655	0.6
ENSG00000279440	ENSMUSG00000106060	0.632423756	0.75
ENSG00000279848	ENSMUSG00000085271	0.531152648	0.55
ENSG00000279848	ENSMUSG00000097767	0.497667185	0.55
ENSG00000279848	ENSMUSG00000106060	0.62600321	0.6875
ENSG00000279914	ENSMUSG00000085271	0.529595016	0.55
ENSG00000279914	ENSMUSG00000097767	0.497667185	0.55
ENSG00000279914	ENSMUSG00000106060	0.62600321	0.6875
ENSG00000280025	ENSMUSG00000085271	0.53894081	0.55
ENSG00000280025	ENSMUSG00000097767	0.466562986	0.55
ENSG00000280025	ENSMUSG00000106060	0.593900482	0.6875
ENSG00000280445	ENSMUSG00000052848	0.536547434	0.454545455
ENSG00000280445	ENSMUSG00000085919	0.555382215	0.5
ENSG00000280445	ENSMUSG00000104833	0.539781591	0.454545455
ENSG00000280445	ENSMUSG00000105376	0.530959752	0.555555556
ENSG00000280445	ENSMUSG00000106560	0.482484076	0.434782609
ENSG00000172250	ENSMUSG00000097301	0.62571977	0.744186047
ENSG00000172250	ENSMUSG00000100199	0.63705104	0.734693878
ENSG00000182057	ENSMUSG00000097301	0.573896353	0.744186047
ENSG00000182057	ENSMUSG00000100199	0.616257089	0.755102041
ENSG00000215403	ENSMUSG00000092375	0.635547576	0.74
ENSG00000223695	ENSMUSG00000097057	0.616412214	0.565217391
ENSG00000224794	ENSMUSG00000087543	0.442776735	0.452830189
ENSG00000225450	ENSMUSG00000087543	0.658536585	0.773584906
ENSG00000225450	ENSMUSG00000089796	0.666666667	0.777777778
ENSG00000228274	ENSMUSG00000097128	0.657894737	0.754716981
ENSG00000228587	ENSMUSG00000097267	0.417457306	0.2
ENSG00000228620	ENSMUSG00000075555	0.490230906	0.606557377
ENSG00000228620	ENSMUSG00000085802	0.608058608	0.75862069
ENSG00000228620	ENSMUSG00000092494	0.558608059	0.661290323
ENSG00000229891	ENSMUSG00000090964	0.557235421	0.658536585
ENSG00000229891	ENSMUSG00000100552	0.616122841	0.744186047
ENSG00000229955	ENSMUSG00000097128	0.531954887	0.636363636
ENSG00000229971	ENSMUSG00000092375	0.574506284	0.56
ENSG00000229971	ENSMUSG00000097057	0.723282443	0.652173913
ENSG00000230107	ENSMUSG00000097301	0.618042226	0.744186047
ENSG00000230107	ENSMUSG00000100199	0.629489603	0.734693878
ENSG00000230149	ENSMUSG00000087543	0.652908068	0.754716981
ENSG00000230149	ENSMUSG00000089796	0.661048689	0.759259259
ENSG00000230912	ENSMUSG00000097128	0.656015038	0.745454545
ENSG00000231993	ENSMUSG00000091492	0.572621035	0.755102041
ENSG00000231993	ENSMUSG00000097613	0.672284644	0.68627451
ENSG00000231993	ENSMUSG00000103520	0.667857143	0.775510204
ENSG00000232564	ENSMUSG00000047938	0.63327674	0.65
ENSG00000232710	ENSMUSG00000100552	0.464491363	0.651162791
ENSG00000232754	ENSMUSG00000091492	0.572621035	0.755102041
ENSG00000232754	ENSMUSG00000097613	0.668539326	0.68627451
ENSG00000232754	ENSMUSG00000103520	0.667857143	0.775510204
ENSG00000233360	ENSMUSG00000084864	0.677192982	0.783333333
ENSG00000233360	ENSMUSG00000097085	0.660211268	0.775862069
ENSG00000233903	ENSMUSG00000097301	0.573896353	0.744186047
ENSG00000233903	ENSMUSG00000100199	0.616257089	0.755102041
ENSG00000234688	ENSMUSG00000092375	0.684021544	0.7
ENSG00000234688	ENSMUSG00000097057	0.683206107	0.739130435
ENSG00000234979	ENSMUSG00000092375	0.685816876	0.68
ENSG00000234979	ENSMUSG00000097057	0.631679389	0.673913043
ENSG00000235209	ENSMUSG00000087543	0.598499062	0.660377358
ENSG00000235209	ENSMUSG00000089796	0.597378277	0.648148148
ENSG00000235246	ENSMUSG00000075555	0.527531083	0.62295082
ENSG00000235246	ENSMUSG00000085802	0.597069597	0.74137931
ENSG00000235246	ENSMUSG00000092494	0.597069597	0.677419355
ENSG00000235513	ENSMUSG00000091492	0.557595993	0.755102041
ENSG00000235513	ENSMUSG00000097613	0.670411985	0.705882353
ENSG00000235513	ENSMUSG00000103520	0.651785714	0.775510204
ENSG00000237037	ENSMUSG00000097301	0.462571977	0.627906977
ENSG00000237037	ENSMUSG00000100199	0.506616257	0.653061224
ENSG00000237862	ENSMUSG00000084864	0.564912281	0.616666667
ENSG00000237862	ENSMUSG00000097085	0.612676056	0.655172414
ENSG00000243902	ENSMUSG00000084864	0.571929825	0.633333333
ENSG00000243902	ENSMUSG00000097085	0.61971831	0.672413793
ENSG00000244491	ENSMUSG00000087543	0.652908068	0.754716981
ENSG00000244491	ENSMUSG00000089796	0.661048689	0.759259259
ENSG00000249310	ENSMUSG00000097128	0.571428571	0.58490566
ENSG00000270022	ENSMUSG00000097301	0.608445298	0.697674419
ENSG00000270022	ENSMUSG00000100199	0.580340265	0.612244898
ENSG00000272582	ENSMUSG00000075555	0.607460036	0.754098361
ENSG00000272582	ENSMUSG00000085802	0.512820513	0.637931034
ENSG00000272582	ENSMUSG00000092494	0.593406593	0.693548387
ENSG00000272669	ENSMUSG00000087543	0.656660413	0.773584906
ENSG00000272669	ENSMUSG00000089796	0.664794007	0.777777778
ENSG00000272720	ENSMUSG00000075555	0.589698046	0.704918033
ENSG00000272720	ENSMUSG00000085802	0.571428571	0.724137931
ENSG00000272720	ENSMUSG00000092494	0.622710623	0.725806452
ENSG00000272834	ENSMUSG00000047938	0.589134126	0.6
ENSG00000273076	ENSMUSG00000087543	0.656660413	0.773584906
ENSG00000273076	ENSMUSG00000089796	0.664794007	0.777777778
ENSG00000273096	ENSMUSG00000097128	0.652255639	0.754716981
ENSG00000273214	ENSMUSG00000075555	0.611012433	0.754098361
ENSG00000273214	ENSMUSG00000085802	0.556776557	0.689655172
ENSG00000273214	ENSMUSG00000092494	0.611721612	0.693548387
ENSG00000273366	ENSMUSG00000097301	0.575815739	0.744186047
ENSG00000273366	ENSMUSG00000100199	0.618147448	0.755102041
ENSG00000278948	ENSMUSG00000075555	0.605683837	0.754098361
ENSG00000278948	ENSMUSG00000092494	0.591575092	0.693548387
ENSG00000279010	ENSMUSG00000075555	0.611012433	0.770491803
ENSG00000279010	ENSMUSG00000085802	0.514652015	0.655172414
ENSG00000279010	ENSMUSG00000092494	0.597069597	0.709677419
ENSG00000279080	ENSMUSG00000075555	0.568383659	0.68852459
ENSG00000279080	ENSMUSG00000085802	0.580586081	0.74137931
ENSG00000279080	ENSMUSG00000092494	0.631868132	0.741935484
ENSG00000279217	ENSMUSG00000086467	0.508078995	0.379310345
ENSG00000279217	ENSMUSG00000097267	0.309297913	0.184615385
ENSG00000279652	ENSMUSG00000086467	0.454219031	0.310344828
ENSG00000279652	ENSMUSG00000097267	0.332068311	0.2
ENSG00000279714	ENSMUSG00000086467	0.511669659	0.379310345
ENSG00000279714	ENSMUSG00000097267	0.309297913	0.184615385
ENSG00000279738	ENSMUSG00000075555	0.60035524	0.754098361
ENSG00000279738	ENSMUSG00000092494	0.576923077	0.677419355
ENSG00000279805	ENSMUSG00000093458	0.521978022	0.327272727
ENSG00000279833	ENSMUSG00000087543	0.551594747	0.547169811
ENSG00000279833	ENSMUSG00000089796	0.541198502	0.537037037
ENSG00000279927	ENSMUSG00000086467	0.500897666	0.379310345
ENSG00000279927	ENSMUSG00000097267	0.309297913	0.184615385
ENSG00000281538	ENSMUSG00000097301	0.464491363	0.651162791
ENSG00000281538	ENSMUSG00000100199	0.508506616	0.673469388
ENSG00000229673	ENSMUSG00000085435	0.192307692	0.3
ENSG00000229673	ENSMUSG00000087256	0.206349206	0.333333333
ENSG00000236054	ENSMUSG00000085435	0.278280543	0.3
ENSG00000236054	ENSMUSG00000087256	0.287981859	0.333333333
ENSG00000227895	ENSMUSG00000079011	0.608899297	0.6
ENSG00000197182	ENSMUSG00000097209	0.576696165	0.791666667
ENSG00000197182	ENSMUSG00000101828	0.613432836	0.791666667
ENSG00000197182	ENSMUSG00000103674	0.628224583	0.791666667
ENSG00000226954	ENSMUSG00000093394	0.669811321	0.710526316
ENSG00000234869	ENSMUSG00000086424	0.587646077	0.785714286
ENSG00000241990	ENSMUSG00000097209	0.566371681	0.791666667
ENSG00000241990	ENSMUSG00000101828	0.602985075	0.791666667
ENSG00000241990	ENSMUSG00000103674	0.617602428	0.791666667
ENSG00000260613	ENSMUSG00000093394	0.721698113	0.769230769
ENSG00000260708	ENSMUSG00000089680	0.575657895	0.647058824
ENSG00000272666	ENSMUSG00000087331	0.320574163	0.447368421
ENSG00000272836	ENSMUSG00000087331	0.631578947	0.846153846
ENSG00000272836	ENSMUSG00000093394	0.533018868	0.743589744
ENSG00000273137	ENSMUSG00000087331	0.629186603	0.846153846
ENSG00000273137	ENSMUSG00000093394	0.530660377	0.743589744
ENSG00000273145	ENSMUSG00000097209	0.575221239	0.791666667
ENSG00000273145	ENSMUSG00000101828	0.58358209	0.791666667
ENSG00000273145	ENSMUSG00000103674	0.591805766	0.791666667
ENSG00000273188	ENSMUSG00000087331	0.648325359	0.871794872
ENSG00000273188	ENSMUSG00000093394	0.549528302	0.769230769
ENSG00000273253	ENSMUSG00000087331	0.638755981	0.868421053
ENSG00000273253	ENSMUSG00000093394	0.54009434	0.763157895
ENSG00000273289	ENSMUSG00000097209	0.564896755	0.791666667
ENSG00000273289	ENSMUSG00000101828	0.601492537	0.791666667
ENSG00000273289	ENSMUSG00000103674	0.616084977	0.791666667
ENSG00000277232	ENSMUSG00000089680	0.541118421	0.666666667
ENSG00000278869	ENSMUSG00000087331	0.581339713	0.763157895
ENSG00000278869	ENSMUSG00000093394	0.754716981	0.868421053
ENSG00000279954	ENSMUSG00000097209	0.554572271	0.791666667
ENSG00000279954	ENSMUSG00000101828	0.534328358	0.791666667
ENSG00000279954	ENSMUSG00000103674	0.541729894	0.791666667
ENSG00000280383	ENSMUSG00000097209	0.505899705	0.75
ENSG00000280383	ENSMUSG00000101828	0.485074627	0.75
ENSG00000280383	ENSMUSG00000103674	0.490136571	0.75
ENSG00000280384	ENSMUSG00000097209	0.566371681	0.791666667
ENSG00000280384	ENSMUSG00000101828	0.602985075	0.791666667
ENSG00000280384	ENSMUSG00000103674	0.617602428	0.791666667
ENSG00000280424	ENSMUSG00000097209	0.576696165	0.833333333
ENSG00000280424	ENSMUSG00000101828	0.582089552	0.833333333
ENSG00000280424	ENSMUSG00000103674	0.590288316	0.833333333
ENSG00000205559	ENSMUSG00000084915	0.423529412	0.820512821
ENSG00000225929	ENSMUSG00000086602	0.374133949	0.829268293
ENSG00000225929	ENSMUSG00000097578	0.260143198	0.5
ENSG00000226738	ENSMUSG00000084915	0.421176471	0.717948718
ENSG00000254499	ENSMUSG00000086602	0.37182448	0.829268293
ENSG00000254499	ENSMUSG00000097578	0.257756563	0.487179487
ENSG00000272666	ENSMUSG00000086602	0.385681293	0.682926829
ENSG00000272666	ENSMUSG00000097578	0.386634845	0.657894737
ENSG00000272821	ENSMUSG00000084915	0.421176471	0.65
ENSG00000272836	ENSMUSG00000097578	0.546539379	0.717948718
ENSG00000272940	ENSMUSG00000084915	0.418823529	0.820512821
ENSG00000273137	ENSMUSG00000097578	0.548926014	0.717948718
ENSG00000273188	ENSMUSG00000097578	0.539379475	0.692307692
ENSG00000273253	ENSMUSG00000097578	0.544152745	0.710526316
ENSG00000273272	ENSMUSG00000084915	0.418823529	0.717948718
ENSG00000278869	ENSMUSG00000097578	0.424821002	0.552631579
ENSG00000223587	ENSMUSG00000107511	0.367588933	0.333333333
ENSG00000223587	ENSMUSG00000107595	0.380952381	0.25
ENSG00000223587	ENSMUSG00000107804	0.393638171	0.25
ENSG00000223587	ENSMUSG00000107823	0.362376238	0.333333333
ENSG00000223727	ENSMUSG00000107714	0.730512249	1
ENSG00000225044	ENSMUSG00000085067	0.778234086	1
ENSG00000225044	ENSMUSG00000108237	0.852156057	1
ENSG00000226258	ENSMUSG00000092448	0.833684211	1
ENSG00000227110	ENSMUSG00000044574	0.595041322	0.692307692
ENSG00000227110	ENSMUSG00000107893	0.63559322	0.888888889
ENSG00000227588	ENSMUSG00000085067	0.864016736	0.4
ENSG00000227588	ENSMUSG00000108237	0.771966527	0.4
ENSG00000231249	ENSMUSG00000087341	0.569411765	0.714285714
ENSG00000231249	ENSMUSG00000102192	0.586448598	0.714285714
ENSG00000231249	ENSMUSG00000107458	0.643867925	0.875
ENSG00000231249	ENSMUSG00000108219	0.687943262	0.875
ENSG00000233912	ENSMUSG00000087341	0.659722222	0.666666667
ENSG00000233912	ENSMUSG00000102192	0.645833333	0.666666667
ENSG00000235831	ENSMUSG00000087341	0.857142857	1
ENSG00000235831	ENSMUSG00000102192	0.843317972	1
ENSG00000235831	ENSMUSG00000107458	0.783410138	0.75
ENSG00000235831	ENSMUSG00000108219	0.741935484	0.75
ENSG00000235947	ENSMUSG00000087341	0.804705882	0.75
ENSG00000235947	ENSMUSG00000102192	0.820093458	0.75
ENSG00000235947	ENSMUSG00000107458	0.879716981	1
ENSG00000235947	ENSMUSG00000108219	0.891252955	1
ENSG00000235978	ENSMUSG00000087341	0.874125874	0.857142857
ENSG00000235978	ENSMUSG00000102192	0.874125874	0.857142857
ENSG00000235978	ENSMUSG00000107458	0.862470862	0.875
ENSG00000235978	ENSMUSG00000108219	0.820512821	0.875
ENSG00000237665	ENSMUSG00000092448	0.914937759	0.5
ENSG00000268509	ENSMUSG00000087341	0.637209302	0.666666667
ENSG00000268509	ENSMUSG00000102192	0.623255814	0.666666667
ENSG00000225386	ENSMUSG00000097547	0.892420538	0.857142857
ENSG00000279465	ENSMUSG00000046005	0.302457467	0.268292683
ENSG00000228956	ENSMUSG00000100150	0.685185185	0.75
ENSG00000228956	ENSMUSG00000102600	0.631707317	0.75
ENSG00000228956	ENSMUSG00000103358	0.627737226	0.75
ENSG00000228956	ENSMUSG00000103378	0.636803874	0.75
ENSG00000228956	ENSMUSG00000103753	0.626829268	0.75
ENSG00000233570	ENSMUSG00000067103	0.283088235	0.4
ENSG00000233570	ENSMUSG00000104256	0.283313325	0.4
ENSG00000269391	ENSMUSG00000067103	0.281862745	0.4
ENSG00000269391	ENSMUSG00000104256	0.282112845	0.4
ENSG00000272477	ENSMUSG00000102212	0.846341463	0.8
ENSG00000272477	ENSMUSG00000102744	0.866180049	0.8
ENSG00000272477	ENSMUSG00000102973	0.835380835	0.8
ENSG00000272477	ENSMUSG00000103216	0.871359223	0.8
ENSG00000272477	ENSMUSG00000103779	0.849878935	0.8
ENSG00000206567	ENSMUSG00000085012	0.515702479	0.5
ENSG00000206567	ENSMUSG00000090194	0.50921273	0.444444444
ENSG00000206567	ENSMUSG00000097671	0.572695035	0.818181818
ENSG00000206567	ENSMUSG00000107560	0.577192982	0.852941176
ENSG00000206567	ENSMUSG00000107723	0.572953737	0.794117647
ENSG00000206567	ENSMUSG00000107812	0.52	0.472222222
ENSG00000206567	ENSMUSG00000107846	0.544014085	0.771428571
ENSG00000206573	ENSMUSG00000085012	0.500826446	0.777777778
ENSG00000206573	ENSMUSG00000086429	0.643926789	0.942857143
ENSG00000206573	ENSMUSG00000090194	0.520938023	0.861111111
ENSG00000206573	ENSMUSG00000107455	0.639669421	0.942857143
ENSG00000206573	ENSMUSG00000107812	0.505	0.805555556
ENSG00000224771	ENSMUSG00000087053	0.617346939	0.885714286
ENSG00000224771	ENSMUSG00000108297	0.534602076	0.882352941
ENSG00000224808	ENSMUSG00000097579	0.671929825	0.806451613
ENSG00000224808	ENSMUSG00000108103	0.562724014	0.735294118
ENSG00000224884	ENSMUSG00000044574	0.842975207	0.769230769
ENSG00000224884	ENSMUSG00000107893	0.709745763	0.8
ENSG00000225733	ENSMUSG00000087317	0.318367347	0.545454545
ENSG00000225733	ENSMUSG00000108199	0.35483871	0.571428571
