Gene1	Gene2	Proportion of common genomic anchors	Proportion of common protein-coding genes
ENSG00000273733	XLOC_023330_ops	0.192211055	0.328767123
ENSG00000273733	XLOC_023331_ops	0.222361809	0.383561644
ENSG00000273733	XLOC_023332_ops	0.22361809	0.383561644
ENSG00000273733	XLOC_023334_ops	0.257537688	0.452054795
ENSG00000273733	XLOC_023335_ops	0.263819095	0.465753425
ENSG00000273733	XLOC_023336_ops	0.263819095	0.534246575
ENSG00000273747	XLOC_000772_ops	0.174603175	0.37037037
ENSG00000273747	XLOC_000773_ops	0.23015873	0.444444444
ENSG00000273747	XLOC_000775_ops	0.35978836	0.592592593
ENSG00000273747	XLOC_000776_ops	0.325396825	0.62962963
ENSG00000273747	XLOC_000778_ops	0.417989418	0.62962963
ENSG00000273747	XLOC_000779_ops	0.173913043	0.318181818
ENSG00000273747	XLOC_000780_ops	0.301932367	0.380952381
ENSG00000273747	XLOC_000783_ops	0.311594203	0.476190476
ENSG00000273747	XLOC_000785_ops	0.328804348	0.321428571
ENSG00000273747	XLOC_005705_ops	0.316425121	0.285714286
ENSG00000273747	XLOC_005706_ops	0.256038647	0.19047619
ENSG00000273747	XLOC_005707_ops	0.236714976	0.19047619
ENSG00000273747	XLOC_005708_ops	0.285234899	0.25
ENSG00000273759	XLOC_003207_ops	0.209191759	0.25862069
ENSG00000273759	XLOC_003208_ops	0.220285261	0.24137931
ENSG00000273759	XLOC_003209_ops	0.223454834	0.25862069
ENSG00000273759	XLOC_003210_ops	0.229793978	0.25862069
ENSG00000273759	XLOC_003212_ops	0.142857143	0.245283019
ENSG00000273759	XLOC_003213_ops	0.141947225	0.245283019
ENSG00000273759	XLOC_003214_ops	0.133757962	0.245283019
ENSG00000273760	XLOC_000468_ops	0.150990099	0.315789474
ENSG00000273760	XLOC_005382_ops	0.440594059	0.625
ENSG00000273769	XLOC_045751_ops	0.067567568	0.123076923
ENSG00000273771	XLOC_005810_ops	0.5625	0.333333333
ENSG00000273771	XLOC_005811_ops	0.576923077	0.333333333
ENSG00000273783	XLOC_006460_ops	0.46685879	0.571428571
ENSG00000273783	XLOC_006461_ops	0.481268012	0.571428571
ENSG00000273783	XLOC_006462_ops	0.648711944	0.833333333
ENSG00000273784	XLOC_040218_ops	0.552825553	0.571428571
ENSG00000273784	XLOC_040219_ops	0.434156379	0.5
ENSG00000273786	XLOC_001330_ops	0.391393443	0.27027027
ENSG00000273786	XLOC_001332_ops	0.475409836	0.486486486
ENSG00000273786	XLOC_001333_ops	0.504098361	0.621621622
ENSG00000273786	XLOC_001334_ops	0.524590164	0.675675676
ENSG00000273786	XLOC_001338_ops	0.518442623	0.702702703
ENSG00000273786	XLOC_001339_ops	0.495901639	0.648648649
ENSG00000273786	XLOC_001340_ops	0.479508197	0.594594595
ENSG00000273786	XLOC_001341_ops	0.485655738	0.648648649
ENSG00000273786	XLOC_001342_ops	0.560640732	0.642857143
ENSG00000273786	XLOC_001343_ops	0.442622951	0.621621622
ENSG00000273786	XLOC_001345_ops	0.510297483	0.595238095
ENSG00000273786	XLOC_001346_ops	0.47826087	0.547619048
ENSG00000273786	XLOC_001347_ops	0.495689655	0.630434783
ENSG00000273786	XLOC_001351_ops	0.44612069	0.565217391
ENSG00000273792	XLOC_005878_ops	0.436538462	0.571428571
ENSG00000273797	XLOC_001823_ops	0.256684492	0.4
ENSG00000273797	XLOC_001827_ops	0.160427807	0.291666667
ENSG00000273805	XLOC_041160_ops	0.110552764	0.045454545
ENSG00000273805	XLOC_041162_ops	0.110552764	0.045454545
ENSG00000273812	XLOC_003221_ops	0.118613139	0.315789474
ENSG00000273812	XLOC_003223_ops	0.10310219	0.315789474
ENSG00000273812	XLOC_003225_ops	0.094890511	0.342105263
ENSG00000273812	XLOC_003226_ops	0.080291971	0.315789474
ENSG00000273816	XLOC_011769_ops	0.31127451	0.238095238
ENSG00000273816	XLOC_015714_ops	0.136507937	0.15625
ENSG00000273816	XLOC_015715_ops	0.145367412	0.166666667
ENSG00000273816	XLOC_015717_ops	0.15858209	0.192307692
ENSG00000273816	XLOC_015719_ops	0.159259259	0.2
ENSG00000273821	XLOC_008103_ops	0.213826367	0.24137931
ENSG00000273821	XLOC_008104_ops	0.21221865	0.25862069
ENSG00000273821	XLOC_008106_ops	0.226688103	0.224137931
ENSG00000273821	XLOC_008107_ops	0.123849372	0.189655172
ENSG00000273821	XLOC_008110_ops	0.149790795	0.24137931
ENSG00000273821	XLOC_008113_ops	0.119665272	0.25862069
ENSG00000273821	XLOC_008118_ops	0.132911392	0.186440678
ENSG00000273824	XLOC_041145_ops	0.306179775	0.444444444
ENSG00000273824	XLOC_041146_ops	0.311797753	0.473684211
ENSG00000273824	XLOC_041148_ops	0.376404494	0.470588235
ENSG00000273828	XLOC_002945_ops	0.322245322	0.308823529
ENSG00000273828	XLOC_002946_ops	0.291060291	0.279411765
ENSG00000273828	XLOC_002948_ops	0.274428274	0.264705882
ENSG00000273828	XLOC_002949_ops	0.274428274	0.264705882
ENSG00000273828	XLOC_002951_ops	0.27027027	0.264705882
ENSG00000273828	XLOC_007856_ops	0.234927235	0.117647059
ENSG00000273828	XLOC_007859_ops	0.16008316	0.073529412
ENSG00000273828	XLOC_008258_ops	0.17047817	0.096153846
ENSG00000273828	XLOC_008263_ops	0.182952183	0.076923077
ENSG00000273828	XLOC_008265_ops	0.272349272	0.161764706
ENSG00000273828	XLOC_008266_ops	0.276507277	0.161764706
ENSG00000273828	XLOC_008269_ops	0.244939271	0.177777778
ENSG00000273828	XLOC_008272_ops	0.17611336	0.155555556
ENSG00000273828	XLOC_008275_ops	0.153846154	0.244444444
ENSG00000273828	XLOC_008276_ops	0.216216216	0.25
ENSG00000273837	XLOC_030018_ops	0.132323232	0.148648649
ENSG00000273837	XLOC_030019_ops	0.139393939	0.175675676
ENSG00000273837	XLOC_030022_ops	0.146464646	0.189189189
ENSG00000273837	XLOC_030023_ops	0.162626263	0.202702703
ENSG00000273838	XLOC_003890_ops	0.127659574	0.166666667
ENSG00000273838	XLOC_003894_ops	0.156521739	0.105263158
ENSG00000273838	XLOC_008878_ops	0.386956522	0.263157895
ENSG00000273838	XLOC_008881_ops	0.37826087	0.157894737
ENSG00000273838	XLOC_008882_ops	0.235023041	0.263157895
ENSG00000273838	XLOC_008883_ops	0.359447005	0.315789474
ENSG00000273838	XLOC_008888_ops	0.488479263	0.157894737
ENSG00000273855	XLOC_006242_ops	0.339430894	0.236842105
ENSG00000273855	XLOC_006244_ops	0.404471545	0.342105263
ENSG00000273855	XLOC_006245_ops	0.426829268	0.394736842
ENSG00000273855	XLOC_006246_ops	0.447154472	0.394736842
ENSG00000273855	XLOC_006253_ops	0.50203252	0.736842105
ENSG00000273855	XLOC_006254_ops	0.504065041	0.736842105
ENSG00000273855	XLOC_006255_ops	0.524390244	0.684210526
ENSG00000273855	XLOC_006257_ops	0.48785872	0.622222222
ENSG00000273855	XLOC_006259_ops	0.492273731	0.644444444
ENSG00000273855	XLOC_006260_ops	0.46799117	0.622222222
ENSG00000273888	XLOC_001863_ops	0.236607143	0.4375
ENSG00000273888	XLOC_001864_ops	0.329501916	0.4375
ENSG00000273888	XLOC_001866_ops	0.320895522	0.4375
ENSG00000273891	XLOC_000573_ops	0.527114967	0.52
ENSG00000273891	XLOC_000576_ops	0.420824295	0.56
ENSG00000273891	XLOC_005521_ops	0.570881226	0.454545455
ENSG00000273893	XLOC_003344_ops	0.213414634	0.162790698
ENSG00000273893	XLOC_003345_ops	0.254065041	0.186046512
ENSG00000273903	XLOC_023972_ops	0.341346154	0.318181818
ENSG00000273903	XLOC_023974_ops	0.323232323	0.456521739
ENSG00000273903	XLOC_023975_ops	0.264309764	0.304347826
ENSG00000273903	XLOC_023976_ops	0.28956229	0.434782609
ENSG00000273903	XLOC_023978_ops	0.30976431	0.456521739
ENSG00000273903	XLOC_023979_ops	0.309027778	0.441860465
ENSG00000273919	XLOC_040207_ops	0.395445135	0.25
ENSG00000273920	XLOC_005710_ops	0.131343284	0.307692308
ENSG00000273920	XLOC_005711_ops	0.229850746	0.384615385
ENSG00000273920	XLOC_005714_ops	0.391044776	0.461538462
ENSG00000273920	XLOC_005716_ops	0.387301587	0.6
ENSG00000273920	XLOC_005717_ops	0.387301587	0.6
ENSG00000273920	XLOC_005718_ops	0.377777778	0.4375
ENSG00000273920	XLOC_005719_ops	0.33968254	0.4375
ENSG00000273923	XLOC_005798_ops	0.459259259	0.333333333
ENSG00000273925	XLOC_001224_ops	0.06092437	0.105263158
ENSG00000273925	XLOC_006141_ops	0.214285714	0.210526316
ENSG00000273925	XLOC_006143_ops	0.180672269	0.210526316
ENSG00000273925	XLOC_006144_ops	0.157563025	0.210526316
ENSG00000273925	XLOC_006145_ops	0.25210084	0.263157895
ENSG00000273925	XLOC_006148_ops	0.298319328	0.368421053
ENSG00000273925	XLOC_006149_ops	0.281437126	0.4375
ENSG00000273925	XLOC_006151_ops	0.590818363	0.764705882
ENSG00000273925	XLOC_006152_ops	0.493013972	0.75
ENSG00000273951	XLOC_002570_ops	0.274406332	0.444444444
ENSG00000273951	XLOC_002574_ops	0.577836412	0.666666667
ENSG00000273951	XLOC_002575_ops	0.482849604	0.888888889
ENSG00000273951	XLOC_002576_ops	0.416886544	0.444444444
ENSG00000273956	XLOC_034561_ops	0.38961039	0.44
ENSG00000273956	XLOC_034562_ops	0.467532468	0.52
ENSG00000273956	XLOC_034564_ops	0.496103896	0.6
ENSG00000273956	XLOC_034565_ops	0.52987013	0.76
ENSG00000273956	XLOC_034566_ops	0.594805195	0.68
ENSG00000273956	XLOC_036464_ops	0.595190381	0.75862069
ENSG00000273956	XLOC_036466_ops	0.53507014	0.703703704
ENSG00000273956	XLOC_036468_ops	0.406813627	0.535714286
ENSG00000273956	XLOC_036469_ops	0.400801603	0.5
ENSG00000273956	XLOC_036470_ops	0.398797595	0.5
ENSG00000273956	XLOC_036473_ops	0.363070539	0.392857143
ENSG00000273956	XLOC_036474_ops	0.363070539	0.333333333
ENSG00000273956	XLOC_036476_ops	0.394190871	0.387096774
ENSG00000273956	XLOC_036478_ops	0.365145228	0.352941176
ENSG00000273958	XLOC_000950_ops	0.364016736	0.5
ENSG00000273958	XLOC_000957_ops	0.624277457	0.5
ENSG00000273965	XLOC_015094_ops	0.338374291	0.317073171
ENSG00000273965	XLOC_015096_ops	0.355387524	0.317073171
ENSG00000273965	XLOC_015097_ops	0.364839319	0.341463415
ENSG00000273965	XLOC_015099_ops	0.40831758	0.365853659
ENSG00000273965	XLOC_015101_ops	0.34241908	0.307692308
ENSG00000273965	XLOC_015102_ops	0.323129252	0.307692308
ENSG00000273971	XLOC_004531_ops	0.172248804	0.269230769
ENSG00000273972	XLOC_001401_ops	0.29076087	0.44
ENSG00000273972	XLOC_001403_ops	0.293948127	0.434782609
ENSG00000273972	XLOC_001404_ops	0.35243553	0.583333333
ENSG00000273972	XLOC_001405_ops	0.409221902	0.666666667
ENSG00000273972	XLOC_001408_ops	0.428169014	0.695652174
ENSG00000273972	XLOC_001409_ops	0.429394813	0.739130435
ENSG00000273972	XLOC_001410_ops	0.46685879	0.739130435
ENSG00000273972	XLOC_001411_ops	0.463976945	0.782608696
ENSG00000273972	XLOC_001412_ops	0.452449568	0.739130435
ENSG00000273972	XLOC_001413_ops	0.417867435	0.739130435
ENSG00000273972	XLOC_001414_ops	0.331412104	0.52173913
ENSG00000273980	XLOC_005052_ops	0.188235294	0.37704918
ENSG00000273980	XLOC_005055_ops	0.185468451	0.409836066
ENSG00000273982	XLOC_014990_ops	0.20662768	0.153846154
ENSG00000273982	XLOC_014995_ops	0.471861472	0.785714286
ENSG00000273982	XLOC_014997_ops	0.573593074	0.714285714
ENSG00000273982	XLOC_014999_ops	0.582251082	0.714285714
ENSG00000273982	XLOC_015001_ops	0.593073593	0.5
ENSG00000273982	XLOC_015002_ops	0.590909091	0.5
ENSG00000273987	XLOC_043407_ops	0.501408451	0.6
ENSG00000273987	XLOC_043408_ops	0.546478873	0.9
ENSG00000273987	XLOC_043412_ops	0.515492958	0.5
ENSG00000273989	XLOC_043245_ops	0.172794118	0.214285714
ENSG00000273989	XLOC_043246_ops	0.187861272	0.166666667
ENSG00000273989	XLOC_043251_ops	0.490131579	0.5
ENSG00000273989	XLOC_043253_ops	0.427631579	0.5
ENSG00000273989	XLOC_043257_ops	0.222543353	0.277777778
ENSG00000273998	XLOC_008936_ops	0.514893617	0.571428571
ENSG00000274001	XLOC_040236_ops	0.403628118	0.636363636
ENSG00000274001	XLOC_040238_ops	0.655328798	0.5
ENSG00000274001	XLOC_040239_ops	0.630385488	0.4
ENSG00000274001	XLOC_040240_ops	0.628117914	0.4
ENSG00000274001	XLOC_040247_ops	0.467120181	0.4
ENSG00000274002	XLOC_001191_ops	0.394636015	0.55952381
ENSG00000274002	XLOC_001192_ops	0.442990654	0.571428571
ENSG00000274002	XLOC_001193_ops	0.568281938	0.642857143
ENSG00000274002	XLOC_001194_ops	0.450909091	0.654761905
ENSG00000274002	XLOC_001196_ops	0.457657658	0.666666667
ENSG00000274002	XLOC_001198_ops	0.550515464	0.714285714
ENSG00000274002	XLOC_001199_ops	0.561403509	0.714285714
ENSG00000274002	XLOC_001200_ops	0.572533849	0.738095238
ENSG00000274002	XLOC_001201_ops	0.610337972	0.761904762
ENSG00000274002	XLOC_001202_ops	0.61023622	0.761904762
ENSG00000274002	XLOC_001203_ops	0.524229075	0.702380952
ENSG00000274002	XLOC_001207_ops	0.387665198	0.535714286
ENSG00000274002	XLOC_001208_ops	0.372246696	0.511904762
ENSG00000274002	XLOC_001209_ops	0.365638767	0.488095238
ENSG00000274002	XLOC_001210_ops	0.302681992	0.392857143
ENSG00000274002	XLOC_001211_ops	0.300766284	0.392857143
ENSG00000274015	XLOC_001772_ops	0.615384615	0.5
ENSG00000274015	XLOC_001773_ops	0.622377622	0.5
ENSG00000274015	XLOC_001774_ops	0.675990676	0.785714286
ENSG00000274015	XLOC_001775_ops	0.386956522	0.666666667
ENSG00000274020	XLOC_013271_ops	0.310909091	0.133333333
ENSG00000274020	XLOC_013272_ops	0.308176101	0.230769231
ENSG00000274020	XLOC_013276_ops	0.270718232	0.162162162
ENSG00000274020	XLOC_013278_ops	0.548780488	0.675675676
ENSG00000274020	XLOC_013279_ops	0.504878049	0.666666667
ENSG00000274021	XLOC_041342_ops	0.291005291	0.222222222
ENSG00000274021	XLOC_041377_ops	0.363636364	0.19047619
ENSG00000274023	XLOC_012927_ops	0.445945946	0.533333333
ENSG00000274023	XLOC_012931_ops	0.668918919	0.8
ENSG00000274023	XLOC_012932_ops	0.572072072	0.866666667
ENSG00000274023	XLOC_012933_ops	0.52027027	0.733333333
ENSG00000274023	XLOC_012934_ops	0.466216216	0.666666667
ENSG00000274029	XLOC_020558_ops	0.36	0.380952381
ENSG00000274029	XLOC_020560_ops	0.307855626	0.333333333
ENSG00000274029	XLOC_020565_ops	0.460405157	0.558139535
ENSG00000274031	XLOC_002936_ops	0.27962963	0.375
ENSG00000274031	XLOC_007803_ops	0.26129666	0.242424242
ENSG00000274031	XLOC_007810_ops	0.507407407	0.275
ENSG00000274031	XLOC_007813_ops	0.585185185	0.325
ENSG00000274031	XLOC_007816_ops	0.52037037	0.375
ENSG00000274031	XLOC_007817_ops	0.511111111	0.375
ENSG00000274038	XLOC_036797_ops	0.420454545	0.461538462
ENSG00000274038	XLOC_036800_ops	0.472584856	0.5
ENSG00000274038	XLOC_036802_ops	0.483028721	0.615384615
ENSG00000274038	XLOC_036803_ops	0.483028721	0.461538462
ENSG00000274038	XLOC_036805_ops	0.46997389	0.346153846
ENSG00000274038	XLOC_036806_ops	0.438642298	0.307692308
ENSG00000274044	XLOC_041762_ops	0.165484634	0.208333333
ENSG00000274044	XLOC_043931_ops	0.156028369	0.375
ENSG00000274044	XLOC_043932_ops	0.160756501	0.416666667
ENSG00000274044	XLOC_043933_ops	0.241134752	0.375
ENSG00000274080	XLOC_017607_ops	0.411111111	0.538461538
ENSG00000274080	XLOC_017608_ops	0.426666667	0.557692308
ENSG00000274080	XLOC_017609_ops	0.375555556	0.461538462
ENSG00000274080	XLOC_017610_ops	0.395555556	0.461538462
ENSG00000274080	XLOC_017611_ops	0.278177458	0.392857143
ENSG00000274080	XLOC_017615_ops	0.448888889	0.442307692
ENSG00000274080	XLOC_017616_ops	0.428888889	0.423076923
ENSG00000274080	XLOC_017618_ops	0.377934272	0.586206897
ENSG00000274080	XLOC_017619_ops	0.398081535	0.607142857
ENSG00000274080	XLOC_017620_ops	0.393285372	0.5
ENSG00000274080	XLOC_017625_ops	0.396674584	0.5
ENSG00000274092	XLOC_035272_ops	0.597014925	0.7
ENSG00000274092	XLOC_035276_ops	0.537313433	0.5
ENSG00000274093	XLOC_004394_ops	0.110619469	0.233333333
ENSG00000274093	XLOC_004489_ops	0.424778761	0.433333333
ENSG00000274093	XLOC_004492_ops	0.459745763	0.472222222
ENSG00000274093	XLOC_004493_ops	0.463983051	0.472222222
ENSG00000274093	XLOC_004494_ops	0.474576271	0.5
ENSG00000274093	XLOC_004496_ops	0.474576271	0.472222222
ENSG00000274093	XLOC_004498_ops	0.389380531	0.433333333
ENSG00000274093	XLOC_009378_ops	0.10619469	0.2
ENSG00000274104	XLOC_026988_ops	0.221948212	0.495049505
ENSG00000274104	XLOC_026989_ops	0.239949749	0.5
ENSG00000274104	XLOC_026990_ops	0.23625	0.504950495
ENSG00000274104	XLOC_026993_ops	0.198757764	0.436170213
ENSG00000274104	XLOC_026994_ops	0.191969887	0.402061856
ENSG00000274104	XLOC_026995_ops	0.17804878	0.375
ENSG00000274104	XLOC_027000_ops	0.160609613	0.35483871
ENSG00000274104	XLOC_027001_ops	0.156470588	0.347826087
ENSG00000274104	XLOC_030067_ops	0.152141802	0.301204819
ENSG00000274128	XLOC_000785_ops	0.480392157	0.55
ENSG00000274128	XLOC_005687_ops	0.199152542	0.25
ENSG00000274128	XLOC_005688_ops	0.211864407	0.25
ENSG00000274128	XLOC_005689_ops	0.230932203	0.3
ENSG00000274128	XLOC_005690_ops	0.269129288	0.481481481
ENSG00000274128	XLOC_005691_ops	0.184100418	0.590909091
ENSG00000274128	XLOC_005692_ops	0.188284519	0.565217391
ENSG00000274128	XLOC_005694_ops	0.280660377	0.666666667
ENSG00000274128	XLOC_005695_ops	0.323113208	0.75
ENSG00000274128	XLOC_005696_ops	0.261792453	0.368421053
ENSG00000274128	XLOC_005697_ops	0.280660377	0.421052632
ENSG00000274128	XLOC_005700_ops	0.328981723	0.333333333
ENSG00000274128	XLOC_005701_ops	0.375979112	0.37037037
ENSG00000274128	XLOC_005705_ops	0.318396226	0.210526316
ENSG00000274139	XLOC_005838_ops	0.323232323	0.6
ENSG00000274139	XLOC_005839_ops	0.339393939	0.666666667
ENSG00000274139	XLOC_005840_ops	0.349494949	0.733333333
ENSG00000274139	XLOC_005841_ops	0.343434343	0.733333333
ENSG00000274139	XLOC_005843_ops	0.479365079	0.4375
ENSG00000274139	XLOC_005844_ops	0.355555556	0.4375
ENSG00000274139	XLOC_005846_ops	0.333333333	0.375
ENSG00000274156	XLOC_041157_ops	0.072961373	0.12244898
ENSG00000274156	XLOC_041158_ops	0.076023392	0.12
ENSG00000274156	XLOC_041159_ops	0.081871345	0.12
ENSG00000274156	XLOC_043289_ops	0.100858369	0.142857143
ENSG00000274159	XLOC_003474_ops	0.360795455	0.583333333
ENSG00000274159	XLOC_003475_ops	0.394886364	0.692307692
ENSG00000274159	XLOC_003476_ops	0.59375	0.692307692
ENSG00000274159	XLOC_003477_ops	0.605113636	0.615384615
ENSG00000274159	XLOC_003478_ops	0.630681818	0.583333333
ENSG00000274173	XLOC_003894_ops	0.095238095	0.142857143
ENSG00000274173	XLOC_003896_ops	0.103550296	0.142857143
ENSG00000274173	XLOC_003901_ops	0.220238095	0.19047619
ENSG00000274173	XLOC_003905_ops	0.333333333	0.19047619
ENSG00000274173	XLOC_008867_ops	0.171296296	0.275862069
ENSG00000274173	XLOC_008869_ops	0.226851852	0.344827586
ENSG00000274173	XLOC_008873_ops	0.064814815	0.137931034
ENSG00000274177	XLOC_023755_ops	0.112211221	0.263888889
ENSG00000274177	XLOC_023756_ops	0.110561056	0.25
ENSG00000274177	XLOC_023758_ops	0.108910891	0.25
ENSG00000274191	XLOC_020571_ops	0.436944938	0.530612245
ENSG00000274191	XLOC_020574_ops	0.501006036	0.568181818
ENSG00000274191	XLOC_020575_ops	0.517102616	0.568181818
ENSG00000274191	XLOC_020576_ops	0.656862745	0.704545455
ENSG00000274191	XLOC_020578_ops	0.693227092	0.659090909
ENSG00000274191	XLOC_020579_ops	0.606284658	0.613636364
ENSG00000274191	XLOC_020580_ops	0.557971014	0.636363636
ENSG00000274191	XLOC_020582_ops	0.594009983	0.604166667
ENSG00000274191	XLOC_020583_ops	0.400651466	0.404255319
ENSG00000274191	XLOC_024004_ops	0.513321492	0.632653061
ENSG00000274198	XLOC_015011_ops	0.348336595	0.297297297
ENSG00000274198	XLOC_015013_ops	0.377690802	0.297297297
ENSG00000274198	XLOC_015014_ops	0.422700587	0.351351351
ENSG00000274198	XLOC_015016_ops	0.4481409	0.459459459
ENSG00000274198	XLOC_015018_ops	0.570552147	0.588235294
ENSG00000274198	XLOC_015019_ops	0.54601227	0.588235294
ENSG00000274198	XLOC_015020_ops	0.45194274	0.558823529
ENSG00000274198	XLOC_015021_ops	0.45603272	0.588235294
ENSG00000274198	XLOC_015022_ops	0.435582822	0.558823529
ENSG00000274204	XLOC_038560_ops	0.724537037	0.25
ENSG00000274213	XLOC_015039_ops	0.642398287	0.615384615
ENSG00000274213	XLOC_015042_ops	0.655246253	0.666666667
ENSG00000274213	XLOC_015043_ops	0.687366167	0.583333333
ENSG00000274215	XLOC_000871_ops	0.67654321	0.714285714
ENSG00000274215	XLOC_000872_ops	0.5	0.6
ENSG00000274225	XLOC_013799_ops	0.125	0.166666667
ENSG00000274225	XLOC_013800_ops	0.125335721	0.166666667
ENSG00000274225	XLOC_013801_ops	0.127853881	0.166666667
ENSG00000274225	XLOC_013803_ops	0.128913444	0.166666667
ENSG00000274227	XLOC_020525_ops	0.076033058	0.115384615
ENSG00000274227	XLOC_020526_ops	0.150413223	0.173076923
ENSG00000274227	XLOC_020527_ops	0.132231405	0.153846154
ENSG00000274227	XLOC_020528_ops	0.133884298	0.153846154
ENSG00000274227	XLOC_020529_ops	0.133884298	0.153846154
ENSG00000274227	XLOC_020539_ops	0.2090301	0.134615385
ENSG00000274227	XLOC_020541_ops	0.184254606	0.163265306
ENSG00000274227	XLOC_020672_ops	0.307438017	0.269230769
ENSG00000274227	XLOC_020673_ops	0.307438017	0.269230769
ENSG00000274227	XLOC_020675_ops	0.300826446	0.25
ENSG00000274227	XLOC_020677_ops	0.284297521	0.211538462
ENSG00000274245	XLOC_010747_ops	0.531951641	0.692307692
ENSG00000274245	XLOC_010750_ops	0.611398964	0.692307692
ENSG00000274245	XLOC_010751_ops	0.620034542	0.692307692
ENSG00000274245	XLOC_010753_ops	0.649395509	0.653846154
ENSG00000274245	XLOC_010754_ops	0.554404145	0.576923077
ENSG00000274245	XLOC_010755_ops	0.519861831	0.538461538
ENSG00000274251	XLOC_043099_ops	0.155391121	0.5
ENSG00000274251	XLOC_043101_ops	0.157416751	0.532258065
ENSG00000274251	XLOC_043103_ops	0.157200811	0.532258065
ENSG00000274251	XLOC_043104_ops	0.159090909	0.532258065
ENSG00000274251	XLOC_043107_ops	0.11509434	0.483870968
ENSG00000274251	XLOC_043108_ops	0.07748538	0.38028169
ENSG00000274251	XLOC_043115_ops	0.0944	0.420289855
ENSG00000274253	XLOC_039793_ops	0.504273504	0.416666667
ENSG00000274253	XLOC_039794_ops	0.512820513	0.416666667
ENSG00000274253	XLOC_039796_ops	0.572649573	0.545454545
ENSG00000274259	XLOC_015983_ops	0.192419825	0.576923077
ENSG00000274259	XLOC_015984_ops	0.196165192	0.596153846
ENSG00000274259	XLOC_015985_ops	0.199706314	0.596153846
ENSG00000274259	XLOC_015988_ops	0.250980392	0.538461538
ENSG00000274259	XLOC_015989_ops	0.233796296	0.461538462
ENSG00000274259	XLOC_015990_ops	0.222222222	0.384615385
ENSG00000274261	XLOC_003345_ops	0.221079692	0.222222222
ENSG00000274261	XLOC_003354_ops	0.181425486	0.233333333
ENSG00000274261	XLOC_003356_ops	0.153347732	0.212121212
ENSG00000274261	XLOC_008252_ops	0.763546798	0.75
ENSG00000274269	XLOC_002644_ops	0.314516129	0.416666667
ENSG00000274269	XLOC_002645_ops	0.330645161	0.444444444
ENSG00000274269	XLOC_002646_ops	0.365591398	0.444444444
ENSG00000274269	XLOC_002647_ops	0.400537634	0.472222222
ENSG00000274269	XLOC_002649_ops	0.491935484	0.5
ENSG00000274269	XLOC_002651_ops	0.389784946	0.416666667
ENSG00000274269	XLOC_002652_ops	0.349462366	0.388888889
ENSG00000274269	XLOC_002653_ops	0.349462366	0.361111111
ENSG00000274269	XLOC_002655_ops	0.224489796	0.268292683
ENSG00000274269	XLOC_002656_ops	0.120104439	0.130434783
ENSG00000274270	XLOC_029486_ops	0.512755102	0.555555556
ENSG00000274270	XLOC_029487_ops	0.49744898	0.555555556
ENSG00000274270	XLOC_029490_ops	0.568877551	0.611111111
ENSG00000274272	XLOC_011906_ops	0.192477876	0.307692308
ENSG00000274272	XLOC_011907_ops	0.230414747	0.369230769
ENSG00000274272	XLOC_011908_ops	0.24691358	0.462686567
ENSG00000274272	XLOC_011909_ops	0.280851064	0.507462687
ENSG00000274272	XLOC_011910_ops	0.3	0.552238806
ENSG00000274272	XLOC_011912_ops	0.296218487	0.567164179
ENSG00000274272	XLOC_011913_ops	0.283298097	0.552238806
ENSG00000274272	XLOC_011914_ops	0.28042328	0.527777778
ENSG00000274272	XLOC_011915_ops	0.275132275	0.541666667
ENSG00000274272	XLOC_011917_ops	0.261022928	0.527777778
ENSG00000274272	XLOC_011918_ops	0.192239859	0.402777778
ENSG00000274272	XLOC_011919_ops	0.239858907	0.5
ENSG00000274272	XLOC_011921_ops	0.181657848	0.388888889
ENSG00000274272	XLOC_011922_ops	0.245436105	0.450704225
ENSG00000274272	XLOC_011923_ops	0.22515213	0.394366197
ENSG00000274272	XLOC_011926_ops	0.180527383	0.323943662
ENSG00000274272	XLOC_013689_ops	0.095794393	0.046153846
ENSG00000274272	XLOC_013690_ops	0.151869159	0.046153846
ENSG00000274272	XLOC_015805_ops	0.208924949	0.366197183
ENSG00000274275	XLOC_022139_ops	0.384453782	0.388888889
ENSG00000274275	XLOC_022142_ops	0.504201681	0.555555556
ENSG00000274275	XLOC_022144_ops	0.50210084	0.555555556
ENSG00000274275	XLOC_022145_ops	0.474789916	0.611111111
ENSG00000274275	XLOC_022148_ops	0.460084034	0.666666667
ENSG00000274281	XLOC_006230_ops	0.457971014	0.5
ENSG00000274281	XLOC_006236_ops	0.465	0.625
ENSG00000274281	XLOC_006240_ops	0.353092784	0.444444444
ENSG00000274292	XLOC_020560_ops	0.502803738	0.673913043
ENSG00000274292	XLOC_020565_ops	0.5562249	0.648648649
ENSG00000274292	XLOC_020566_ops	0.619148936	0.675675676
ENSG00000274292	XLOC_020569_ops	0.527196653	0.648648649
ENSG00000274292	XLOC_020571_ops	0.455882353	0.530612245
ENSG00000274294	XLOC_000910_ops	0.505434783	0.461538462
ENSG00000274294	XLOC_000911_ops	0.505434783	0.461538462
ENSG00000274294	XLOC_000913_ops	0.6625	0.7
ENSG00000274294	XLOC_000915_ops	0.6525	0.8
ENSG00000274294	XLOC_000916_ops	0.56	0.8
ENSG00000274297	XLOC_005976_ops	0.267734554	0.625
ENSG00000274297	XLOC_005984_ops	0.471395881	0.375
ENSG00000274297	XLOC_005986_ops	0.363408521	0.25
