human gene	chicken gene	human transcript	chicken transcript	motif-pattern similarity score	gap penalty score
ENSG00000124835	XLOC_026589_chc	ENST00000244820	TCONS_00116331_chc	4.909	62.143
ENSG00000267568	XLOC_034905_chc	ENST00000563583	TCONS_00171577_chc	4.302	40.635
ENSG00000261183	XLOC_021980_chc	ENST00000564302	TCONS_00091976_chc	3.581	12.234
ENSG00000280384	XLOC_001459_chc	ENST00000624818	TCONS_00024284_chc	6.383	62.593
ENSG00000267493	XLOC_039207_chc	ENST00000585832	TCONS_00197266_chc	5.049	55.139
ENSG00000230483	XLOC_023470_chc	ENST00000433035	TCONS_00097342_chc	3.898	24.617
ENSG00000271384	XLOC_041755_chc	ENST00000603533	TCONS_00205244_chc	4.272	35.857
ENSG00000261623	XLOC_030793_chc	ENST00000561523	TCONS_00143063_chc	11.075	39.451
ENSG00000179818	XLOC_037111_chc	ENST00000439670	TCONS_00184682_chc	8.283	26.334
ENSG00000259611	XLOC_030124_chc	ENST00000561215	TCONS_00138881_chc	5.193	17.024
ENSG00000237149	XLOC_025429_chc	ENST00000491557	TCONS_00108907_chc	4.95	73.562
ENSG00000260394	XLOC_033364_chc	ENST00000571933	TCONS_00157928_chc	5.361	21.364
ENSG00000249628	XLOC_001250_chc	ENST00000515614	TCONS_00004100_chc	6.062	34.668
ENSG00000231691	XLOC_038314_chc	ENST00000437919	TCONS_00191948_chc	3.527	32.762
ENSG00000260778	XLOC_032845_chc	ENST00000562838	TCONS_00155158_chc	6.154	108.373
ENSG00000236434	XLOC_028247_chc	ENST00000422306	TCONS_00125722_chc	8.81	35.382
ENSG00000277675	XLOC_035439_chc	ENST00000616609	TCONS_00172913_chc	3.98	48.28
ENSG00000228153	XLOC_038533_chc	ENST00000435021	TCONS_00192989_chc	3.968	60.791
ENSG00000279202	XLOC_033210_chc	ENST00000624179	TCONS_00157205_chc	8.214	81.929
ENSG00000181800	XLOC_004281_chc	ENST00000379256	TCONS_00012387_chc	4.001	13.472
ENSG00000272668	XLOC_038230_chc	ENST00000608430	TCONS_00191676_chc	4.742	189.319
ENSG00000266970	XLOC_034900_chc	ENST00000592569	TCONS_00169051_chc	6.577	58.679
ENSG00000257671	XLOC_042491_chc	ENST00000546686	TCONS_00211125_chc	6.254	46.274
ENSG00000186594	XLOC_035526_chc	ENST00000570416	TCONS_00173335_chc	6.24	22.491
ENSG00000262772	XLOC_035013_chc	ENST00000576963	TCONS_00169570_chc	6.105	26.851
ENSG00000259213	XLOC_029436_chc	ENST00000559749	TCONS_00135716_chc	4.922	45.895
ENSG00000234474	XLOC_025069_chc	ENST00000419373	TCONS_00107484_chc	3.781	4.655
ENSG00000243389	XLOC_014182_chc	ENST00000414784	TCONS_00055619_chc	3.957	53.961
ENSG00000234945	XLOC_018352_chc	ENST00000626256	TCONS_00067914_chc	4.93	1.658
ENSG00000271430	XLOC_020526_chc	ENST00000603037	TCONS_00081742_chc	7.804	55.574
ENSG00000231927	XLOC_033116_chc	ENST00000416100	TCONS_00156888_chc	7.629	97.046
ENSG00000272888	XLOC_029655_chc	ENST00000554894	TCONS_00136781_chc	9.563	51.097
ENSG00000280057	XLOC_017178_chc	ENST00000623222	TCONS_00064914_chc	6.863	56.761
ENSG00000267747	XLOC_039065_chc	ENST00000588996	TCONS_00196072_chc	3.117	96.167
ENSG00000249429	XLOC_032635_chc	ENST00000340585	TCONS_00153059_chc	7.887	53.628
ENSG00000262294	XLOC_035787_chc	ENST00000572499	TCONS_00175114_chc	4.713	35.844
ENSG00000273382	XLOC_027814_chc	ENST00000608574	TCONS_00123707_chc	6.318	43.211
ENSG00000236830	XLOC_006386_chc	ENST00000625079	TCONS_00028852_chc	4.742	22.422
ENSG00000234741	XLOC_027917_chc	ENST00000455838	TCONS_00124366_chc	4.691	18.514
ENSG00000264451	XLOC_039020_chc	ENST00000579972	TCONS_00196914_chc	9.338	39.517
ENSG00000254290	XLOC_037214_chc	ENST00000522471	TCONS_00185160_chc	5.801	72.962
ENSG00000248516	XLOC_019943_chc	ENST00000509015	TCONS_00079554_chc	5.162	50.013
ENSG00000260648	XLOC_021987_chc	ENST00000568093	TCONS_00091998_chc	6.75	55.643
ENSG00000279369	XLOC_038757_chc	ENST00000623228	TCONS_00194683_chc	10.343	45.255
ENSG00000228008	XLOC_031475_chc	ENST00000424174	TCONS_00146973_chc	7.937	160.484
ENSG00000229854	XLOC_034753_chc	ENST00000434375	TCONS_00168462_chc	4.805	36.748
ENSG00000280007	XLOC_001271_chc	ENST00000623543	TCONS_00004181_chc	5.15	63.818
ENSG00000153363	XLOC_016771_chc	ENST00000423222	TCONS_00070826_chc	3.955	5.598
ENSG00000223797	XLOC_011305_chc	ENST00000425156	TCONS_00040930_chc	6.977	6.608
ENSG00000235979	XLOC_035806_chc	ENST00000609249	TCONS_00175152_chc	7.57	34.523
ENSG00000276101	XLOC_035017_chc	ENST00000611259	TCONS_00169586_chc	15.291	41.967
ENSG00000267278	XLOC_038757_chc	ENST00000585780	TCONS_00194685_chc	11.773	31.051
ENSG00000248079	XLOC_023813_chc	ENST00000501169	TCONS_00099072_chc	5.57	106.062
ENSG00000260072	XLOC_032844_chc	ENST00000566929	TCONS_00155156_chc	5.995	58.235
ENSG00000261229	XLOC_029620_chc	ENST00000567415	TCONS_00139676_chc	4.883	53.286
ENSG00000247982	XLOC_029979_chc	ENST00000620766	TCONS_00138220_chc	6.303	14.119
ENSG00000261534	XLOC_034768_chc	ENST00000567068	TCONS_00167618_chc	5.207	44.107
ENSG00000247624	XLOC_019912_chc	ENST00000501916	TCONS_00079504_chc	3.747	39.686
ENSG00000239552	XLOC_039012_chc	ENST00000464382	TCONS_00195914_chc	15.744	28.318
ENSG00000245148	XLOC_004073_chc	ENST00000500163	TCONS_00011859_chc	6.258	74.887
ENSG00000244953	XLOC_023612_chc	ENST00000501541	TCONS_00098049_chc	4.022	77.062
ENSG00000280383	XLOC_001455_chc	ENST00000623075	TCONS_00024272_chc	7.436	35.078
ENSG00000231024	XLOC_037131_chc	ENST00000415342	TCONS_00184829_chc	6.224	58.31
ENSG00000254614	XLOC_044778_chc	ENST00000526623	TCONS_00217215_chc	9.586	22.327
ENSG00000277969	XLOC_038807_chc	ENST00000612330	TCONS_00194923_chc	7.41	47.241
ENSG00000264304	XLOC_035526_chc	ENST00000579673	TCONS_00173337_chc	3.667	31.097
ENSG00000244215	XLOC_031255_chc	ENST00000488425	TCONS_00146166_chc	6.133	42.767
ENSG00000178193	XLOC_028384_chc	ENST00000433521	TCONS_00126501_chc	8.02	30.21
ENSG00000253552	XLOC_008994_chc	ENST00000517550	TCONS_00034954_chc	5.299	54.834
ENSG00000259666	XLOC_029431_chc	ENST00000558691	TCONS_00135702_chc	3.894	56.291
ENSG00000253811	XLOC_032465_chc	ENST00000522582	TCONS_00152391_chc	4.735	34.937
ENSG00000261803	XLOC_030348_chc	ENST00000566649	TCONS_00141277_chc	7.221	34.262
ENSG00000256440	XLOC_005531_chc	ENST00000545704	TCONS_00028063_chc	3	9.22
ENSG00000271983	XLOC_029620_chc	ENST00000607458	TCONS_00139676_chc	7.632	9.783
ENSG00000255092	XLOC_023619_chc	ENST00000532524	TCONS_00098064_chc	5.914	11.567
ENSG00000248242	XLOC_019256_chc	ENST00000515127	TCONS_00077107_chc	5.775	18.9
ENSG00000231742	XLOC_036613_chc	ENST00000411453	TCONS_00179989_chc	3.733	11.676
ENSG00000263167	XLOC_035032_chc	ENST00000570413	TCONS_00169664_chc	6.05	29.778
ENSG00000225680	XLOC_024442_chc	ENST00000436530	TCONS_00101216_chc	4.826	52.019
ENSG00000261338	XLOC_026921_chc	ENST00000562328	TCONS_00117573_chc	9.337	33.581
ENSG00000249007	XLOC_038487_chc	ENST00000504773	TCONS_00192792_chc	4.62	75.397
ENSG00000261669	XLOC_032826_chc	ENST00000568895	TCONS_00155014_chc	9.619	19.254
ENSG00000247317	XLOC_014061_chc	ENST00000522060	TCONS_00048017_chc	5.828	56.477
ENSG00000248441	XLOC_030116_chc	ENST00000556899	TCONS_00138820_chc	9.297	11.818
ENSG00000272593	XLOC_034650_chc	ENST00000609303	TCONS_00166972_chc	4.223	44.607
ENSG00000262833	XLOC_035295_chc	ENST00000570335	TCONS_00170946_chc	4.727	36.527
ENSG00000255438	XLOC_036030_chc	ENST00000526566	TCONS_00177485_chc	4.767	79.497
ENSG00000266925	XLOC_033169_chc	ENST00000587907	TCONS_00157091_chc	4.494	17.866
ENSG00000204283	XLOC_035298_chc	ENST00000374983	TCONS_00170959_chc	9.392	40.025
ENSG00000250150	XLOC_020765_chc	ENST00000509096	TCONS_00082524_chc	3.487	72.032
ENSG00000227542	XLOC_026652_chc	ENST00000419640	TCONS_00116527_chc	4.398	22.891
ENSG00000254081	XLOC_013434_chc	ENST00000520902	TCONS_00046503_chc	4.509	9.247
ENSG00000277545	XLOC_007018_chc	ENST00000615844	TCONS_00020336_chc	5.184	36.797
ENSG00000221817	XLOC_025440_chc	ENST00000422977	TCONS_00108921_chc	4.556	45.022
ENSG00000259941	XLOC_029523_chc	ENST00000564401	TCONS_00136075_chc	4.483	57.016
ENSG00000280092	XLOC_030632_chc	ENST00000623314	TCONS_00142245_chc	4.069	20.748
ENSG00000180712	XLOC_019272_chc	ENST00000317596	TCONS_00077242_chc	3.451	70.725
ENSG00000260360	XLOC_027320_chc	ENST00000567904	TCONS_00121489_chc	7.542	26.657
ENSG00000243321	XLOC_028883_chc	ENST00000464673	TCONS_00130962_chc	3.912	37.316
ENSG00000234608	XLOC_033597_chc	ENST00000442119	TCONS_00160410_chc	6.2	53.694
ENSG00000242588	XLOC_000032_chc	ENST00000605862	TCONS_00000536_chc	5.112	75.258
ENSG00000232413	XLOC_034479_chc	ENST00000441473	TCONS_00166130_chc	4.213	48.772
ENSG00000266980	XLOC_035034_chc	ENST00000586808	TCONS_00169674_chc	8.604	45.266
ENSG00000250748	XLOC_004767_chc	ENST00000546198	TCONS_00013599_chc	3.718	60.272
ENSG00000163597	XLOC_035166_chc	ENST00000587743	TCONS_00170389_chc	10.097	27.426
ENSG00000255856	XLOC_033853_chc	ENST00000616576	TCONS_00161633_chc	3	2.236
ENSG00000230613	XLOC_036514_chc	ENST00000412178	TCONS_00181001_chc	3.897	10.308
ENSG00000227811	XLOC_038612_chc	ENST00000524935	TCONS_00193506_chc	4.049	46.605
ENSG00000280063	XLOC_033364_chc	ENST00000624337	TCONS_00157930_chc	6.91	44.151
ENSG00000272662	XLOC_001687_chc	ENST00000609598	TCONS_00024523_chc	3.772	78.698
ENSG00000205930	XLOC_002218_chc	ENST00000382375	TCONS_00007409_chc	9.476	56.895
ENSG00000223831	XLOC_034001_chc	ENST00000432130	TCONS_00162610_chc	5.286	20.659
ENSG00000264701	XLOC_038825_chc	ENST00000578239	TCONS_00195001_chc	6.762	64.753
ENSG00000267092	XLOC_039424_chc	ENST00000590252	TCONS_00198215_chc	6.052	25.968
ENSG00000272874	XLOC_036135_chc	ENST00000608495	TCONS_00177927_chc	4.258	53.919
ENSG00000259495	XLOC_029620_chc	ENST00000559008	TCONS_00139676_chc	7.016	40.541
ENSG00000280392	XLOC_030756_chc	ENST00000624987	TCONS_00142924_chc	5.299	57.458
ENSG00000231889	XLOC_017616_chc	ENST00000440001	TCONS_00066082_chc	7.17	19.034
ENSG00000255458	XLOC_021536_chc	ENST00000526807	TCONS_00085362_chc	4.445	22.37
ENSG00000238198	XLOC_038385_chc	ENST00000421157	TCONS_00192290_chc	9.753	49.416
ENSG00000226180	XLOC_030995_chc	ENST00000538868	TCONS_00143852_chc	9.453	35.924
ENSG00000184608	XLOC_016228_chc	ENST00000533578	TCONS_00070308_chc	3.99	18.228
ENSG00000205054	XLOC_016828_chc	ENST00000454673	TCONS_00073898_chc	6.396	47.515
ENSG00000268388	XLOC_030969_chc	ENST00000595886	TCONS_00143769_chc	5.185	28.893
ENSG00000234921	XLOC_034766_chc	ENST00000429482	TCONS_00167616_chc	3.519	62.583
ENSG00000259604	XLOC_030131_chc	ENST00000558475	TCONS_00138951_chc	4.635	45.924
ENSG00000204054	XLOC_034375_chc	ENST00000419300	TCONS_00165450_chc	12.168	38.656
ENSG00000245869	XLOC_037983_chc	ENST00000498872	TCONS_00189777_chc	7.8	28.623
ENSG00000279655	XLOC_008994_chc	ENST00000624160	TCONS_00034955_chc	6.972	43.48
ENSG00000269939	XLOC_008088_chc	ENST00000602322	TCONS_00022451_chc	6.509	82.263
ENSG00000223704	XLOC_033596_chc	ENST00000434868	TCONS_00163953_chc	5.715	50.033
ENSG00000236830	XLOC_002213_chc	ENST00000432988	TCONS_00007357_chc	4.985	16.025
ENSG00000279328	XLOC_031695_chc	ENST00000624121	TCONS_00147914_chc	4.628	193.526
ENSG00000204054	XLOC_034678_chc	ENST00000412141	TCONS_00167166_chc	4.18	71.725
ENSG00000279742	XLOC_003988_chc	ENST00000623909	TCONS_00011546_chc	5.874	48.095
ENSG00000280323	XLOC_026948_chc	ENST00000623864	TCONS_00117680_chc	6.557	17.126
ENSG00000261250	XLOC_027318_chc	ENST00000569644	TCONS_00121477_chc	5.885	24.977
ENSG00000267213	XLOC_030848_chc	ENST00000592680	TCONS_00143336_chc	7.258	71.752
ENSG00000262662	XLOC_035015_chc	ENST00000571591	TCONS_00169573_chc	3.573	51.235
ENSG00000234912	XLOC_035146_chc	ENST00000566583	TCONS_00170272_chc	7.504	46.418
ENSG00000280233	XLOC_035845_chc	ENST00000623294	TCONS_00175359_chc	5.107	39.395
ENSG00000237737	XLOC_037111_chc	ENST00000437991	TCONS_00184682_chc	4.122	17.593
ENSG00000232416	XLOC_028503_chc	ENST00000418282	TCONS_00129316_chc	5.107	35.782
ENSG00000269220	XLOC_001284_chc	ENST00000600723	TCONS_00004264_chc	9.106	77.069
ENSG00000262313	XLOC_035308_chc	ENST00000576032	TCONS_00172327_chc	5.737	56.36
ENSG00000271937	XLOC_009135_chc	ENST00000607510	TCONS_00035346_chc	4.342	30.773
ENSG00000214145	XLOC_029126_chc	ENST00000414120	TCONS_00132080_chc	7.681	42.069
ENSG00000261093	XLOC_033230_chc	ENST00000562166	TCONS_00157315_chc	5.46	16.32
ENSG00000232084	XLOC_002758_chc	ENST00000452354	TCONS_00008887_chc	5.174	83.844
ENSG00000245888	XLOC_032850_chc	ENST00000499939	TCONS_00155235_chc	4.517	55.418
ENSG00000225484	XLOC_024678_chc	ENST00000610681	TCONS_00105935_chc	5.749	33.094
ENSG00000261801	XLOC_029898_chc	ENST00000565689	TCONS_00137781_chc	4.152	28.311
ENSG00000232415	XLOC_035648_chc	ENST00000435932	TCONS_00174477_chc	4.005	23.633
ENSG00000214955	XLOC_002225_chc	ENST00000427022	TCONS_00007455_chc	4.939	25.044
ENSG00000230091	XLOC_024667_chc	ENST00000412298	TCONS_00110901_chc	4.36	130.081
ENSG00000228956	XLOC_009039_chc	ENST00000593741	TCONS_00048963_chc	4.743	35.274
ENSG00000272888	XLOC_029652_chc	ENST00000553829	TCONS_00136761_chc	11.295	48.811
ENSG00000281649	XLOC_042435_chc	ENST00000629870	TCONS_00210021_chc	5.18	34.46
ENSG00000235423	XLOC_033531_chc	ENST00000544890	TCONS_00160049_chc	5.537	30.734
ENSG00000258337	XLOC_033738_chc	ENST00000549373	TCONS_00163415_chc	4.434	12.892
ENSG00000279841	XLOC_030515_chc	ENST00000624151	TCONS_00141891_chc	5.141	14.498
ENSG00000235024	XLOC_026215_chc	ENST00000429343	TCONS_00114730_chc	7.549	16.371
ENSG00000279762	XLOC_038965_chc	ENST00000623710	TCONS_00195645_chc	7.975	27.821
ENSG00000254428	XLOC_037792_chc	ENST00000531087	TCONS_00188794_chc	3.893	25.955
ENSG00000227301	XLOC_039712_chc	ENST00000449144	TCONS_00199742_chc	3.696	53.135
ENSG00000232465	XLOC_036215_chc	ENST00000416237	TCONS_00178299_chc	3.966	29.711
ENSG00000256694	XLOC_001290_chc	ENST00000540136	TCONS_00004273_chc	5.104	46.546
ENSG00000248866	XLOC_021466_chc	ENST00000503051	TCONS_00085113_chc	10.137	36.286
ENSG00000267052	XLOC_004399_chc	ENST00000591803	TCONS_00012717_chc	3.357	16.711
ENSG00000249815	XLOC_019580_chc	ENST00000511219	TCONS_00088053_chc	8.044	19.291
ENSG00000274080	XLOC_035442_chc	ENST00000619486	TCONS_00172916_chc	8.063	17.055
ENSG00000235852	XLOC_026652_chc	ENST00000413911	TCONS_00116526_chc	5.981	61.775
ENSG00000250714	XLOC_037176_chc	ENST00000511929	TCONS_00185000_chc	7.85	45.004
ENSG00000259708	XLOC_029916_chc	ENST00000559954	TCONS_00137905_chc	4.9	26.937
ENSG00000260239	XLOC_012522_chc	ENST00000563079	TCONS_00044281_chc	6.831	53.166
ENSG00000279110	XLOC_033893_chc	ENST00000623980	TCONS_00161958_chc	8.481	85.656
ENSG00000261324	XLOC_000961_chc	ENST00000562691	TCONS_00003004_chc	4.366	39.997
ENSG00000225718	XLOC_035424_chc	ENST00000426356	TCONS_00172866_chc	4.599	29.034
ENSG00000280038	XLOC_029593_chc	ENST00000623634	TCONS_00136529_chc	3.716	78.286
ENSG00000262185	XLOC_033346_chc	ENST00000576810	TCONS_00157830_chc	4.385	46.624
ENSG00000264125	XLOC_035530_chc	ENST00000581633	TCONS_00173407_chc	5.734	54.114
ENSG00000220256	XLOC_025919_chc	ENST00000407524	TCONS_00113279_chc	3.734	22.068
ENSG00000232093	XLOC_038229_chc	ENST00000452962	TCONS_00191675_chc	6.221	59.741
ENSG00000248954	XLOC_038996_chc	ENST00000515692	TCONS_00195821_chc	7.243	54.98
ENSG00000260148	XLOC_030277_chc	ENST00000565829	TCONS_00141021_chc	6.351	80.451
ENSG00000261211	XLOC_009623_chc	ENST00000563225	TCONS_00036783_chc	6.584	24.17
ENSG00000272654	XLOC_038047_chc	ENST00000608236	TCONS_00191557_chc	4.531	66.14
ENSG00000231652	XLOC_015676_chc	ENST00000428865	TCONS_00060722_chc	3.433	44.609
ENSG00000250156	XLOC_040646_chc	ENST00000506041	TCONS_00202129_chc	4.972	12.6
ENSG00000261654	XLOC_038432_chc	ENST00000562952	TCONS_00192438_chc	8.418	51.982
ENSG00000245468	XLOC_021698_chc	ENST00000499242	TCONS_00085899_chc	6.573	106.931
ENSG00000272473	XLOC_039464_chc	ENST00000606966	TCONS_00199062_chc	6.7	35.106
ENSG00000269901	XLOC_030569_chc	ENST00000602779	TCONS_00142049_chc	4.601	29.757
ENSG00000266717	XLOC_035241_chc	ENST00000577385	TCONS_00170700_chc	3.358	31.337
ENSG00000260231	XLOC_001174_chc	ENST00000566699	TCONS_00003807_chc	4.842	28.075
ENSG00000240990	XLOC_011882_chc	ENST00000522674	TCONS_00042518_chc	7.485	55.825
ENSG00000261798	XLOC_037434_chc	ENST00000566366	TCONS_00186411_chc	10.803	33.692
ENSG00000232386	XLOC_029724_chc	ENST00000558427	TCONS_00137041_chc	4	9.327
ENSG00000279726	XLOC_032267_chc	ENST00000624176	TCONS_00151639_chc	9.031	36.226
ENSG00000224397	XLOC_036035_chc	ENST00000445003	TCONS_00177509_chc	3.402	12.247
ENSG00000260387	XLOC_030970_chc	ENST00000566485	TCONS_00143782_chc	3.585	44.278
ENSG00000250670	XLOC_021013_chc	ENST00000508358	TCONS_00083453_chc	4.416	71.741
ENSG00000231666	XLOC_038068_chc	ENST00000635685	TCONS_00190747_chc	4.237	56.056
ENSG00000273018	XLOC_032780_chc	ENST00000425211	TCONS_00154871_chc	3.838	50.55
ENSG00000257771	XLOC_042516_chc	ENST00000549734	TCONS_00211182_chc	3.567	27.502
ENSG00000251615	XLOC_019984_chc	ENST00000505448	TCONS_00079614_chc	4.892	55.792
ENSG00000237781	XLOC_038173_chc	ENST00000442435	TCONS_00191185_chc	8.615	60.958
ENSG00000235989	XLOC_033999_chc	ENST00000441558	TCONS_00162570_chc	4.675	34.224
ENSG00000255108	XLOC_021996_chc	ENST00000528982	TCONS_00092033_chc	4.163	35.556
ENSG00000251602	XLOC_024276_chc	ENST00000551271	TCONS_00100567_chc	5.044	16.395
ENSG00000253200	XLOC_037073_chc	ENST00000521025	TCONS_00184516_chc	4.774	21.125
ENSG00000258520	XLOC_022484_chc	ENST00000556316	TCONS_00094141_chc	7.956	31.67
ENSG00000241388	XLOC_033998_chc	ENST00000535301	TCONS_00162561_chc	9.993	22.408
ENSG00000283341	XLOC_022364_chc	ENST00000636894	TCONS_00093517_chc	8.224	33.988
ENSG00000225075	XLOC_038401_chc	ENST00000421943	TCONS_00192360_chc	6.894	59.114
ENSG00000174403	XLOC_036425_chc	ENST00000475015	TCONS_00179280_chc	4.213	41.333
ENSG00000268895	XLOC_046837_chc	ENST00000595302	TCONS_00222708_chc	3.721	46.693
ENSG00000276791	XLOC_033361_chc	ENST00000621230	TCONS_00157916_chc	8.848	74.595
ENSG00000280248	XLOC_035034_chc	ENST00000622931	TCONS_00169674_chc	7.57	43.063
ENSG00000283001	XLOC_041987_chc	ENST00000635678	TCONS_00210816_chc	6.25	50.127
ENSG00000267568	XLOC_035302_chc	ENST00000564292	TCONS_00170968_chc	4.826	43
ENSG00000272892	XLOC_024642_chc	ENST00000610279	TCONS_00105709_chc	8.321	18.473
ENSG00000277332	XLOC_011197_chc	ENST00000612629	TCONS_00040584_chc	4.743	23.879
ENSG00000172965	XLOC_016384_chc	ENST00000409569	TCONS_00062212_chc	3.888	14.344
ENSG00000230676	XLOC_034660_chc	ENST00000436510	TCONS_00167050_chc	4.329	57.635
ENSG00000205500	XLOC_016128_chc	ENST00000380387	TCONS_00061591_chc	6.537	43.234
ENSG00000260448	XLOC_033215_chc	ENST00000563962	TCONS_00157255_chc	5.947	68.254
ENSG00000255135	XLOC_004104_chc	ENST00000530759	TCONS_00011922_chc	5.614	31.837
ENSG00000256879	XLOC_005477_chc	ENST00000535755	TCONS_00015785_chc	4.038	31.563
ENSG00000229912	XLOC_028708_chc	ENST00000445908	TCONS_00130215_chc	3.263	21.213
ENSG00000255857	XLOC_033976_chc	ENST00000542314	TCONS_00162452_chc	4.299	91.274
ENSG00000146521	XLOC_014910_chc	ENST00000366822	TCONS_00058337_chc	4.749	169.211
ENSG00000260681	XLOC_033279_chc	ENST00000568635	TCONS_00157516_chc	4.813	28.792
ENSG00000267834	XLOC_034648_chc	ENST00000594418	TCONS_00166944_chc	7.195	53.744
ENSG00000256948	XLOC_001284_chc	ENST00000540226	TCONS_00004265_chc	5.149	128.234
ENSG00000255428	XLOC_037968_chc	ENST00000528614	TCONS_00189667_chc	4.883	34.444
ENSG00000258099	XLOC_033572_chc	ENST00000547021	TCONS_00160291_chc	3.534	21.063
ENSG00000245322	XLOC_019626_chc	ENST00000507494	TCONS_00078476_chc	4.465	28.218
ENSG00000204650	XLOC_038742_chc	ENST00000591271	TCONS_00196830_chc	3.544	56.928
ENSG00000268403	XLOC_022121_chc	ENST00000596206	TCONS_00104767_chc	4.36	33.728
ENSG00000180861	XLOC_005067_chc	ENST00000531049	TCONS_00014488_chc	9.904	58.858
ENSG00000273308	XLOC_029180_chc	ENST00000608482	TCONS_00132263_chc	7.192	37.434
ENSG00000233420	XLOC_008738_chc	ENST00000444032	TCONS_00034174_chc	5.548	38.825
ENSG00000230698	XLOC_031105_chc	ENST00000435478	TCONS_00145521_chc	5.952	44.497
ENSG00000262313	XLOC_035015_chc	ENST00000576032	TCONS_00169573_chc	3.636	23.141
ENSG00000281344	XLOC_005259_chc	ENST00000626826	TCONS_00015196_chc	4.783	80.581
ENSG00000279693	XLOC_030671_chc	ENST00000624251	TCONS_00142552_chc	10.945	37.207
ENSG00000281406	XLOC_038535_chc	ENST00000626538	TCONS_00192994_chc	9.223	53.099
ENSG00000261055	XLOC_038312_chc	ENST00000565955	TCONS_00191924_chc	7.179	38.292
ENSG00000253927	XLOC_032162_chc	ENST00000523722	TCONS_00151183_chc	4.407	74.663
ENSG00000203601	XLOC_001759_chc	ENST00000366408	TCONS_00006154_chc	8.802	72.344
ENSG00000246331	XLOC_005361_chc	ENST00000500076	TCONS_00015502_chc	5.594	21.251
ENSG00000277504	XLOC_030995_chc	ENST00000620306	TCONS_00143850_chc	7.709	23.843
ENSG00000279440	XLOC_033594_chc	ENST00000623027	TCONS_00160397_chc	14.83	32.316
ENSG00000267141	XLOC_039156_chc	ENST00000586694	TCONS_00197058_chc	4.247	30.459
ENSG00000235628	XLOC_027922_chc	ENST00000455447	TCONS_00124413_chc	3.599	20.736
ENSG00000247982	XLOC_029978_chc	ENST00000613170	TCONS_00138205_chc	5.903	31.014
ENSG00000268364	XLOC_041644_chc	ENST00000594708	TCONS_00204902_chc	4.459	12.698
ENSG00000249084	XLOC_019298_chc	ENST00000506895	TCONS_00077327_chc	3.806	52.498
ENSG00000260274	XLOC_029413_chc	ENST00000563278	TCONS_00135580_chc	4.944	60.141
ENSG00000250635	XLOC_031891_chc	ENST00000514287	TCONS_00150157_chc	9.858	57.626
ENSG00000266979	XLOC_038753_chc	ENST00000589259	TCONS_00194678_chc	10.02	40.136
ENSG00000280650	XLOC_019882_chc	ENST00000627566	TCONS_00079333_chc	4.913	46.645
ENSG00000243197	XLOC_005875_chc	ENST00000609361	TCONS_00017135_chc	4.16	139.95
ENSG00000226913	XLOC_031484_chc	ENST00000421598	TCONS_00147015_chc	11.438	31.481
ENSG00000272870	XLOC_021078_chc	ENST00000608892	TCONS_00091729_chc	6.022	14.113
ENSG00000278071	XLOC_022949_chc	ENST00000618272	TCONS_00095587_chc	4.852	76.802
ENSG00000273137	XLOC_004512_chc	ENST00000608016	TCONS_00012941_chc	4.96	34.38
ENSG00000279057	XLOC_033381_chc	ENST00000624558	TCONS_00158015_chc	6.905	71.977
ENSG00000214708	XLOC_035214_chc	ENST00000398832	TCONS_00170565_chc	5.379	18.493
ENSG00000261068	XLOC_038419_chc	ENST00000562471	TCONS_00193901_chc	4.733	51.437
ENSG00000273289	XLOC_001459_chc	ENST00000608644	TCONS_00024284_chc	7.772	131.388
ENSG00000267432	XLOC_035303_chc	ENST00000588565	TCONS_00170998_chc	6.505	70.208
ENSG00000234431	XLOC_026034_chc	ENST00000434645	TCONS_00113761_chc	3.508	83.375
ENSG00000236269	XLOC_036939_chc	ENST00000414948	TCONS_00183237_chc	10.824	82.061
ENSG00000099869	XLOC_023467_chc	ENST00000445504	TCONS_00097326_chc	5.212	49.368
ENSG00000263327	XLOC_019900_chc	ENST00000573308	TCONS_00079430_chc	13.804	19.703
ENSG00000278948	XLOC_005158_chc	ENST00000624344	TCONS_00014815_chc	3.708	22.068
ENSG00000255226	XLOC_022407_chc	ENST00000531982	TCONS_00093745_chc	3.995	34.925
ENSG00000196366	XLOC_034580_chc	ENST00000624034	TCONS_00166804_chc	13.303	73.344
ENSG00000234741	XLOC_027333_chc	ENST00000455838	TCONS_00126716_chc	4.688	56.434
ENSG00000213888	XLOC_033999_chc	ENST00000504184	TCONS_00162570_chc	13.567	62.689
ENSG00000225439	XLOC_037122_chc	ENST00000529783	TCONS_00184794_chc	6.789	77.536
ENSG00000234132	XLOC_038274_chc	ENST00000415359	TCONS_00191816_chc	3.755	20.006
ENSG00000254369	XLOC_008994_chc	ENST00000518848	TCONS_00034954_chc	7.703	61.839
ENSG00000278831	XLOC_025748_chc	ENST00000621254	TCONS_00110409_chc	6.135	7.29
ENSG00000273214	XLOC_001044_chc	ENST00000609265	TCONS_00003382_chc	8.572	68.76
ENSG00000273066	XLOC_034580_chc	ENST00000415992	TCONS_00166804_chc	11.11	42.037
ENSG00000237036	XLOC_008616_chc	ENST00000605946	TCONS_00033761_chc	3.544	52.221
ENSG00000231327	XLOC_037111_chc	ENST00000414141	TCONS_00184682_chc	6.367	20.952
ENSG00000226416	XLOC_022205_chc	ENST00000419080	TCONS_00092934_chc	7.163	31.757
