human gene	cow gene	human transcript	cow transcript	motif-pattern similarity score	gap penalty score
ENSG00000262413	XLOC_049957_cow	ENST00000576554	TCONS_00173693_cow	6.879	29.219
ENSG00000249231	XLOC_046435_cow	ENST00000510238	TCONS_00159180_cow	3.534	24.09
ENSG00000227355	XLOC_022700_cow	ENST00000637541	TCONS_00075969_cow	3.542	23.759
ENSG00000260942	XLOC_009735_cow	ENST00000567819	TCONS_00030003_cow	7.535	46.712
ENSG00000283518	XLOC_041683_cow	ENST00000637598	TCONS_00140629_cow	4.598	51.349
ENSG00000261090	XLOC_059135_cow	ENST00000567395	TCONS_00208170_cow	6.225	67.838
ENSG00000266445	XLOC_048552_cow	ENST00000582249	TCONS_00168821_cow	4.411	46.266
ENSG00000279838	XLOC_042666_cow	ENST00000623474	TCONS_00143511_cow	6.275	37.032
ENSG00000253352	XLOC_043806_cow	ENST00000519077	TCONS_00148587_cow	5.864	28.815
ENSG00000226167	XLOC_008680_cow	ENST00000419536	TCONS_00027175_cow	12.287	65.166
ENSG00000223660	XLOC_047305_cow	ENST00000426213	TCONS_00162451_cow	4.217	52.929
ENSG00000281196	XLOC_043544_cow	ENST00000630357	TCONS_00151971_cow	5.511	30.077
ENSG00000279422	XLOC_067648_cow	ENST00000624313	TCONS_00237315_cow	8.763	51.178
ENSG00000279980	XLOC_052059_cow	ENST00000624044	TCONS_00181839_cow	4.016	52.661
ENSG00000263986	XLOC_048104_cow	ENST00000580962	TCONS_00167262_cow	3.272	7.767
ENSG00000279121	XLOC_044363_cow	ENST00000624854	TCONS_00150054_cow	7.322	73.033
ENSG00000267141	XLOC_019229_cow	ENST00000586694	TCONS_00063869_cow	4.712	48.563
ENSG00000268006	XLOC_047116_cow	ENST00000600742	TCONS_00161574_cow	6.001	41.174
ENSG00000280076	XLOC_052905_cow	ENST00000624819	TCONS_00187215_cow	11.775	26.524
ENSG00000272914	XLOC_035592_cow	ENST00000608729	TCONS_00122395_cow	5.125	15.931
ENSG00000279640	XLOC_043376_cow	ENST00000624002	TCONS_00147185_cow	3.766	30.504
ENSG00000279692	XLOC_048566_cow	ENST00000624417	TCONS_00168896_cow	24.185	33.316
ENSG00000226155	XLOC_002163_cow	ENST00000448113	TCONS_00005036_cow	3.939	94.28
ENSG00000260340	XLOC_044995_cow	ENST00000569104	TCONS_00153743_cow	4.004	22.55
ENSG00000251034	XLOC_023396_cow	ENST00000514980	TCONS_00077706_cow	10.361	25.63
ENSG00000267737	XLOC_050021_cow	ENST00000586321	TCONS_00173859_cow	5.11	27.434
ENSG00000257252	XLOC_014396_cow	ENST00000552835	TCONS_00046628_cow	5.426	83.229
ENSG00000266980	XLOC_048682_cow	ENST00000586808	TCONS_00169322_cow	7.092	38.783
ENSG00000264278	XLOC_057453_cow	ENST00000585258	TCONS_00202332_cow	27.37	29.893
ENSG00000251015	XLOC_032124_cow	ENST00000506633	TCONS_00108681_cow	4.373	38.665
ENSG00000250436	XLOC_016845_cow	ENST00000502291	TCONS_00055389_cow	3.413	56.371
ENSG00000274627	XLOC_045067_cow	ENST00000611189	TCONS_00153996_cow	6.351	57.076
ENSG00000259561	XLOC_052063_cow	ENST00000557964	TCONS_00181866_cow	4.998	31.582
ENSG00000224771	XLOC_055179_cow	ENST00000419591	TCONS_00192909_cow	4.436	62.931
ENSG00000260588	XLOC_062802_cow	ENST00000563810	TCONS_00221183_cow	4.758	38.395
ENSG00000278834	XLOC_048310_cow	ENST00000619697	TCONS_00168029_cow	7.326	26.707
ENSG00000242590	XLOC_042453_cow	ENST00000418300	TCONS_00142844_cow	4.789	32.202
ENSG00000260231	XLOC_010983_cow	ENST00000566699	TCONS_00035452_cow	9.537	36.93
ENSG00000254885	XLOC_064888_cow	ENST00000527440	TCONS_00228856_cow	6.288	43.528
ENSG00000272808	XLOC_052806_cow	ENST00000431060	TCONS_00184081_cow	7.429	30.171
ENSG00000255092	XLOC_040554_cow	ENST00000532524	TCONS_00135576_cow	3.851	132.229
ENSG00000258376	XLOC_028750_cow	ENST00000554614	TCONS_00094733_cow	10.642	36.892
ENSG00000267874	XLOC_045475_cow	ENST00000601692	TCONS_00155273_cow	5.468	27.742
ENSG00000263585	XLOC_049957_cow	ENST00000583521	TCONS_00173694_cow	4.175	92.77
ENSG00000250899	XLOC_015540_cow	ENST00000513358	TCONS_00049739_cow	12.825	112.599
ENSG00000233429	XLOC_011885_cow	ENST00000425358	TCONS_00037769_cow	8.231	28.339
ENSG00000261291	XLOC_045166_cow	ENST00000568648	TCONS_00154244_cow	6.366	49.791
ENSG00000253737	XLOC_038226_cow	ENST00000518090	TCONS_00128069_cow	3.995	14.107
ENSG00000272677	XLOC_016946_cow	ENST00000609552	TCONS_00055656_cow	4.967	23.618
ENSG00000267080	XLOC_049794_cow	ENST00000592897	TCONS_00173129_cow	6.574	37.017
ENSG00000260563	XLOC_049951_cow	ENST00000566986	TCONS_00173677_cow	7.533	31.642
ENSG00000272918	XLOC_011625_cow	ENST00000607968	TCONS_00037175_cow	13.474	20.533
ENSG00000248019	XLOC_017553_cow	ENST00000500765	TCONS_00057148_cow	4.702	25.48
ENSG00000232530	XLOC_043788_cow	ENST00000447565	TCONS_00148488_cow	9.908	25.735
ENSG00000224192	XLOC_043731_cow	ENST00000414989	TCONS_00148260_cow	6.85	29.707
ENSG00000282381	XLOC_044286_cow	ENST00000632111	TCONS_00149904_cow	3.835	11.431
ENSG00000226899	XLOC_061667_cow	ENST00000449984	TCONS_00217363_cow	7.63	31.941
ENSG00000261400	XLOC_046682_cow	ENST00000562167	TCONS_00159905_cow	6.544	87.734
ENSG00000253344	XLOC_062760_cow	ENST00000519978	TCONS_00221100_cow	6.129	64.825
ENSG00000245526	XLOC_021188_cow	ENST00000500197	TCONS_00069855_cow	30.507	0.707
ENSG00000234471	XLOC_059598_cow	ENST00000434541	TCONS_00209754_cow	5.434	14.325
ENSG00000232354	XLOC_054681_cow	ENST00000630614	TCONS_00191193_cow	4.7	45.196
ENSG00000225208	XLOC_060722_cow	ENST00000442188	TCONS_00214597_cow	11.917	132.714
ENSG00000274427	XLOC_043480_cow	ENST00000610631	TCONS_00147405_cow	3.779	48.554
ENSG00000273221	XLOC_007054_cow	ENST00000610049	TCONS_00022489_cow	5.848	37.272
ENSG00000226125	XLOC_005953_cow	ENST00000415174	TCONS_00016685_cow	5.74	83.372
ENSG00000250451	XLOC_012888_cow	ENST00000505700	TCONS_00042296_cow	4.46	89.927
ENSG00000251536	XLOC_044313_cow	ENST00000502221	TCONS_00152460_cow	11.52	33.761
ENSG00000261799	XLOC_013932_cow	ENST00000570140	TCONS_00045317_cow	6.424	34.095
ENSG00000237101	XLOC_042150_cow	ENST00000420350	TCONS_00141830_cow	4.564	28.452
ENSG00000272549	XLOC_026080_cow	ENST00000609107	TCONS_00085850_cow	8.865	23.611
ENSG00000197308	XLOC_034120_cow	ENST00000438755	TCONS_00121517_cow	3.988	61.121
ENSG00000255621	XLOC_015351_cow	ENST00000543321	TCONS_00049106_cow	4.728	63.459
ENSG00000280850	XLOC_026043_cow	ENST00000629925	TCONS_00085754_cow	3.576	58.813
ENSG00000231927	XLOC_059586_cow	ENST00000416100	TCONS_00209637_cow	7.03	45.499
ENSG00000259307	XLOC_026695_cow	ENST00000559520	TCONS_00089554_cow	8.012	26.847
ENSG00000280347	XLOC_012128_cow	ENST00000624029	TCONS_00038258_cow	5.793	134.781
ENSG00000237080	XLOC_056784_cow	ENST00000434689	TCONS_00199159_cow	6.668	29.845
ENSG00000271646	XLOC_061962_cow	ENST00000605834	TCONS_00219200_cow	11.314	78.142
ENSG00000255021	XLOC_054453_cow	ENST00000525575	TCONS_00190560_cow	5.319	27.796
ENSG00000175147	XLOC_041485_cow	ENST00000310916	TCONS_00144724_cow	4.695	51.597
ENSG00000277440	XLOC_058947_cow	ENST00000616838	TCONS_00207594_cow	5.203	22.561
ENSG00000262714	XLOC_045166_cow	ENST00000571340	TCONS_00154244_cow	5.324	78.887
ENSG00000255135	XLOC_040336_cow	ENST00000530759	TCONS_00135083_cow	4.425	24.713
ENSG00000282111	XLOC_062982_cow	ENST00000632635	TCONS_00222475_cow	5.475	55.97
ENSG00000236986	XLOC_030311_cow	ENST00000592466	TCONS_00101040_cow	5.305	34.99
ENSG00000279733	XLOC_064090_cow	ENST00000624727	TCONS_00226460_cow	3.569	40.193
ENSG00000234181	XLOC_022112_cow	ENST00000431804	TCONS_00074188_cow	5.537	22.746
ENSG00000248015	XLOC_020683_cow	ENST00000585596	TCONS_00068495_cow	3.908	50.117
ENSG00000267523	XLOC_047334_cow	ENST00000585940	TCONS_00162556_cow	12.268	38.355
ENSG00000271858	XLOC_055052_cow	ENST00000607362	TCONS_00192451_cow	3.639	33.176
ENSG00000251576	XLOC_054453_cow	ENST00000502417	TCONS_00190560_cow	3.895	50.087
ENSG00000236003	XLOC_044740_cow	ENST00000420225	TCONS_00151307_cow	4.997	18.298
ENSG00000255191	XLOC_065372_cow	ENST00000534086	TCONS_00230199_cow	10.345	99.879
ENSG00000250781	XLOC_017778_cow	ENST00000508911	TCONS_00057673_cow	3.526	45.975
ENSG00000268970	XLOC_047173_cow	ENST00000596451	TCONS_00161810_cow	10.717	24.087
ENSG00000260236	XLOC_054344_cow	ENST00000568593	TCONS_00190223_cow	3.903	32.583
ENSG00000255931	XLOC_064426_cow	ENST00000534856	TCONS_00227388_cow	5.546	73.769
ENSG00000254554	XLOC_038999_cow	ENST00000526906	TCONS_00131597_cow	7.689	26.476
ENSG00000239791	XLOC_059239_cow	ENST00000486926	TCONS_00208558_cow	6.023	71.648
ENSG00000278915	XLOC_019391_cow	ENST00000624566	TCONS_00064488_cow	9.402	43.199
ENSG00000225969	XLOC_060200_cow	ENST00000427153	TCONS_00211537_cow	11.69	26.803
ENSG00000257553	XLOC_013305_cow	ENST00000548595	TCONS_00043559_cow	4.222	12.135
ENSG00000262231	XLOC_049333_cow	ENST00000571062	TCONS_00171216_cow	5.023	33.275
ENSG00000228835	XLOC_058296_cow	ENST00000426194	TCONS_00204336_cow	17.317	32.826
ENSG00000234912	XLOC_050037_cow	ENST00000566583	TCONS_00173960_cow	6.48	71.579
ENSG00000279220	XLOC_004195_cow	ENST00000623040	TCONS_00012184_cow	11.461	74.544
ENSG00000273189	XLOC_045823_cow	ENST00000595815	TCONS_00156767_cow	16.121	79.215
ENSG00000177993	XLOC_044662_cow	ENST00000325660	TCONS_00151011_cow	9.164	45.644
ENSG00000280061	XLOC_045402_cow	ENST00000623331	TCONS_00155091_cow	5.478	39.189
ENSG00000260949	XLOC_062188_cow	ENST00000563059	TCONS_00219746_cow	9.501	78.169
ENSG00000279057	XLOC_058872_cow	ENST00000624558	TCONS_00207276_cow	5.317	33.445
ENSG00000259666	XLOC_053114_cow	ENST00000558691	TCONS_00185096_cow	3.989	29.06
ENSG00000281473	XLOC_002786_cow	ENST00000626175	TCONS_00006480_cow	3.24	6.455
ENSG00000259456	XLOC_035131_cow	ENST00000614698	TCONS_00117922_cow	3.93	45.626
ENSG00000233360	XLOC_015602_cow	ENST00000456099	TCONS_00050049_cow	12.466	31.488
ENSG00000250230	XLOC_064426_cow	ENST00000506329	TCONS_00227388_cow	10.7	37.944
ENSG00000254610	XLOC_065329_cow	ENST00000527543	TCONS_00230101_cow	4.616	13.176
ENSG00000279207	XLOC_047587_cow	ENST00000624409	TCONS_00165625_cow	8.928	37.316
ENSG00000267244	XLOC_019231_cow	ENST00000593201	TCONS_00063884_cow	3.346	34.312
ENSG00000227467	XLOC_039168_cow	ENST00000450804	TCONS_00132079_cow	8.201	30.073
ENSG00000249695	XLOC_013964_cow	ENST00000508953	TCONS_00045400_cow	9.038	32.802
ENSG00000269941	XLOC_067790_cow	ENST00000602481	TCONS_00237689_cow	5.528	61.395
ENSG00000230805	XLOC_053542_cow	ENST00000556136	TCONS_00186186_cow	4.283	29.678
ENSG00000278214	XLOC_045007_cow	ENST00000612023	TCONS_00153814_cow	6.819	31.387
ENSG00000257808	XLOC_014495_cow	ENST00000550908	TCONS_00046950_cow	5.105	19.862
ENSG00000242861	XLOC_042154_cow	ENST00000424332	TCONS_00141846_cow	3.999	13.589
ENSG00000261668	XLOC_043249_cow	ENST00000565254	TCONS_00146895_cow	6.609	59.083
ENSG00000206573	XLOC_053933_cow	ENST00000468186	TCONS_00193570_cow	7.419	37.679
ENSG00000254461	XLOC_065260_cow	ENST00000533576	TCONS_00229885_cow	5.957	43.865
ENSG00000262231	XLOC_049335_cow	ENST00000571062	TCONS_00171243_cow	5.666	94.779
ENSG00000261879	XLOC_049329_cow	ENST00000575601	TCONS_00171145_cow	4.829	11.636
ENSG00000240990	XLOC_011883_cow	ENST00000522674	TCONS_00037762_cow	8.08	7.047
ENSG00000253604	XLOC_062098_cow	ENST00000521908	TCONS_00219529_cow	4.927	22.095
ENSG00000283518	XLOC_041683_cow	ENST00000637598	TCONS_00140628_cow	10.288	18.529
ENSG00000257453	XLOC_012671_cow	ENST00000552367	TCONS_00041892_cow	4.652	94.267
ENSG00000204241	XLOC_065067_cow	ENST00000532706	TCONS_00229237_cow	7.912	48.72
ENSG00000261924	XLOC_048586_cow	ENST00000573602	TCONS_00168983_cow	8.75	89.444
ENSG00000258497	XLOC_052660_cow	ENST00000555328	TCONS_00183538_cow	5.364	37.344
ENSG00000273345	XLOC_020740_cow	ENST00000520515	TCONS_00068669_cow	5.928	127.759
ENSG00000225484	XLOC_063863_cow	ENST00000619625	TCONS_00224882_cow	4.791	41.18
ENSG00000276259	XLOC_045241_cow	ENST00000622896	TCONS_00154496_cow	5.933	39.741
ENSG00000281406	XLOC_041913_cow	ENST00000626538	TCONS_00141291_cow	8.576	53.627
ENSG00000229282	XLOC_057280_cow	ENST00000433761	TCONS_00200490_cow	4.817	51.983
ENSG00000234019	XLOC_067702_cow	ENST00000433646	TCONS_00237466_cow	13.194	40.059
ENSG00000276509	XLOC_006907_cow	ENST00000622359	TCONS_00022143_cow	10.792	45.507
ENSG00000268401	XLOC_046956_cow	ENST00000595955	TCONS_00160878_cow	6.156	29.425
ENSG00000214708	XLOC_047729_cow	ENST00000398832	TCONS_00176442_cow	3.702	23.188
ENSG00000237063	XLOC_036095_cow	ENST00000433587	TCONS_00120593_cow	7.305	58.259
ENSG00000253927	XLOC_020754_cow	ENST00000523722	TCONS_00068697_cow	5.319	39.492
ENSG00000270049	XLOC_045305_cow	ENST00000635000	TCONS_00154663_cow	7.198	28.963
ENSG00000251381	XLOC_038971_cow	ENST00000527945	TCONS_00131533_cow	8.831	41.675
ENSG00000259347	XLOC_026378_cow	ENST00000558097	TCONS_00088545_cow	3.972	72.226
ENSG00000227741	XLOC_008192_cow	ENST00000418602	TCONS_00025701_cow	4.887	73.828
ENSG00000259807	XLOC_060042_cow	ENST00000566070	TCONS_00211067_cow	3.136	20.761
ENSG00000225174	XLOC_025445_cow	ENST00000441184	TCONS_00084522_cow	12.525	45.429
ENSG00000224592	XLOC_009551_cow	ENST00000432922	TCONS_00029512_cow	5.526	23.156
ENSG00000244380	XLOC_054330_cow	ENST00000438872	TCONS_00190181_cow	6.775	100.737
ENSG00000260239	XLOC_056297_cow	ENST00000563079	TCONS_00201197_cow	5.556	30.43
ENSG00000272763	XLOC_049586_cow	ENST00000425510	TCONS_00176007_cow	4.944	37.903
ENSG00000253490	XLOC_062098_cow	ENST00000522158	TCONS_00219530_cow	6.769	41.106
ENSG00000266970	XLOC_050018_cow	ENST00000592569	TCONS_00173850_cow	7.15	22.663
ENSG00000260136	XLOC_059132_cow	ENST00000570080	TCONS_00208165_cow	7.108	45.463
ENSG00000234741	XLOC_042531_cow	ENST00000455838	TCONS_00143200_cow	5.227	15.646
ENSG00000205018	XLOC_045048_cow	ENST00000378347	TCONS_00153910_cow	6.74	33.191
ENSG00000223874	XLOC_004300_cow	ENST00000456163	TCONS_00012414_cow	4.335	0
ENSG00000246982	XLOC_056512_cow	ENST00000526611	TCONS_00198389_cow	4.834	60.932
ENSG00000276807	XLOC_027824_cow	ENST00000620960	TCONS_00092560_cow	9.915	49.395
ENSG00000264490	XLOC_035897_cow	ENST00000583223	TCONS_00119983_cow	5.776	11.414
ENSG00000267882	XLOC_035081_cow	ENST00000599904	TCONS_00122081_cow	4.508	58.185
ENSG00000261478	XLOC_052049_cow	ENST00000567484	TCONS_00181804_cow	5.423	5.367
ENSG00000260899	XLOC_059230_cow	ENST00000483578	TCONS_00208540_cow	3.452	41.673
ENSG00000255498	XLOC_040561_cow	ENST00000533218	TCONS_00135586_cow	9.049	48.985
ENSG00000279744	XLOC_049945_cow	ENST00000623828	TCONS_00173652_cow	4.649	30.964
ENSG00000255774	XLOC_065361_cow	ENST00000542064	TCONS_00231310_cow	4.098	40.576
ENSG00000279999	XLOC_049472_cow	ENST00000583394	TCONS_00171910_cow	3.501	34.572
ENSG00000261716	XLOC_006816_cow	ENST00000564237	TCONS_00021896_cow	9.628	19.414
ENSG00000260121	XLOC_045049_cow	ENST00000564984	TCONS_00163164_cow	12.556	29.683
ENSG00000257621	XLOC_028567_cow	ENST00000551597	TCONS_00094376_cow	3.55	50.322
ENSG00000214708	XLOC_047730_cow	ENST00000398832	TCONS_00165986_cow	4.373	42.352
ENSG00000232093	XLOC_006687_cow	ENST00000452962	TCONS_00021417_cow	8.843	75.029
ENSG00000270020	XLOC_046316_cow	ENST00000602739	TCONS_00158764_cow	11.627	33.019
ENSG00000261971	XLOC_059704_cow	ENST00000573130	TCONS_00210185_cow	7.343	24.145
ENSG00000237737	XLOC_030711_cow	ENST00000437991	TCONS_00102244_cow	3.935	44.939
ENSG00000236502	XLOC_030880_cow	ENST00000456467	TCONS_00102785_cow	5.918	42.346
ENSG00000260148	XLOC_046496_cow	ENST00000565829	TCONS_00159327_cow	3.861	52.73
ENSG00000196758	XLOC_008019_cow	ENST00000358775	TCONS_00025140_cow	8.586	30.524
ENSG00000224879	XLOC_029731_cow	ENST00000415201	TCONS_00099600_cow	3.625	53.824
ENSG00000175604	XLOC_059851_cow	ENST00000312019	TCONS_00210604_cow	10.616	36.364
ENSG00000278075	XLOC_057430_cow	ENST00000618070	TCONS_00202302_cow	6.998	35.958
ENSG00000269487	XLOC_045757_cow	ENST00000600716	TCONS_00156477_cow	6.153	74.192
ENSG00000272752	XLOC_059447_cow	ENST00000310771	TCONS_00209238_cow	4.584	63.297
ENSG00000203280	XLOC_044599_cow	ENST00000366110	TCONS_00150884_cow	6.926	65.528
ENSG00000279141	XLOC_031790_cow	ENST00000628780	TCONS_00105384_cow	11.415	48.233
ENSG00000254826	XLOC_040354_cow	ENST00000524768	TCONS_00135132_cow	6.888	37.319
ENSG00000214548	XLOC_052617_cow	ENST00000452120	TCONS_00183385_cow	8.505	142.941
ENSG00000235407	XLOC_008729_cow	ENST00000457402	TCONS_00027306_cow	4.096	107.996
ENSG00000254377	XLOC_036921_cow	ENST00000519741	TCONS_00124996_cow	10.161	8.654
ENSG00000279589	XLOC_045156_cow	ENST00000625035	TCONS_00154233_cow	8.298	28.038
ENSG00000281358	XLOC_055052_cow	ENST00000629828	TCONS_00192451_cow	9.837	34.18
ENSG00000267016	XLOC_048660_cow	ENST00000591110	TCONS_00169216_cow	6.684	36.818
ENSG00000272267	XLOC_062652_cow	ENST00000607598	TCONS_00220868_cow	23.489	16.403
ENSG00000268654	XLOC_047403_cow	ENST00000599641	TCONS_00162909_cow	3.965	78.456
ENSG00000264019	XLOC_048230_cow	ENST00000582142	TCONS_00167695_cow	6.466	29.631
ENSG00000224888	XLOC_045044_cow	ENST00000567968	TCONS_00153889_cow	9.443	54.087
ENSG00000264451	XLOC_049588_cow	ENST00000579972	TCONS_00172406_cow	7.12	91.329
ENSG00000230725	XLOC_035714_cow	ENST00000454676	TCONS_00119247_cow	7.933	26.905
ENSG00000228956	XLOC_001524_cow	ENST00000414198	TCONS_00003737_cow	14.567	23.961
ENSG00000263218	XLOC_048586_cow	ENST00000576215	TCONS_00168982_cow	7.182	36.652
ENSG00000261535	XLOC_060276_cow	ENST00000566572	TCONS_00211831_cow	4.482	111.698
ENSG00000241388	XLOC_044565_cow	ENST00000535301	TCONS_00150780_cow	10.728	17.361
ENSG00000259831	XLOC_032869_cow	ENST00000569854	TCONS_00110489_cow	7.287	38.698
ENSG00000267213	XLOC_046692_cow	ENST00000592680	TCONS_00159922_cow	7.067	35.903
ENSG00000258017	XLOC_014585_cow	ENST00000547712	TCONS_00047263_cow	6.736	37.838
ENSG00000263873	XLOC_038844_cow	ENST00000578216	TCONS_00131166_cow	5.441	62.602
ENSG00000230148	XLOC_048214_cow	ENST00000502764	TCONS_00167655_cow	9.76	47.605
ENSG00000260542	XLOC_034674_cow	ENST00000569373	TCONS_00116457_cow	6.462	52.606
ENSG00000275552	XLOC_026524_cow	ENST00000612576	TCONS_00089067_cow	4.809	18.644
ENSG00000232907	XLOC_036101_cow	ENST00000559455	TCONS_00120602_cow	5.003	37.659
ENSG00000226913	XLOC_054286_cow	ENST00000421598	TCONS_00189968_cow	10.612	15.538
ENSG00000246695	XLOC_013600_cow	ENST00000500276	TCONS_00044338_cow	7.683	25.6
ENSG00000170846	XLOC_017176_cow	ENST00000307533	TCONS_00056320_cow	9.162	29.818
ENSG00000260790	XLOC_059121_cow	ENST00000568827	TCONS_00208120_cow	5.494	19.652
ENSG00000237837	XLOC_029142_cow	ENST00000422600	TCONS_00098086_cow	4.205	14.124
ENSG00000099869	XLOC_065404_cow	ENST00000445504	TCONS_00230272_cow	7.795	24.449
ENSG00000205786	XLOC_045496_cow	ENST00000536898	TCONS_00155399_cow	5.665	41.199
ENSG00000214248	XLOC_020270_cow	ENST00000539278	TCONS_00067029_cow	13.165	58.519
ENSG00000280407	XLOC_049943_cow	ENST00000622924	TCONS_00173636_cow	11.559	39.481
ENSG00000261193	XLOC_046330_cow	ENST00000568267	TCONS_00158829_cow	10.66	78.528
ENSG00000270127	XLOC_051886_cow	ENST00000602585	TCONS_00186563_cow	4.11	46.193
ENSG00000237281	XLOC_005841_cow	ENST00000411433	TCONS_00016433_cow	5.904	40.743
ENSG00000237031	XLOC_029732_cow	ENST00000626199	TCONS_00099602_cow	4.405	32.814
ENSG00000257517	XLOC_044514_cow	ENST00000547876	TCONS_00150560_cow	4.919	78.81
ENSG00000261229	XLOC_053045_cow	ENST00000567415	TCONS_00184911_cow	6.527	74.239
ENSG00000249125	XLOC_044178_cow	ENST00000503950	TCONS_00149618_cow	5.175	62.402
ENSG00000258464	XLOC_026493_cow	ENST00000554382	TCONS_00088921_cow	3.684	24.13
ENSG00000234741	XLOC_042527_cow	ENST00000431268	TCONS_00143194_cow	3.707	31.253
ENSG00000279259	XLOC_049990_cow	ENST00000624270	TCONS_00173785_cow	6.256	38.663
ENSG00000224020	XLOC_030221_cow	ENST00000429139	TCONS_00100662_cow	6.491	48.939
ENSG00000258099	XLOC_043529_cow	ENST00000547021	TCONS_00147602_cow	4.491	64.408
ENSG00000237021	XLOC_025373_cow	ENST00000448740	TCONS_00084288_cow	3.657	27.982
ENSG00000259478	XLOC_051895_cow	ENST00000561121	TCONS_00181498_cow	6.624	48.984
ENSG00000259444	XLOC_052675_cow	ENST00000559843	TCONS_00183643_cow	6.799	84.372
ENSG00000268603	XLOC_005843_cow	ENST00000601508	TCONS_00016436_cow	8.725	46.122
ENSG00000269825	XLOC_047177_cow	ENST00000598322	TCONS_00161815_cow	8.226	17.346
ENSG00000283213	XLOC_059973_cow	ENST00000636266	TCONS_00210840_cow	5.455	70.505
ENSG00000277545	XLOC_032872_cow	ENST00000615844	TCONS_00110493_cow	8.156	31.243
ENSG00000254100	XLOC_062760_cow	ENST00000519764	TCONS_00221101_cow	5.578	30.695
ENSG00000215483	XLOC_032214_cow	ENST00000636621	TCONS_00108949_cow	6.242	35.795
ENSG00000224794	XLOC_014002_cow	ENST00000434516	TCONS_00045543_cow	14.703	44.314
ENSG00000271430	XLOC_066189_cow	ENST00000603037	TCONS_00233416_cow	6.879	82.639
ENSG00000279605	XLOC_037564_cow	ENST00000623257	TCONS_00126596_cow	3.897	16.233
ENSG00000279770	XLOC_032865_cow	ENST00000625151	TCONS_00110480_cow	6.678	43.44
ENSG00000264853	XLOC_048686_cow	ENST00000578539	TCONS_00169366_cow	8.363	31.385
ENSG00000256364	XLOC_043529_cow	ENST00000541383	TCONS_00147602_cow	6.305	29.383
ENSG00000267535	XLOC_048628_cow	ENST00000589914	TCONS_00169142_cow	3.473	48.969
ENSG00000254928	XLOC_039183_cow	ENST00000530510	TCONS_00136492_cow	4.406	24.073
ENSG00000268804	XLOC_046310_cow	ENST00000598933	TCONS_00158749_cow	3.2	8.367
ENSG00000255435	XLOC_039918_cow	ENST00000554407	TCONS_00133993_cow	13.687	59.493
ENSG00000228008	XLOC_055059_cow	ENST00000424174	TCONS_00192516_cow	8.764	270.591
ENSG00000268996	XLOC_031781_cow	ENST00000596585	TCONS_00105360_cow	14.308	56.885
ENSG00000268987	XLOC_045637_cow	ENST00000598988	TCONS_00156031_cow	5.146	81.846
ENSG00000279878	XLOC_065154_cow	ENST00000623008	TCONS_00229449_cow	12.432	23.586
ENSG00000261616	XLOC_052835_cow	ENST00000564527	TCONS_00184173_cow	5.861	18.996
ENSG00000274828	XLOC_057434_cow	ENST00000616428	TCONS_00205501_cow	5.704	29.204
ENSG00000245694	XLOC_046452_cow	ENST00000560208	TCONS_00159236_cow	14.858	34.514
ENSG00000233705	XLOC_011663_cow	ENST00000440512	TCONS_00040254_cow	5.023	49.396
ENSG00000261924	XLOC_048584_cow	ENST00000576234	TCONS_00168958_cow	10.635	85.808
ENSG00000214894	XLOC_055831_cow	ENST00000399196	TCONS_00196575_cow	7.442	21.354
ENSG00000280003	XLOC_054259_cow	ENST00000624096	TCONS_00189828_cow	5.196	14.359
ENSG00000271533	XLOC_066189_cow	ENST00000604070	TCONS_00233416_cow	4.237	13.955
ENSG00000233521	XLOC_044639_cow	ENST00000444114	TCONS_00150959_cow	7.377	49.85
ENSG00000257096	XLOC_028021_cow	ENST00000535893	TCONS_00093061_cow	5.626	44.842
ENSG00000236107	XLOC_003618_cow	ENST00000447809	TCONS_00010980_cow	4.746	69.132
ENSG00000272720	XLOC_013985_cow	ENST00000609162	TCONS_00045493_cow	8.792	26.625
ENSG00000251002	XLOC_026506_cow	ENST00000541008	TCONS_00089023_cow	6.98	62.908
ENSG00000235741	XLOC_007631_cow	ENST00000433377	TCONS_00023824_cow	4.649	56.722
ENSG00000227508	XLOC_025101_cow	ENST00000607074	TCONS_00083748_cow	9.383	47.503
ENSG00000226696	XLOC_047279_cow	ENST00000416022	TCONS_00162340_cow	4.808	25.729
ENSG00000227773	XLOC_006677_cow	ENST00000458371	TCONS_00021364_cow	4.542	86.912
ENSG00000260417	XLOC_045008_cow	ENST00000567093	TCONS_00153818_cow	8.183	65.391
ENSG00000249669	XLOC_019472_cow	ENST00000614896	TCONS_00064746_cow	4.392	42.293
ENSG00000254254	XLOC_036861_cow	ENST00000518662	TCONS_00124866_cow	3.812	110.979
ENSG00000280064	XLOC_062743_cow	ENST00000622942	TCONS_00221034_cow	4.198	18.682
ENSG00000240990	XLOC_011885_cow	ENST00000520360	TCONS_00037769_cow	9.415	24.368
ENSG00000260487	XLOC_060080_cow	ENST00000562525	TCONS_00211247_cow	5.139	44.303
ENSG00000250451	XLOC_012885_cow	ENST00000505700	TCONS_00042281_cow	5.357	34.473
ENSG00000278936	XLOC_019386_cow	ENST00000624089	TCONS_00064481_cow	4.805	35.7
ENSG00000255856	XLOC_043505_cow	ENST00000616576	TCONS_00147524_cow	3.332	34.607
ENSG00000240889	XLOC_012304_cow	ENST00000465466	TCONS_00038729_cow	5.167	57.947
