human gene	opossum gene	human transcript	opossum transcript	motif-pattern similarity score	gap penalty score
ENSG00000279825	XLOC_034412_ops	ENST00000625108	TCONS_00096937_ops	7.28	55.449
ENSG00000279201	XLOC_009820_ops	ENST00000624449	TCONS_00021546_ops	5.255	47.682
ENSG00000258858	XLOC_002039_ops	ENST00000555524	TCONS_00004481_ops	7.786	10.296
ENSG00000204584	XLOC_011466_ops	ENST00000376609	TCONS_00031762_ops	7.176	47.513
ENSG00000260246	XLOC_017022_ops	ENST00000562538	TCONS_00044041_ops	3.883	61.404
ENSG00000255650	XLOC_020913_ops	ENST00000541723	TCONS_00066004_ops	4.861	59.095
ENSG00000255717	XLOC_034198_ops	ENST00000538654	TCONS_00093953_ops	4.846	28.608
ENSG00000267505	XLOC_011484_ops	ENST00000585620	TCONS_00031806_ops	6.647	20.192
ENSG00000266830	XLOC_017352_ops	ENST00000579045	TCONS_00048183_ops	9.443	34.862
ENSG00000214894	XLOC_015912_ops	ENST00000399196	TCONS_00041628_ops	5.753	82.923
ENSG00000196668	XLOC_020845_ops	ENST00000480237	TCONS_00056717_ops	7.464	45.824
ENSG00000205334	XLOC_008363_ops	ENST00000379677	TCONS_00018849_ops	6.552	52.628
ENSG00000225535	XLOC_042046_ops	ENST00000460471	TCONS_00118122_ops	4.629	43.732
ENSG00000277151	XLOC_026301_ops	ENST00000617901	TCONS_00073068_ops	4.106	42.598
ENSG00000244649	XLOC_011439_ops	ENST00000478824	TCONS_00031704_ops	6.833	57.716
ENSG00000272668	XLOC_014955_ops	ENST00000608430	TCONS_00039337_ops	3.899	39.277
ENSG00000258593	XLOC_002033_ops	ENST00000553344	TCONS_00022456_ops	6.421	35.67
ENSG00000255558	XLOC_033849_ops	ENST00000531136	TCONS_00093296_ops	3.699	86.004
ENSG00000278887	XLOC_034735_ops	ENST00000624024	TCONS_00097590_ops	6.642	64.771
ENSG00000273486	XLOC_028257_ops	ENST00000609553	TCONS_00077423_ops	4.706	19.298
ENSG00000197445	XLOC_004506_ops	ENST00000358463	TCONS_00010131_ops	10.546	112.256
ENSG00000232117	XLOC_029391_ops	ENST00000437721	TCONS_00079646_ops	5.49	21.927
ENSG00000280422	XLOC_035989_ops	ENST00000624646	TCONS_00100431_ops	12.979	30.38
ENSG00000157306	XLOC_001210_ops	ENST00000554403	TCONS_00002641_ops	7.915	57.407
ENSG00000267321	XLOC_017283_ops	ENST00000592381	TCONS_00044554_ops	5.346	28.128
ENSG00000266970	XLOC_015641_ops	ENST00000592569	TCONS_00040946_ops	3.999	19.868
ENSG00000254461	XLOC_041001_ops	ENST00000533576	TCONS_00115929_ops	3.436	25.807
ENSG00000224729	XLOC_011912_ops	ENST00000442166	TCONS_00032834_ops	11.105	29.75
ENSG00000205622	XLOC_024637_ops	ENST00000380931	TCONS_00069710_ops	5.006	38.463
ENSG00000273920	XLOC_005714_ops	ENST00000621471	TCONS_00012801_ops	4.98	24.718
ENSG00000247982	XLOC_006011_ops	ENST00000501726	TCONS_00013496_ops	5.431	54.025
ENSG00000255384	XLOC_025858_ops	ENST00000532619	TCONS_00072150_ops	6.856	19.176
ENSG00000236908	XLOC_043889_ops	ENST00000432994	TCONS_00122075_ops	5.207	83.593
ENSG00000275719	XLOC_030145_ops	ENST00000612522	TCONS_00081200_ops	4.436	45.618
ENSG00000235979	XLOC_017466_ops	ENST00000609396	TCONS_00048227_ops	7.22	58.69
ENSG00000255121	XLOC_025851_ops	ENST00000526453	TCONS_00072132_ops	5.015	44.493
ENSG00000268218	XLOC_004465_ops	ENST00000602042	TCONS_00010036_ops	6.653	27.157
ENSG00000237781	XLOC_017226_ops	ENST00000442435	TCONS_00044383_ops	3.451	25.567
ENSG00000262999	XLOC_036802_ops	ENST00000572950	TCONS_00102118_ops	6.021	39.732
ENSG00000221857	XLOC_026952_ops	ENST00000592174	TCONS_00074521_ops	7.255	22.778
ENSG00000259615	XLOC_000831_ops	ENST00000560477	TCONS_00001867_ops	5.569	18.155
ENSG00000222041	XLOC_009698_ops	ENST00000414030	TCONS_00021376_ops	6.374	56.131
ENSG00000246211	XLOC_029665_ops	ENST00000502071	TCONS_00080186_ops	14.608	43.445
ENSG00000272195	XLOC_010927_ops	ENST00000607453	TCONS_00030546_ops	20.742	33.211
ENSG00000225450	XLOC_043517_ops	ENST00000416406	TCONS_00121256_ops	5.185	116.745
ENSG00000204650	XLOC_011498_ops	ENST00000455565	TCONS_00031842_ops	5.724	51.141
ENSG00000280187	XLOC_021347_ops	ENST00000624833	TCONS_00057836_ops	5	3.428
ENSG00000232192	XLOC_010927_ops	ENST00000446321	TCONS_00030546_ops	4.826	80.267
ENSG00000261924	XLOC_011706_ops	ENST00000576234	TCONS_00032314_ops	5.934	46.18
ENSG00000279117	XLOC_026537_ops	ENST00000624624	TCONS_00073558_ops	5.184	36.069
ENSG00000267470	XLOC_030067_ops	ENST00000588382	TCONS_00081028_ops	5.864	12.302
ENSG00000254653	XLOC_032224_ops	ENST00000528480	TCONS_00090143_ops	5.936	7.403
ENSG00000280233	XLOC_015035_ops	ENST00000623294	TCONS_00039481_ops	6.385	36.196
ENSG00000223396	XLOC_010657_ops	ENST00000441932	TCONS_00029928_ops	9.996	56.911
ENSG00000267439	XLOC_030095_ops	ENST00000591091	TCONS_00084877_ops	6.956	96.639
ENSG00000260777	XLOC_017352_ops	ENST00000564762	TCONS_00048183_ops	5.497	20.962
ENSG00000228835	XLOC_022139_ops	ENST00000426194	TCONS_00059315_ops	4.202	100.337
ENSG00000246982	XLOC_016032_ops	ENST00000526611	TCONS_00041914_ops	6.165	20.314
ENSG00000253708	XLOC_030868_ops	ENST00000523733	TCONS_00087393_ops	3.797	86.699
ENSG00000267992	XLOC_026950_ops	ENST00000597303	TCONS_00074511_ops	8.383	29.424
ENSG00000267280	XLOC_014990_ops	ENST00000591313	TCONS_00039400_ops	4.54	11.243
ENSG00000269935	XLOC_009428_ops	ENST00000602388	TCONS_00020840_ops	10.126	75.511
ENSG00000258337	XLOC_020632_ops	ENST00000549373	TCONS_00056226_ops	4.313	82.509
ENSG00000262001	XLOC_019101_ops	ENST00000572856	TCONS_00068804_ops	8.272	72.646
ENSG00000272692	XLOC_000374_ops	ENST00000609200	TCONS_00000736_ops	8.915	28.056
ENSG00000281406	XLOC_014632_ops	ENST00000626538	TCONS_00038622_ops	7.862	35.322
ENSG00000229433	XLOC_017734_ops	ENST00000457449	TCONS_00045522_ops	6.248	29.866
ENSG00000269609	XLOC_000751_ops	ENST00000598368	TCONS_00001687_ops	7.273	30.235
ENSG00000227579	XLOC_014357_ops	ENST00000438575	TCONS_00037988_ops	3.366	30.392
ENSG00000257935	XLOC_024112_ops	ENST00000551357	TCONS_00063532_ops	4.304	30.899
ENSG00000259644	XLOC_005857_ops	ENST00000560740	TCONS_00013135_ops	9.804	31.409
ENSG00000251387	XLOC_007028_ops	ENST00000506892	TCONS_00015847_ops	5.415	87.415
ENSG00000262468	XLOC_035114_ops	ENST00000571970	TCONS_00098492_ops	6.99	6.868
ENSG00000259673	XLOC_005945_ops	ENST00000559298	TCONS_00013341_ops	7.811	88.233
ENSG00000226869	XLOC_044120_ops	ENST00000450896	TCONS_00122532_ops	4.273	38.929
ENSG00000259230	XLOC_006944_ops	ENST00000559946	TCONS_00027734_ops	9.469	42.909
ENSG00000157306	XLOC_001209_ops	ENST00000554403	TCONS_00002636_ops	5.191	82.13
ENSG00000271380	XLOC_011253_ops	ENST00000605085	TCONS_00031261_ops	11.937	21.523
ENSG00000269353	XLOC_027019_ops	ENST00000597260	TCONS_00074707_ops	3.968	9.933
ENSG00000242407	XLOC_011439_ops	ENST00000495536	TCONS_00031704_ops	5.91	69.628
ENSG00000268287	XLOC_033785_ops	ENST00000599209	TCONS_00093166_ops	7.366	21.772
ENSG00000235271	XLOC_020688_ops	ENST00000447149	TCONS_00056357_ops	6.42	7
ENSG00000269688	XLOC_030079_ops	ENST00000600473	TCONS_00081069_ops	9.469	44.623
ENSG00000238121	XLOC_029391_ops	ENST00000452659	TCONS_00079646_ops	4.652	57.736
ENSG00000268401	XLOC_030245_ops	ENST00000595955	TCONS_00081414_ops	8.897	44.153
ENSG00000275850	XLOC_043889_ops	ENST00000619492	TCONS_00122075_ops	6.138	57.395
ENSG00000249574	XLOC_034620_ops	ENST00000515213	TCONS_00097350_ops	14.899	57.905
ENSG00000224888	XLOC_004455_ops	ENST00000567968	TCONS_00010021_ops	6.963	19.506
ENSG00000227946	XLOC_040392_ops	ENST00000435627	TCONS_00112175_ops	9.217	50.827
ENSG00000254081	XLOC_018587_ops	ENST00000520902	TCONS_00051926_ops	6.279	146.178
ENSG00000260487	XLOC_036642_ops	ENST00000562525	TCONS_00101837_ops	6.132	27.734
ENSG00000237986	XLOC_044014_ops	ENST00000432370	TCONS_00122310_ops	9.872	49.218
ENSG00000254639	XLOC_032224_ops	ENST00000530049	TCONS_00090142_ops	5.572	39.122
ENSG00000265666	XLOC_011371_ops	ENST00000581080	TCONS_00031531_ops	11.686	52.224
ENSG00000261801	XLOC_005091_ops	ENST00000565416	TCONS_00011391_ops	4.659	18.98
ENSG00000259895	XLOC_035210_ops	ENST00000563775	TCONS_00098707_ops	6.252	35.351
ENSG00000268262	XLOC_030079_ops	ENST00000601911	TCONS_00081069_ops	13.627	32.196
ENSG00000227619	XLOC_003032_ops	ENST00000443993	TCONS_00006693_ops	9.325	14.757
ENSG00000254631	XLOC_029657_ops	ENST00000533008	TCONS_00080165_ops	4.627	12.5
ENSG00000265749	XLOC_015753_ops	ENST00000583963	TCONS_00041175_ops	6.758	49.425
ENSG00000179818	XLOC_008628_ops	ENST00000628102	TCONS_00019314_ops	4.983	64.048
ENSG00000276075	XLOC_009357_ops	ENST00000621378	TCONS_00020699_ops	4.537	40.951
ENSG00000279569	XLOC_004579_ops	ENST00000623414	TCONS_00010283_ops	8.09	46.487
ENSG00000236753	XLOC_044325_ops	ENST00000429067	TCONS_00122951_ops	3.621	122.09
ENSG00000280177	XLOC_015282_ops	ENST00000623613	TCONS_00040099_ops	6.229	69.121
ENSG00000280422	XLOC_035982_ops	ENST00000624646	TCONS_00100414_ops	4.32	72.887
ENSG00000267698	XLOC_026988_ops	ENST00000586962	TCONS_00074607_ops	6.337	51.861
ENSG00000281183	XLOC_005091_ops	ENST00000628401	TCONS_00011390_ops	4.946	43.029
ENSG00000226872	XLOC_020898_ops	ENST00000450652	TCONS_00056803_ops	6.628	66.294
ENSG00000246582	XLOC_009804_ops	ENST00000517774	TCONS_00021513_ops	6.803	42.63
ENSG00000236098	XLOC_016936_ops	ENST00000414039	TCONS_00043852_ops	6.471	37.705
ENSG00000255092	XLOC_034015_ops	ENST00000532524	TCONS_00093582_ops	5.781	29.1
ENSG00000233077	XLOC_003326_ops	ENST00000441214	TCONS_00007452_ops	7.509	101.504
ENSG00000257563	XLOC_034551_ops	ENST00000549796	TCONS_00097193_ops	5.976	45.163
ENSG00000267373	XLOC_020511_ops	ENST00000587693	TCONS_00055970_ops	4.16	58.073
ENSG00000205786	XLOC_026988_ops	ENST00000536898	TCONS_00074607_ops	8.281	32.577
ENSG00000251602	XLOC_006807_ops	ENST00000551271	TCONS_00015300_ops	5.364	28.73
ENSG00000262810	XLOC_013554_ops	ENST00000571815	TCONS_00036307_ops	4.203	43.683
ENSG00000224635	XLOC_002601_ops	ENST00000422519	TCONS_00005778_ops	6.851	74.114
ENSG00000280122	XLOC_015629_ops	ENST00000625040	TCONS_00040921_ops	9.395	36.273
ENSG00000260792	XLOC_002039_ops	ENST00000564585	TCONS_00004481_ops	8.019	75.994
ENSG00000237063	XLOC_007414_ops	ENST00000433587	TCONS_00016721_ops	7.585	40.311
ENSG00000244380	XLOC_035427_ops	ENST00000435578	TCONS_00099218_ops	6.548	37.089
ENSG00000259396	XLOC_001359_ops	ENST00000559959	TCONS_00002987_ops	3.613	52.054
ENSG00000260617	XLOC_004465_ops	ENST00000566114	TCONS_00010036_ops	4.824	18.215
ENSG00000235840	XLOC_028377_ops	ENST00000437837	TCONS_00077616_ops	4.916	35.48
ENSG00000261799	XLOC_043902_ops	ENST00000570140	TCONS_00122113_ops	4.972	18.714
ENSG00000225292	XLOC_005597_ops	ENST00000428766	TCONS_00012513_ops	4.822	27.68
ENSG00000225339	XLOC_012082_ops	ENST00000429998	TCONS_00033305_ops	3.796	28.833
ENSG00000258376	XLOC_001700_ops	ENST00000554614	TCONS_00003772_ops	8.098	36.385
ENSG00000273186	XLOC_003042_ops	ENST00000610052	TCONS_00006715_ops	6.173	35.898
ENSG00000256232	XLOC_043049_ops	ENST00000541749	TCONS_00120227_ops	5.17	50.312
ENSG00000275665	XLOC_011409_ops	ENST00000620144	TCONS_00031638_ops	8.063	16.163
ENSG00000237588	XLOC_015183_ops	ENST00000441272	TCONS_00039885_ops	7.821	34.135
ENSG00000231327	XLOC_008632_ops	ENST00000414141	TCONS_00019324_ops	5.849	44.508
ENSG00000253604	XLOC_032577_ops	ENST00000521908	TCONS_00090808_ops	9.43	56.561
ENSG00000222000	XLOC_039821_ops	ENST00000467398	TCONS_00110940_ops	8.558	30.647
ENSG00000240990	XLOC_045052_ops	ENST00000520360	TCONS_00124406_ops	6.987	34.751
ENSG00000273221	XLOC_017046_ops	ENST00000610049	TCONS_00044091_ops	4.488	16.919
ENSG00000240015	XLOC_003729_ops	ENST00000476186	TCONS_00008462_ops	7.534	80.842
ENSG00000279913	XLOC_032767_ops	ENST00000624114	TCONS_00094866_ops	4.29	19.634
ENSG00000232043	XLOC_003326_ops	ENST00000431019	TCONS_00007452_ops	6.812	71.02
ENSG00000267016	XLOC_015629_ops	ENST00000591110	TCONS_00040920_ops	4.66	50.646
ENSG00000279632	XLOC_034176_ops	ENST00000623917	TCONS_00093887_ops	15.196	78.172
ENSG00000236535	XLOC_014340_ops	ENST00000421851	TCONS_00050008_ops	4.967	23.937
ENSG00000259921	XLOC_005825_ops	ENST00000563495	TCONS_00013041_ops	5.467	42.601
ENSG00000263171	XLOC_011878_ops	ENST00000572417	TCONS_00032735_ops	4.688	21.903
ENSG00000255498	XLOC_034018_ops	ENST00000533218	TCONS_00093593_ops	5.228	43.088
ENSG00000256364	XLOC_020618_ops	ENST00000535720	TCONS_00069017_ops	3.495	19.131
ENSG00000260669	XLOC_006114_ops	ENST00000528804	TCONS_00013747_ops	5.199	87.227
ENSG00000274565	XLOC_015428_ops	ENST00000611274	TCONS_00040460_ops	10.397	16.96
ENSG00000235295	XLOC_043902_ops	ENST00000443243	TCONS_00122113_ops	5.61	22.226
ENSG00000261324	XLOC_041631_ops	ENST00000562691	TCONS_00117197_ops	3.327	12.069
ENSG00000125514	XLOC_003208_ops	ENST00000370341	TCONS_00007187_ops	5.903	22.097
ENSG00000254027	XLOC_018492_ops	ENST00000517670	TCONS_00051723_ops	6.608	10.163
ENSG00000272752	XLOC_015820_ops	ENST00000310771	TCONS_00041404_ops	4.98	35.401
ENSG00000231050	XLOC_030179_ops	ENST00000412228	TCONS_00081271_ops	6.665	32.937
ENSG00000215403	XLOC_041566_ops	ENST00000400221	TCONS_00117061_ops	12.981	58.5
ENSG00000242125	XLOC_026798_ops	ENST00000413987	TCONS_00074176_ops	4.142	30.838
ENSG00000277559	XLOC_002903_ops	ENST00000616682	TCONS_00006399_ops	6.694	191.503
ENSG00000261863	XLOC_039504_ops	ENST00000573270	TCONS_00110387_ops	4.687	54.939
ENSG00000272768	XLOC_008295_ops	ENST00000608450	TCONS_00018665_ops	5.906	19.937
ENSG00000277089	XLOC_015094_ops	ENST00000620056	TCONS_00039609_ops	5.195	19.089
ENSG00000258957	XLOC_006672_ops	ENST00000554898	TCONS_00015053_ops	5.176	68.701
ENSG00000235024	XLOC_038950_ops	ENST00000429343	TCONS_00113669_ops	9.904	57.153
ENSG00000265692	XLOC_011665_ops	ENST00000581489	TCONS_00032217_ops	7.223	30.702
ENSG00000253837	XLOC_009804_ops	ENST00000519692	TCONS_00021514_ops	11.481	36.688
ENSG00000260271	XLOC_012474_ops	ENST00000569865	TCONS_00034177_ops	5.754	39.921
ENSG00000239569	XLOC_044120_ops	ENST00000453677	TCONS_00122534_ops	13.158	46.181
ENSG00000204261	XLOC_012062_ops	ENST00000415067	TCONS_00033248_ops	5.437	92.008
ENSG00000261803	XLOC_007793_ops	ENST00000566649	TCONS_00017543_ops	4.748	17.024
ENSG00000229951	XLOC_008378_ops	ENST00000445878	TCONS_00028272_ops	6.935	27.633
ENSG00000231265	XLOC_008229_ops	ENST00000431460	TCONS_00018553_ops	5.456	39.981
ENSG00000249241	XLOC_033426_ops	ENST00000510551	TCONS_00092352_ops	7.407	37.1
ENSG00000279233	XLOC_023878_ops	ENST00000623804	TCONS_00063061_ops	7.465	19.317
ENSG00000223814	XLOC_009959_ops	ENST00000438589	TCONS_00028435_ops	4.682	59.471
ENSG00000261654	XLOC_017046_ops	ENST00000562952	TCONS_00044093_ops	9.387	68.186
ENSG00000272892	XLOC_005178_ops	ENST00000610279	TCONS_00011581_ops	5.78	29.555
ENSG00000264207	XLOC_013289_ops	ENST00000577853	TCONS_00035859_ops	4.288	47.008
ENSG00000272473	XLOC_020276_ops	ENST00000606966	TCONS_00055491_ops	4.073	50.683
ENSG00000259744	XLOC_005986_ops	ENST00000557800	TCONS_00013423_ops	4.107	48.205
ENSG00000272669	XLOC_043523_ops	ENST00000609212	TCONS_00121265_ops	5.476	51.3
ENSG00000226180	XLOC_009429_ops	ENST00000538868	TCONS_00020841_ops	5.292	71.2
ENSG00000273247	XLOC_031493_ops	ENST00000610159	TCONS_00088618_ops	6.012	25.616
ENSG00000279273	XLOC_011712_ops	ENST00000624285	TCONS_00032332_ops	7.289	50.285
ENSG00000280639	XLOC_005972_ops	ENST00000630447	TCONS_00013384_ops	4.435	195.825
ENSG00000225083	XLOC_039932_ops	ENST00000419199	TCONS_00111216_ops	4.201	47.495
ENSG00000262251	XLOC_011851_ops	ENST00000571370	TCONS_00032654_ops	4.471	22.907
ENSG00000226629	XLOC_011336_ops	ENST00000456403	TCONS_00031468_ops	6.326	21.217
ENSG00000235897	XLOC_025170_ops	ENST00000452051	TCONS_00070744_ops	7.488	26.896
ENSG00000215014	XLOC_010637_ops	ENST00000366221	TCONS_00029885_ops	7.709	20.424
ENSG00000272631	XLOC_005378_ops	ENST00000608826	TCONS_00012014_ops	7.988	25.565
ENSG00000248019	XLOC_032649_ops	ENST00000500765	TCONS_00090960_ops	4.186	34.402
ENSG00000268686	XLOC_027423_ops	ENST00000599433	TCONS_00075689_ops	11.684	25.765
ENSG00000283459	XLOC_024059_ops	ENST00000637566	TCONS_00063468_ops	3.324	28.455
ENSG00000275431	XLOC_015094_ops	ENST00000612584	TCONS_00039609_ops	4.806	4.95
ENSG00000273093	XLOC_014510_ops	ENST00000608159	TCONS_00038268_ops	6.058	43.311
ENSG00000280255	XLOC_045051_ops	ENST00000623092	TCONS_00124405_ops	4.939	146.951
ENSG00000253187	XLOC_045041_ops	ENST00000519935	TCONS_00124392_ops	5.899	16.34
ENSG00000279196	XLOC_036642_ops	ENST00000624286	TCONS_00101837_ops	9.928	61.437
ENSG00000235423	XLOC_024014_ops	ENST00000543217	TCONS_00063371_ops	3.596	17.414
ENSG00000261090	XLOC_034935_ops	ENST00000567395	TCONS_00098067_ops	8.113	70.955
ENSG00000225208	XLOC_000739_ops	ENST00000442188	TCONS_00001655_ops	11.161	24.554
ENSG00000280194	XLOC_030088_ops	ENST00000624076	TCONS_00081079_ops	11.033	35.05
ENSG00000205930	XLOC_027809_ops	ENST00000612326	TCONS_00076476_ops	6.291	59.872
ENSG00000248954	XLOC_015324_ops	ENST00000515692	TCONS_00040196_ops	6.291	40.949
ENSG00000235663	XLOC_015933_ops	ENST00000419679	TCONS_00041670_ops	4.261	23.694
ENSG00000280138	XLOC_024022_ops	ENST00000623210	TCONS_00063391_ops	11.873	52.702
ENSG00000271858	XLOC_035541_ops	ENST00000607362	TCONS_00099474_ops	3.905	3.416
ENSG00000259779	XLOC_019226_ops	ENST00000562582	TCONS_00053201_ops	7.777	12.319
ENSG00000280639	XLOC_005986_ops	ENST00000630447	TCONS_00013423_ops	3.7	53.994
ENSG00000280402	XLOC_037077_ops	ENST00000625130	TCONS_00102756_ops	7.48	54.515
ENSG00000260751	XLOC_036856_ops	ENST00000568262	TCONS_00102271_ops	7.465	31.273
ENSG00000225535	XLOC_042061_ops	ENST00000435981	TCONS_00118143_ops	4.332	58.03
ENSG00000261595	XLOC_013206_ops	ENST00000566195	TCONS_00035694_ops	7.981	40.483
ENSG00000197308	XLOC_043995_ops	ENST00000438755	TCONS_00122284_ops	9.511	28.355
ENSG00000236305	XLOC_011910_ops	ENST00000412754	TCONS_00032816_ops	4.523	63.557
ENSG00000279861	XLOC_027033_ops	ENST00000624088	TCONS_00074732_ops	7.357	20.836
ENSG00000197332	XLOC_019913_ops	ENST00000344893	TCONS_00054556_ops	6.935	52.393
ENSG00000254545	XLOC_027562_ops	ENST00000527035	TCONS_00075942_ops	7.975	36.779
ENSG00000266642	XLOC_013469_ops	ENST00000580603	TCONS_00036168_ops	4.904	54.867
ENSG00000279137	XLOC_002745_ops	ENST00000624132	TCONS_00006103_ops	3.97	5.598
ENSG00000224764	XLOC_036249_ops	ENST00000439872	TCONS_00100949_ops	5.798	70.766
ENSG00000268050	XLOC_007892_ops	ENST00000599172	TCONS_00017809_ops	8.574	22.858
ENSG00000276791	XLOC_037077_ops	ENST00000621230	TCONS_00102756_ops	7.728	24.515
ENSG00000254325	XLOC_022067_ops	ENST00000518552	TCONS_00059179_ops	5.363	44.871
ENSG00000239219	XLOC_039292_ops	ENST00000469301	TCONS_00109998_ops	5.821	117.053
ENSG00000206249	XLOC_002601_ops	ENST00000437016	TCONS_00005778_ops	4.327	6.442
ENSG00000231294	XLOC_040365_ops	ENST00000412065	TCONS_00112091_ops	5.326	39.992
ENSG00000278922	XLOC_034744_ops	ENST00000624451	TCONS_00097607_ops	10.655	53.434
ENSG00000259831	XLOC_038531_ops	ENST00000569854	TCONS_00108479_ops	7.156	27.459
ENSG00000224511	XLOC_029395_ops	ENST00000432770	TCONS_00079652_ops	6.443	32.411
ENSG00000261338	XLOC_040313_ops	ENST00000562328	TCONS_00112010_ops	6.684	54.62
ENSG00000260032	XLOC_007414_ops	ENST00000565493	TCONS_00016721_ops	7.146	48.942
ENSG00000279429	XLOC_045041_ops	ENST00000623016	TCONS_00124392_ops	4.696	52.594
ENSG00000260488	XLOC_036760_ops	ENST00000570197	TCONS_00102037_ops	4.009	104.111
ENSG00000259430	XLOC_000916_ops	ENST00000560718	TCONS_00002044_ops	3	48.151
ENSG00000259717	XLOC_002060_ops	ENST00000558224	TCONS_00004529_ops	3.709	35.781
ENSG00000241388	XLOC_020620_ops	ENST00000539163	TCONS_00056202_ops	5.57	853.313
ENSG00000267278	XLOC_011491_ops	ENST00000585780	TCONS_00031822_ops	10.338	30.278
ENSG00000267121	XLOC_015395_ops	ENST00000591365	TCONS_00040391_ops	7.878	120.318
ENSG00000260919	XLOC_005116_ops	ENST00000565737	TCONS_00011444_ops	4.428	42.382
ENSG00000263080	XLOC_036802_ops	ENST00000572706	TCONS_00102122_ops	7.888	53.607
ENSG00000233559	XLOC_042179_ops	ENST00000447430	TCONS_00118377_ops	4.934	31.055
ENSG00000257935	XLOC_024119_ops	ENST00000551357	TCONS_00063557_ops	5.711	38.644
ENSG00000267874	XLOC_026977_ops	ENST00000601692	TCONS_00074581_ops	5.143	57.99
ENSG00000279953	XLOC_020583_ops	ENST00000623229	TCONS_00056130_ops	9.736	41.183
ENSG00000253715	XLOC_023311_ops	ENST00000510610	TCONS_00061555_ops	6.811	12.85
ENSG00000279785	XLOC_017375_ops	ENST00000624570	TCONS_00044756_ops	10.557	40.905
ENSG00000245322	XLOC_032767_ops	ENST00000507494	TCONS_00094866_ops	7.569	68.781
ENSG00000264647	XLOC_017423_ops	ENST00000584986	TCONS_00044818_ops	7.982	48.536
ENSG00000225783	XLOC_020688_ops	ENST00000616469	TCONS_00056358_ops	9.914	23.684
ENSG00000249087	XLOC_029754_ops	ENST00000335648	TCONS_00080349_ops	8.614	28.66
ENSG00000216895	XLOC_044548_ops	ENST00000474963	TCONS_00123353_ops	4.242	39.737
ENSG00000260126	XLOC_034551_ops	ENST00000567465	TCONS_00097193_ops	6.105	109.656
ENSG00000249673	XLOC_033666_ops	ENST00000515194	TCONS_00092867_ops	3.679	14.166
ENSG00000256814	XLOC_023878_ops	ENST00000543922	TCONS_00063061_ops	4.589	39.43
ENSG00000236986	XLOC_003055_ops	ENST00000592466	TCONS_00006751_ops	4.513	27.342
ENSG00000246640	XLOC_011439_ops	ENST00000499842	TCONS_00031704_ops	5.09	25.152
ENSG00000270141	XLOC_039301_ops	ENST00000602385	TCONS_00110027_ops	4.128	22.483
ENSG00000261437	XLOC_022951_ops	ENST00000562760	TCONS_00060884_ops	8.556	36.913
ENSG00000248223	XLOC_018354_ops	ENST00000511821	TCONS_00051523_ops	5.119	22.249
ENSG00000237149	XLOC_000374_ops	ENST00000491557	TCONS_00000737_ops	6.367	28.545
ENSG00000280092	XLOC_004506_ops	ENST00000623314	TCONS_00010130_ops	7.838	41.38
ENSG00000274993	XLOC_011912_ops	ENST00000610769	TCONS_00032834_ops	6.357	21.679
ENSG00000274331	XLOC_038523_ops	ENST00000618896	TCONS_00108466_ops	5.369	22.401
ENSG00000203362	XLOC_016123_ops	ENST00000417591	TCONS_00042164_ops	17.637	46.332
ENSG00000279513	XLOC_013254_ops	ENST00000623435	TCONS_00035779_ops	6.846	74.3
ENSG00000198468	XLOC_014703_ops	ENST00000356684	TCONS_00038770_ops	4.3	32.008
ENSG00000214773	XLOC_035432_ops	ENST00000398957	TCONS_00099253_ops	4.037	100.674
ENSG00000259453	XLOC_005778_ops	ENST00000558757	TCONS_00012965_ops	6.519	95.94
ENSG00000278214	XLOC_004426_ops	ENST00000612023	TCONS_00009976_ops	9.831	54.666
ENSG00000280486	XLOC_023779_ops	ENST00000626781	TCONS_00062792_ops	4.231	31.064
ENSG00000258736	XLOC_002039_ops	ENST00000553433	TCONS_00004481_ops	8.611	21.945
ENSG00000225420	XLOC_009698_ops	ENST00000413234	TCONS_00021376_ops	8.672	30.243
ENSG00000234072	XLOC_003421_ops	ENST00000447070	TCONS_00007759_ops	9.813	38.406
ENSG00000264548	XLOC_015574_ops	ENST00000581303	TCONS_00040789_ops	6.848	61.33
ENSG00000278952	XLOC_043154_ops	ENST00000623192	TCONS_00120452_ops	7.101	40.243
ENSG00000272870	XLOC_031296_ops	ENST00000608794	TCONS_00088212_ops	7.952	29.542
ENSG00000258520	XLOC_006672_ops	ENST00000556316	TCONS_00015055_ops	4.962	57.803
ENSG00000279315	XLOC_005597_ops	ENST00000624062	TCONS_00012513_ops	4.49	38.789
ENSG00000226508	XLOC_038457_ops	ENST00000436841	TCONS_00108307_ops	5.942	23.141
ENSG00000264490	XLOC_008124_ops	ENST00000583223	TCONS_00018329_ops	3.869	32.098
ENSG00000234741	XLOC_014342_ops	ENST00000451607	TCONS_00037960_ops	4.672	45.244
ENSG00000270182	XLOC_045051_ops	ENST00000602610	TCONS_00124405_ops	4.134	27.645
ENSG00000225399	XLOC_035513_ops	ENST00000622888	TCONS_00099422_ops	6.467	52.464
ENSG00000259037	XLOC_002039_ops	ENST00000556073	TCONS_00004481_ops	6.361	191.324
ENSG00000235919	XLOC_011275_ops	ENST00000456633	TCONS_00031301_ops	11.308	44.82
ENSG00000221857	XLOC_026972_ops	ENST00000586871	TCONS_00074571_ops	5.047	43.132
ENSG00000273289	XLOC_040971_ops	ENST00000608644	TCONS_00115841_ops	8.513	23.778
