human gene	mouse gene	human transcript	mouse transcript	with homologs in cow	with homologs in opossum	with homologs in chicken	with homologs in lizard	with homologs in frog	with homologs in zebrafish	motif score 	gap score
ENSG00000279692	ENSMUSG00000043993	ENST00000624417	ENSMUST00000139014	1	1	1	1	1	1	10.887	27.424
ENSG00000227683	ENSMUSG00000107428	ENST00000422807	ENSMUST00000204559	0	0	0	0	0	0	3.51	37.51
ENSG00000278467	ENSMUSG00000103100	ENST00000618397	ENSMUST00000194607	0	0	0	0	0	0	5.13	20.813
ENSG00000237862	ENSMUSG00000097085	ENST00000445088	ENSMUST00000181146	1	0	0	0	0	0	4.457	22.875
ENSG00000254397	ENSMUSG00000101585	ENST00000531111	ENSMUST00000188662	0	0	0	0	0	0	5.034	22.32
ENSG00000271199	ENSMUSG00000103697	ENST00000603360	ENSMUST00000193066	1	1	1	0	0	0	7.892	10.427
ENSG00000254739	ENSMUSG00000109628	ENST00000526431	ENSMUST00000209406	0	0	0	0	0	0	3.381	6.055
ENSG00000263400	ENSMUSG00000072834	ENST00000583115	ENSMUST00000126999	1	0	0	0	0	0	5.009	15.179
ENSG00000264177	ENSMUSG00000042549	ENST00000579352	ENSMUST00000123544	1	1	0	0	1	1	6.377	34.603
ENSG00000237718	ENSMUSG00000098120	ENST00000388909	ENSMUST00000182046	0	0	0	0	0	0	3.22	78.049
ENSG00000268066	ENSMUSG00000096946	ENST00000594922	ENSMUST00000181533	0	0	0	0	0	0	3.242	15.642
ENSG00000227098	ENSMUSG00000102473	ENST00000457756	ENSMUST00000193407	0	0	0	0	0	0	4.235	50.601
ENSG00000248008	ENSMUSG00000086368	ENST00000500741	ENSMUST00000149609	1	1	0	1	1	0	4.638	32.499
ENSG00000254235	ENSMUSG00000109698	ENST00000518619	ENSMUST00000210468	0	0	0	1	0	0	4.506	3.162
ENSG00000274023	ENSMUSG00000097723	ENST00000619713	ENSMUST00000181052	0	0	0	0	0	0	3.083	11.03
ENSG00000253733	ENSMUSG00000089995	ENST00000523103	ENSMUST00000162457	0	0	0	1	1	0	6.994	37.196
ENSG00000268006	ENSMUSG00000109111	ENST00000600742	ENSMUST00000207515	0	1	0	1	0	0	5.088	13.244
ENSG00000272468	ENSMUSG00000043145	ENST00000607175	ENSMUST00000146121	0	0	0	0	0	0	3.662	65.044
ENSG00000257453	ENSMUSG00000100113	ENST00000552367	ENSMUST00000186844	1	1	1	1	0	1	23.422	4.848
ENSG00000280122	ENSMUSG00000086050	ENST00000625040	ENSMUST00000123882	1	1	1	1	1	1	20.1	32.004
ENSG00000234753	ENSMUSG00000084880	ENST00000414386	ENSMUST00000155812	0	0	0	0	0	0	3.29	11.015
ENSG00000263171	ENSMUSG00000085890	ENST00000572417	ENSMUST00000140371	0	1	0	0	1	0	4.21	17.205
ENSG00000234311	ENSMUSG00000110115	ENST00000450206	ENSMUST00000209810	1	1	0	0	0	0	5.828	27.695
ENSG00000234380	ENSMUSG00000051297	ENST00000420877	ENSMUST00000160494	1	0	0	1	0	0	4.533	40.58
ENSG00000260156	ENSMUSG00000097380	ENST00000567186	ENSMUST00000180679	1	1	1	1	0	0	4.8	20.781
ENSG00000228035	ENSMUSG00000105855	ENST00000425449	ENSMUST00000197999	0	0	0	0	0	0	3.978	10.124
ENSG00000253282	ENSMUSG00000097259	ENST00000524287	ENSMUST00000181411	0	0	0	0	0	0	4.511	19.281
ENSG00000250885	ENSMUSG00000099349	ENST00000514225	ENSMUST00000191278	0	0	0	0	0	0	3.662	85.084
ENSG00000239677	ENSMUSG00000107696	ENST00000608743	ENSMUST00000203701	0	0	0	0	0	0	3.036	33.317
ENSG00000229307	ENSMUSG00000102164	ENST00000431656	ENSMUST00000192706	0	0	0	0	0	0	8.429	3.221
ENSG00000260519	ENSMUSG00000087261	ENST00000562054	ENSMUST00000143945	0	0	0	0	0	0	4.121	34.139
ENSG00000269486	ENSMUSG00000108865	ENST00000599320	ENSMUST00000207408	0	0	0	0	0	0	3.102	30.006
ENSG00000233016	ENSMUSG00000097872	ENST00000414282	ENSMUST00000181730	1	1	1	0	1	0	9.221	19.175
ENSG00000228784	ENSMUSG00000042976	ENST00000607100	ENSMUST00000151816	0	0	0	0	0	0	3.317	15.801
ENSG00000254614	ENSMUSG00000102349	ENST00000526623	ENSMUST00000192176	1	1	1	1	1	1	10.663	31.509
ENSG00000223396	ENSMUSG00000102414	ENST00000441932	ENSMUST00000191612	1	1	1	1	1	0	10.213	39.466
ENSG00000253632	ENSMUSG00000109819	ENST00000521101	ENSMUST00000211381	0	0	0	0	0	0	3.151	17.682
ENSG00000233330	ENSMUSG00000085211	ENST00000419134	ENSMUST00000180853	0	0	0	0	0	0	3.439	20.607
ENSG00000236572	ENSMUSG00000097791	ENST00000431712	ENSMUST00000181408	0	0	0	0	0	0	4.222	31.599
ENSG00000227502	ENSMUSG00000046463	ENST00000434296	ENSMUST00000188813	0	0	0	0	0	0	5.617	34.103
ENSG00000281005	ENSMUSG00000097590	ENST00000573951	ENSMUST00000181068	0	0	0	0	0	0	3.617	22.331
ENSG00000258959	ENSMUSG00000090327	ENST00000557242	ENSMUST00000169981	0	0	0	0	0	0	3.987	20.694
ENSG00000230684	ENSMUSG00000085491	ENST00000414926	ENSMUST00000135700	0	0	0	0	0	0	3.371	12.302
ENSG00000267002	ENSMUSG00000101925	ENST00000634503	ENSMUST00000187880	1	0	0	0	0	0	4.753	15.492
ENSG00000269895	ENSMUSG00000109576	ENST00000602510	ENSMUST00000208963	0	0	0	1	0	0	4.761	55.381
ENSG00000255571	ENSMUSG00000097023	ENST00000536780	ENSMUST00000180881	1	1	1	1	1	0	28.802	1.592
ENSG00000248371	ENSMUSG00000097848	ENST00000506293	ENSMUST00000181742	0	0	0	0	0	0	4.012	32.09
ENSG00000280194	ENSMUSG00000100029	ENST00000624076	ENSMUST00000189744	0	1	0	1	1	1	14.858	24.405
ENSG00000244300	ENSMUSG00000108010	ENST00000464242	ENSMUST00000203855	0	0	0	0	0	0	4.55	17.979
ENSG00000185168	ENSMUSG00000085501	ENST00000577000	ENSMUST00000136542	1	1	0	0	0	0	3.605	14.888
ENSG00000267598	ENSMUSG00000096943	ENST00000592882	ENSMUST00000181723	0	1	0	0	1	0	5.321	24.304
ENSG00000274213	ENSMUSG00000086919	ENST00000619432	ENSMUST00000138295	0	0	0	0	0	0	3.678	29.176
ENSG00000231046	ENSMUSG00000097890	ENST00000425364	ENSMUST00000181590	0	0	0	0	0	0	3.344	33.456
ENSG00000228639	ENSMUSG00000041674	ENST00000430908	ENSMUST00000124028	0	0	0	0	0	0	3.862	0
ENSG00000228853	ENSMUSG00000106385	ENST00000453121	ENSMUST00000199676	0	0	1	1	1	1	5.733	46.868
ENSG00000256220	ENSMUSG00000097862	ENST00000537594	ENSMUST00000181743	0	0	0	0	0	0	3.212	29.183
ENSG00000205444	ENSMUSG00000102099	ENST00000380106	ENSMUST00000189140	0	0	0	0	0	0	3.883	23.054
ENSG00000279757	ENSMUSG00000104292	ENST00000623805	ENSMUST00000191614	1	1	0	1	1	1	7.389	20.803
ENSG00000253390	ENSMUSG00000103065	ENST00000521021	ENSMUST00000193037	1	1	1	1	1	0	6.507	5.874
ENSG00000232680	ENSMUSG00000097750	ENST00000428426	ENSMUST00000206345	0	0	0	0	0	0	3.975	30.504
ENSG00000224376	ENSMUSG00000103272	ENST00000418050	ENSMUST00000195317	1	1	0	0	0	0	6.565	42.666
ENSG00000172965	ENSMUSG00000109931	ENST00000371162	ENSMUST00000209672	0	0	0	0	0	0	4.127	19.072
ENSG00000257176	ENSMUSG00000107706	ENST00000553105	ENSMUST00000203708	1	1	1	0	0	0	6.237	45.176
ENSG00000254187	ENSMUSG00000087245	ENST00000522956	ENSMUST00000147717	1	0	0	1	0	0	4.934	46.078
ENSG00000245910	ENSMUSG00000098234	ENST00000520944	ENSMUST00000182742	0	0	0	0	0	0	4.778	20.579
ENSG00000280291	ENSMUSG00000100005	ENST00000623393	ENSMUST00000208041	0	1	1	0	1	1	8.369	18.812
ENSG00000266371	ENSMUSG00000097335	ENST00000584382	ENSMUST00000181152	1	1	0	1	0	0	8	6.835
ENSG00000206028	ENSMUSG00000105368	ENST00000382641	ENSMUST00000196925	1	1	1	0	0	0	6.456	23.087
ENSG00000237126	ENSMUSG00000099839	ENST00000595732	ENSMUST00000187198	0	0	0	0	0	0	3.471	17.226
ENSG00000225493	ENSMUSG00000100980	ENST00000446979	ENSMUST00000187564	1	1	1	1	1	1	8.498	34.435
ENSG00000250061	ENSMUSG00000086475	ENST00000503504	ENSMUST00000133945	0	0	0	0	0	0	3.213	29.034
ENSG00000260792	ENSMUSG00000103898	ENST00000564585	ENSMUST00000195528	1	1	1	1	1	0	10.917	16.561
ENSG00000230552	ENSMUSG00000086044	ENST00000428283	ENSMUST00000139823	1	0	0	0	0	1	4.769	15.411
ENSG00000268896	ENSMUSG00000102605	ENST00000596829	ENSMUST00000194916	0	0	0	0	0	0	4.137	67.731
ENSG00000240915	ENSMUSG00000097005	ENST00000524309	ENSMUST00000180742	0	0	0	0	0	0	5.083	61.232
ENSG00000231876	ENSMUSG00000108623	ENST00000598600	ENSMUST00000205944	0	0	0	0	0	0	4.868	28.889
ENSG00000274598	ENSMUSG00000086054	ENST00000612818	ENSMUST00000125010	0	0	0	0	0	0	3.284	9.452
ENSG00000257038	ENSMUSG00000109109	ENST00000546324	ENSMUST00000208745	1	0	0	1	1	0	4.826	57.685
ENSG00000116883	ENSMUSG00000085562	ENST00000373137	ENSMUST00000156350	1	1	0	0	0	0	4.715	25.424
ENSG00000257883	ENSMUSG00000107058	ENST00000546835	ENSMUST00000202755	0	0	0	0	0	0	3.567	19.919
ENSG00000230970	ENSMUSG00000084995	ENST00000600839	ENSMUST00000156364	0	0	0	0	0	0	3.523	33.171
ENSG00000227392	ENSMUSG00000100985	ENST00000392227	ENSMUST00000190947	0	1	0	1	1	0	8.787	21.9
ENSG00000241326	ENSMUSG00000086949	ENST00000413148	ENSMUST00000145263	0	0	0	0	0	0	5.024	16.738
ENSG00000248932	ENSMUSG00000102458	ENST00000504670	ENSMUST00000195532	0	0	0	0	0	0	3.813	27.264
ENSG00000231265	ENSMUSG00000087684	ENST00000431460	ENSMUST00000143649	1	1	1	0	1	0	7.199	29.215
ENSG00000225721	ENSMUSG00000087228	ENST00000440985	ENSMUST00000132690	0	0	0	0	0	0	3.552	40.075
ENSG00000255143	ENSMUSG00000085745	ENST00000530525	ENSMUST00000125355	0	0	0	0	0	0	5.628	15.626
ENSG00000261636	ENSMUSG00000098160	ENST00000568036	ENSMUST00000194314	0	0	0	0	0	0	3.671	19.967
ENSG00000231826	ENSMUSG00000097254	ENST00000422351	ENSMUST00000180515	1	1	1	1	1	0	6.691	17.847
ENSG00000255345	ENSMUSG00000108635	ENST00000526091	ENSMUST00000205925	1	0	0	0	0	0	5.674	40.682
ENSG00000247624	ENSMUSG00000107193	ENST00000501916	ENSMUST00000200967	0	0	0	0	0	0	3.43	16.872
ENSG00000230599	ENSMUSG00000087053	ENST00000440266	ENSMUST00000147045	0	1	0	0	0	0	6.139	40.03
ENSG00000276687	ENSMUSG00000038408	ENST00000620188	ENSMUST00000150418	0	0	0	0	0	0	4.269	167.145
ENSG00000244545	ENSMUSG00000103587	ENST00000496084	ENSMUST00000194030	0	0	0	0	0	0	3.534	6.455
ENSG00000227741	ENSMUSG00000092085	ENST00000418602	ENSMUST00000171429	1	1	0	0	0	0	5.576	39.514
ENSG00000230212	ENSMUSG00000097768	ENST00000535199	ENSMUST00000180967	0	0	0	0	0	0	3.891	30.741
ENSG00000281196	ENSMUSG00000086219	ENST00000630357	ENSMUST00000126959	1	1	1	1	0	0	7.519	19.254
ENSG00000229983	ENSMUSG00000102840	ENST00000444750	ENSMUST00000192600	1	0	0	0	0	0	6.32	25.384
ENSG00000268970	ENSMUSG00000097781	ENST00000596451	ENSMUST00000180842	0	1	1	1	0	0	12.436	17.968
ENSG00000279499	ENSMUSG00000085971	ENST00000623049	ENSMUST00000133243	0	0	0	0	0	0	3.677	35.812
ENSG00000278434	ENSMUSG00000097397	ENST00000612995	ENSMUST00000181498	0	0	0	0	0	0	3.343	19.261
ENSG00000221817	ENSMUSG00000084942	ENST00000600607	ENSMUST00000125558	0	0	0	0	0	0	4.537	20.087
ENSG00000254588	ENSMUSG00000103151	ENST00000525706	ENSMUST00000192646	0	0	0	0	0	0	3.585	52.428
ENSG00000235862	ENSMUSG00000104487	ENST00000427949	ENSMUST00000194403	0	0	0	0	0	0	4.369	21.915
ENSG00000259789	ENSMUSG00000099597	ENST00000567837	ENSMUST00000185441	0	0	0	0	0	0	3.605	6.164
ENSG00000260953	ENSMUSG00000066175	ENST00000567984	ENSMUST00000187458	0	0	0	0	0	0	4.046	30.422
ENSG00000269124	ENSMUSG00000108807	ENST00000596807	ENSMUST00000206290	0	0	0	0	0	0	3.179	22.226
ENSG00000267077	ENSMUSG00000097397	ENST00000592465	ENSMUST00000181498	1	1	0	0	1	0	5	3.122
ENSG00000261485	ENSMUSG00000092570	ENST00000563843	ENSMUST00000174285	0	0	0	0	0	0	3.784	52.976
ENSG00000236345	ENSMUSG00000053185	ENST00000429530	ENSMUST00000065469	0	0	0	0	0	0	5.662	48.953
ENSG00000228705	ENSMUSG00000087550	ENST00000412500	ENSMUST00000154524	1	1	0	1	1	0	6.429	32.236
ENSG00000283141	ENSMUSG00000109847	ENST00000635764	ENSMUST00000209650	0	0	0	0	0	0	3.903	23.076
ENSG00000280242	ENSMUSG00000085765	ENST00000622913	ENSMUST00000155508	0	0	0	0	0	0	3.545	34.655
ENSG00000245573	ENSMUSG00000086186	ENST00000501176	ENSMUST00000123633	0	0	0	0	0	0	3.045	21.486
ENSG00000226434	ENSMUSG00000084806	ENST00000420403	ENSMUST00000146929	0	0	0	1	0	0	3.572	28.32
ENSG00000253722	ENSMUSG00000085027	ENST00000517998	ENSMUST00000156947	0	0	0	0	0	0	3.146	28.119
ENSG00000272763	ENSMUSG00000078706	ENST00000425510	ENSMUST00000150490	1	1	0	1	0	0	8.718	3.83
ENSG00000130600	ENSMUSG00000043795	ENST00000411861	ENSMUST00000054910	1	1	0	0	0	0	5.314	10.817
ENSG00000272677	ENSMUSG00000103927	ENST00000609575	ENSMUST00000194154	0	0	0	0	0	0	3.893	17.015
ENSG00000267272	ENSMUSG00000105959	ENST00000484933	ENSMUST00000199255	0	0	0	0	0	0	4.428	19.767
ENSG00000222041	ENSMUSG00000108132	ENST00000414030	ENSMUST00000204863	1	1	0	1	1	0	5.791	41.211
ENSG00000224329	ENSMUSG00000106951	ENST00000453470	ENSMUST00000145042	0	0	0	0	0	0	3.073	30.844
ENSG00000267968	ENSMUSG00000097178	ENST00000598079	ENSMUST00000181551	0	0	0	0	0	0	3.094	34.419
ENSG00000231437	ENSMUSG00000105842	ENST00000442751	ENSMUST00000200120	0	0	0	0	0	0	3.672	28.745
ENSG00000279838	ENSMUSG00000103928	ENST00000623474	ENSMUST00000192826	1	1	1	1	1	1	7.593	50.371
ENSG00000257771	ENSMUSG00000090406	ENST00000549734	ENSMUST00000168951	1	0	0	1	0	0	5.395	19.246
ENSG00000262049	ENSMUSG00000086929	ENST00000575312	ENSMUST00000142520	0	0	0	0	0	0	3.822	6.976
ENSG00000272100	ENSMUSG00000091985	ENST00000606527	ENSMUST00000170933	0	0	0	0	0	0	3.359	18.886
ENSG00000256278	ENSMUSG00000109401	ENST00000542197	ENSMUST00000207156	0	0	0	0	0	0	4	2.082
ENSG00000259408	ENSMUSG00000087106	ENST00000560404	ENSMUST00000133815	0	0	0	0	0	0	3.936	96.738
ENSG00000245888	ENSMUSG00000104236	ENST00000499939	ENSMUST00000194425	1	1	0	0	0	0	7.321	43.958
ENSG00000259363	ENSMUSG00000109079	ENST00000559714	ENSMUST00000207830	0	0	0	1	0	0	5.021	15.919
ENSG00000279368	ENSMUSG00000100022	ENST00000623345	ENSMUST00000190396	0	0	0	0	0	0	3.118	15.895
ENSG00000247081	ENSMUSG00000097875	ENST00000523614	ENSMUST00000181362	1	1	1	1	1	0	7.345	19.559
ENSG00000237993	ENSMUSG00000105642	ENST00000453128	ENSMUST00000199434	0	0	0	0	0	0	4.236	40.255
ENSG00000223774	ENSMUSG00000097993	ENST00000414927	ENSMUST00000183317	1	1	1	1	1	0	7.278	26.268
ENSG00000279205	ENSMUSG00000100303	ENST00000624511	ENSMUST00000186411	0	0	0	0	0	0	4.992	16.523
ENSG00000274367	ENSMUSG00000086719	ENST00000621689	ENSMUST00000147774	0	1	0	1	0	0	8.078	36.137
ENSG00000279591	ENSMUSG00000102989	ENST00000624910	ENSMUST00000195769	1	0	1	1	1	1	8.76	25.74
ENSG00000230313	ENSMUSG00000101438	ENST00000414398	ENSMUST00000189156	0	0	0	0	0	0	4.009	19.893
ENSG00000242539	ENSMUSG00000103039	ENST00000495081	ENSMUST00000192994	0	0	0	0	0	0	3.954	26.038
ENSG00000234336	ENSMUSG00000107935	ENST00000444500	ENSMUST00000205210	0	0	0	0	0	0	3.417	20.599
ENSG00000228109	ENSMUSG00000097256	ENST00000415244	ENSMUST00000180469	0	0	0	0	0	0	3.048	35.289
ENSG00000279137	ENSMUSG00000087461	ENST00000624132	ENSMUST00000134921	0	0	0	0	1	0	3.995	18.166
ENSG00000261008	ENSMUSG00000097393	ENST00000561611	ENSMUST00000180524	1	1	1	1	1	1	32.418	1.193
ENSG00000260209	ENSMUSG00000070315	ENST00000569238	ENSMUST00000162566	0	0	0	0	0	0	4.374	37.132
ENSG00000245213	ENSMUSG00000096917	ENST00000500914	ENSMUST00000180690	1	0	0	0	1	0	7.163	24.328
ENSG00000256540	ENSMUSG00000108171	ENST00000537961	ENSMUST00000203013	1	1	1	1	1	0	11.874	20.877
ENSG00000206573	ENSMUSG00000086429	ENST00000469846	ENSMUST00000159544	0	0	0	0	0	0	4.331	7.599
ENSG00000263220	ENSMUSG00000053574	ENST00000572792	ENSMUST00000066087	0	1	0	0	0	0	5.66	25.448
ENSG00000259940	ENSMUSG00000108814	ENST00000567108	ENSMUST00000206549	0	0	0	0	0	0	3.384	7.599
ENSG00000232086	ENSMUSG00000098739	ENST00000436491	ENSMUST00000183473	0	0	0	0	0	0	3.007	9.983
ENSG00000225963	ENSMUSG00000072109	ENST00000626428	ENSMUST00000093501	0	0	0	0	0	0	4.841	12.093
ENSG00000260805	ENSMUSG00000097845	ENST00000564287	ENSMUST00000192407	1	1	1	1	1	0	19.041	27.773
ENSG00000281404	ENSMUSG00000107841	ENST00000628121	ENSMUST00000204539	0	0	0	0	0	0	3.562	1.732
ENSG00000225399	ENSMUSG00000102770	ENST00000440528	ENSMUST00000194112	1	1	1	1	1	0	8.775	26.524
ENSG00000170846	ENSMUSG00000087487	ENST00000307533	ENSMUST00000152862	0	1	0	0	0	0	5.38	29.319
ENSG00000204971	ENSMUSG00000073985	ENST00000378140	ENSMUST00000098239	1	0	0	0	0	0	3.568	16.823
ENSG00000274993	ENSMUSG00000105736	ENST00000618276	ENSMUST00000196840	0	1	1	0	1	0	7.555	43.158
ENSG00000253408	ENSMUSG00000109652	ENST00000521470	ENSMUST00000210028	1	1	1	1	1	0	7.125	18.758
ENSG00000235904	ENSMUSG00000079669	ENST00000635847	ENSMUST00000172075	0	0	0	0	0	0	3.439	29.303
ENSG00000272909	ENSMUSG00000097323	ENST00000609125	ENSMUST00000180709	0	1	0	0	0	0	3.902	24.481
ENSG00000249592	ENSMUSG00000105084	ENST00000503185	ENSMUST00000196522	0	0	0	0	0	0	4.346	98.308
ENSG00000253730	ENSMUSG00000086552	ENST00000523083	ENSMUST00000156477	0	0	0	0	0	0	3.51	55.501
ENSG00000267348	ENSMUSG00000097226	ENST00000586556	ENSMUST00000181637	0	1	0	0	0	0	4.335	46.618
ENSG00000279999	ENSMUSG00000097747	ENST00000583394	ENSMUST00000181687	1	1	0	1	0	0	4.308	58.35
ENSG00000225914	ENSMUSG00000092176	ENST00000425033	ENSMUST00000168709	0	0	0	0	0	0	3.603	36.99
ENSG00000180458	ENSMUSG00000097809	ENST00000316807	ENSMUST00000180801	0	0	0	0	0	0	3.517	48.14
ENSG00000283138	ENSMUSG00000106862	ENST00000637958	ENSMUST00000201951	0	0	0	0	0	0	5.581	30.632
ENSG00000263485	ENSMUSG00000109297	ENST00000580658	ENSMUST00000207942	0	0	0	0	0	0	3.748	35.277
ENSG00000263990	ENSMUSG00000097335	ENST00000583236	ENSMUST00000181152	1	0	0	0	0	0	4.644	19.634
ENSG00000273117	ENSMUSG00000106030	ENST00000609974	ENSMUST00000196656	0	0	0	0	0	0	3.777	14.142
ENSG00000283073	ENSMUSG00000099758	ENST00000634796	ENSMUST00000186379	1	0	0	1	0	0	3.935	50.904
ENSG00000224635	ENSMUSG00000086496	ENST00000422519	ENSMUST00000145773	1	1	1	0	1	0	8.44	9.46
ENSG00000238063	ENSMUSG00000103541	ENST00000452971	ENSMUST00000193103	0	0	0	0	0	0	11.542	2.304
ENSG00000255311	ENSMUSG00000109353	ENST00000526344	ENSMUST00000207937	0	0	0	0	0	0	3.707	37.014
ENSG00000279050	ENSMUSG00000109536	ENST00000624188	ENSMUST00000208498	0	0	0	0	0	0	4.489	20.828
ENSG00000279942	ENSMUSG00000099329	ENST00000624365	ENSMUST00000150388	0	0	0	0	0	0	4.294	29.883
ENSG00000233365	ENSMUSG00000097796	ENST00000444219	ENSMUST00000181180	0	0	0	0	0	0	4.476	13.928
ENSG00000280259	ENSMUSG00000098609	ENST00000624850	ENSMUST00000184083	1	1	0	0	0	0	8.697	37.684
ENSG00000196756	ENSMUSG00000087563	ENST00000449469	ENSMUST00000138427	0	0	0	0	1	0	4.865	17.72
ENSG00000273186	ENSMUSG00000075416	ENST00000610052	ENSMUST00000131207	1	1	1	0	1	0	6.604	36.849
ENSG00000270082	ENSMUSG00000097424	ENST00000602665	ENSMUST00000181679	0	0	0	0	0	0	4.004	52.988
ENSG00000255135	ENSMUSG00000109282	ENST00000530759	ENSMUST00000207592	1	1	1	0	1	1	6.251	28.021
ENSG00000232098	ENSMUSG00000097115	ENST00000444227	ENSMUST00000181128	0	1	0	0	0	0	4.422	35.564
ENSG00000233849	ENSMUSG00000107842	ENST00000445084	ENSMUST00000203624	0	0	0	0	0	0	3.737	24.218
ENSG00000279129	ENSMUSG00000090217	ENST00000624947	ENSMUST00000159472	0	0	0	0	0	0	4.078	37.353
ENSG00000238057	ENSMUSG00000052248	ENST00000428623	ENSMUST00000127150	1	1	0	0	0	1	11.876	0.302
ENSG00000278972	ENSMUSG00000085985	ENST00000624645	ENSMUST00000144689	0	0	0	0	0	0	4.392	73.831
ENSG00000214548	ENSMUSG00000098061	ENST00000452120	ENSMUST00000183191	1	1	1	0	0	0	5.487	6.782
ENSG00000179066	ENSMUSG00000097817	ENST00000313865	ENSMUST00000208688	0	1	0	1	1	0	4.415	28.797
ENSG00000261706	ENSMUSG00000097811	ENST00000569966	ENSMUST00000180790	0	0	0	0	0	0	5.55	9.011
ENSG00000269353	ENSMUSG00000086868	ENST00000597260	ENSMUST00000153562	0	0	0	1	1	0	5.665	14.036
ENSG00000257935	ENSMUSG00000106825	ENST00000551357	ENSMUST00000201971	1	1	0	1	0	0	5.888	54.384
ENSG00000231477	ENSMUSG00000085748	ENST00000435953	ENSMUST00000155836	1	0	0	0	0	0	5.466	31.185
ENSG00000269937	ENSMUSG00000085185	ENST00000569852	ENSMUST00000137883	1	1	1	1	1	1	11.73	24.671
ENSG00000270184	ENSMUSG00000097983	ENST00000602706	ENSMUST00000182423	1	1	1	1	1	0	6.649	28.886
ENSG00000273189	ENSMUSG00000109198	ENST00000595815	ENSMUST00000208484	0	1	1	1	0	0	8.509	49.308
ENSG00000279399	ENSMUSG00000098609	ENST00000624025	ENSMUST00000184083	1	1	0	0	0	0	5.187	6.618
ENSG00000271380	ENSMUSG00000042579	ENST00000605085	ENSMUST00000038450	1	1	0	0	1	0	6.88	39.323
ENSG00000229953	ENSMUSG00000097428	ENST00000448869	ENSMUST00000181406	1	1	1	0	1	0	15.878	31.17
ENSG00000280407	ENSMUSG00000087638	ENST00000624920	ENSMUST00000138256	1	1	0	0	0	0	5.007	24.19
ENSG00000260461	ENSMUSG00000086121	ENST00000568017	ENSMUST00000136557	0	0	0	0	0	0	3.804	96.981
ENSG00000231889	ENSMUSG00000087177	ENST00000440001	ENSMUST00000129191	1	1	1	1	1	1	8.597	21.271
ENSG00000260340	ENSMUSG00000089742	ENST00000569104	ENSMUST00000162213	1	1	0	0	0	0	5.458	35.561
ENSG00000267073	ENSMUSG00000097013	ENST00000592934	ENSMUST00000181265	1	1	0	0	0	0	3.095	18.055
ENSG00000251309	ENSMUSG00000106290	ENST00000505091	ENSMUST00000197889	0	0	0	0	0	0	3.77	33.907
ENSG00000255267	ENSMUSG00000086980	ENST00000528390	ENSMUST00000123263	0	0	0	0	1	0	4.704	28.182
ENSG00000254235	ENSMUSG00000110384	ENST00000520390	ENSMUST00000211359	0	0	0	0	0	0	3.195	24.556
ENSG00000237159	ENSMUSG00000103694	ENST00000436360	ENSMUST00000191759	0	0	0	0	0	0	3.639	26.786
ENSG00000277425	ENSMUSG00000086822	ENST00000616569	ENSMUST00000143453	1	0	0	0	0	0	4.513	18.039
ENSG00000256364	ENSMUSG00000086140	ENST00000541383	ENSMUST00000138108	1	1	0	1	1	0	4.545	21.477
ENSG00000259291	ENSMUSG00000108494	ENST00000620791	ENSMUST00000206384	1	1	0	0	0	0	7.405	26.905
ENSG00000224238	ENSMUSG00000105689	ENST00000423984	ENSMUST00000196228	0	0	0	0	0	0	3.445	27.092
ENSG00000235423	ENSMUSG00000105228	ENST00000544890	ENSMUST00000200448	1	1	1	1	1	0	8.74	10.806
ENSG00000261519	ENSMUSG00000109909	ENST00000563151	ENSMUST00000210429	0	0	0	0	0	0	3.926	25.942
ENSG00000249084	ENSMUSG00000110362	ENST00000506895	ENSMUST00000210731	1	0	0	0	1	0	5.96	51.648
ENSG00000259498	ENSMUSG00000091745	ENST00000561241	ENSMUST00000166507	0	1	0	0	0	0	5.79	19.004
ENSG00000275830	ENSMUSG00000110245	ENST00000617298	ENSMUST00000209418	0	0	0	0	0	0	4.112	15.914
ENSG00000237781	ENSMUSG00000105460	ENST00000442435	ENSMUST00000198013	1	1	0	1	1	0	6.18	26.799
ENSG00000274139	ENSMUSG00000100094	ENST00000611487	ENSMUST00000185464	0	1	0	0	0	0	3.91	38.256
ENSG00000273521	ENSMUSG00000109802	ENST00000617191	ENSMUST00000211166	1	0	1	1	1	0	4.361	25.661
ENSG00000255571	ENSMUSG00000103831	ENST00000560596	ENSMUST00000195696	0	1	0	0	0	0	4.037	12.369
ENSG00000264270	ENSMUSG00000087064	ENST00000585020	ENSMUST00000132264	0	0	0	0	0	0	3.611	48.703
ENSG00000236754	ENSMUSG00000107971	ENST00000611039	ENSMUST00000204946	1	1	1	1	1	0	7.642	20.214
ENSG00000232023	ENSMUSG00000102750	ENST00000432481	ENSMUST00000193393	0	0	0	0	0	0	3.103	53.085
ENSG00000277135	ENSMUSG00000109021	ENST00000611343	ENSMUST00000207627	0	0	0	0	0	0	4.51	18.241
ENSG00000283096	ENSMUSG00000097136	ENST00000634547	ENSMUST00000180466	0	1	0	1	0	0	5.266	31.375
ENSG00000260641	ENSMUSG00000104724	ENST00000569927	ENSMUST00000198292	0	0	0	0	0	0	3.761	17.263
ENSG00000267078	ENSMUSG00000086826	ENST00000588104	ENSMUST00000125269	1	1	1	0	0	0	6.67	71.429
ENSG00000263154	ENSMUSG00000085636	ENST00000574472	ENSMUST00000140273	0	0	0	0	0	0	3.453	35.898
ENSG00000265096	ENSMUSG00000086514	ENST00000581579	ENSMUST00000142751	0	0	0	0	0	0	3.034	10.472
