human gene	lizard gene	human transcript	lizard transcript	motif-pattern similarity score	gap penalty score
ENSG00000248019	XLOC_024055_liz	ENST00000500765	TCONS_00054429_liz	4.165	79.15
ENSG00000179219	XLOC_046308_liz	ENST00000366314	TCONS_00102821_liz	7.454	44.179
ENSG00000232633	XLOC_030701_liz	ENST00000416046	TCONS_00069290_liz	4.761	22.277
ENSG00000273391	XLOC_025592_liz	ENST00000608266	TCONS_00057515_liz	5.967	9.011
ENSG00000223774	XLOC_020996_liz	ENST00000458139	TCONS_00047077_liz	5.999	31.799
ENSG00000279273	XLOC_008775_liz	ENST00000624285	TCONS_00020227_liz	8.325	74.702
ENSG00000236618	XLOC_044226_liz	ENST00000425081	TCONS_00098322_liz	6.963	51.619
ENSG00000093100	XLOC_023577_liz	ENST00000476405	TCONS_00053221_liz	5.878	37.792
ENSG00000267801	XLOC_009003_liz	ENST00000586076	TCONS_00020820_liz	6.428	31.401
ENSG00000234279	XLOC_005204_liz	ENST00000448543	TCONS_00012026_liz	5	40.765
ENSG00000272977	XLOC_046536_liz	ENST00000609475	TCONS_00103248_liz	4.052	25.851
ENSG00000279187	XLOC_011889_liz	ENST00000624065	TCONS_00027256_liz	4.275	57.986
ENSG00000204650	XLOC_029421_liz	ENST00000455565	TCONS_00066275_liz	5.737	44.351
ENSG00000280424	XLOC_026440_liz	ENST00000624893	TCONS_00052666_liz	7.039	17.566
ENSG00000274627	XLOC_047369_liz	ENST00000611189	TCONS_00105234_liz	5.354	51.454
ENSG00000267735	XLOC_038957_liz	ENST00000592400	TCONS_00086823_liz	3.63	16.093
ENSG00000278831	XLOC_017096_liz	ENST00000621254	TCONS_00038631_liz	3.783	41.204
ENSG00000099869	XLOC_004612_liz	ENST00000381363	TCONS_00010605_liz	5.133	111.912
ENSG00000254631	XLOC_039635_liz	ENST00000531906	TCONS_00088288_liz	4.563	46.024
ENSG00000265204	XLOC_019623_liz	ENST00000578443	TCONS_00044071_liz	3.258	21.977
ENSG00000246448	XLOC_026913_liz	ENST00000499587	TCONS_00060233_liz	5.15	18.166
ENSG00000231057	XLOC_003285_liz	ENST00000421933	TCONS_00007965_liz	5.763	45.521
ENSG00000259834	XLOC_020810_liz	ENST00000566942	TCONS_00046641_liz	5.779	83.166
ENSG00000214039	XLOC_029916_liz	ENST00000567788	TCONS_00067547_liz	10.761	20.187
ENSG00000272368	XLOC_011739_liz	ENST00000548468	TCONS_00026908_liz	9.508	17.819
ENSG00000203721	XLOC_033570_liz	ENST00000367355	TCONS_00075127_liz	5.487	46.017
ENSG00000280117	XLOC_030011_liz	ENST00000623279	TCONS_00067836_liz	11.953	39.648
ENSG00000280007	XLOC_025554_liz	ENST00000623543	TCONS_00057364_liz	5.58	60.302
ENSG00000228008	XLOC_012765_liz	ENST00000424174	TCONS_00029250_liz	4.553	49.452
ENSG00000279726	XLOC_020162_liz	ENST00000624176	TCONS_00045069_liz	4.945	36.783
ENSG00000277879	XLOC_032971_liz	ENST00000614747	TCONS_00073855_liz	5.626	20.92
ENSG00000235989	XLOC_045075_liz	ENST00000441558	TCONS_00100065_liz	3.897	17.521
ENSG00000280381	XLOC_029965_liz	ENST00000624878	TCONS_00067682_liz	3.389	48.833
ENSG00000258199	XLOC_036788_liz	ENST00000553176	TCONS_00082278_liz	4.787	21.886
ENSG00000279996	XLOC_053938_liz	ENST00000623029	TCONS_00121048_liz	5.057	52.461
ENSG00000246174	XLOC_041909_liz	ENST00000500113	TCONS_00093319_liz	5.193	53.086
ENSG00000259782	XLOC_053885_liz	ENST00000561624	TCONS_00120918_liz	3.994	37.249
ENSG00000273521	XLOC_014346_liz	ENST00000617191	TCONS_00033232_liz	5.954	8.27
ENSG00000259357	XLOC_052903_liz	ENST00000560481	TCONS_00118395_liz	4.878	65.532
ENSG00000274367	XLOC_053388_liz	ENST00000621689	TCONS_00119646_liz	6.519	40.613
ENSG00000226349	XLOC_003456_liz	ENST00000428148	TCONS_00008310_liz	3.943	17.234
ENSG00000224592	XLOC_045406_liz	ENST00000432922	TCONS_00100774_liz	5.705	30.825
ENSG00000265784	XLOC_028444_liz	ENST00000580121	TCONS_00063984_liz	5.886	9.487
ENSG00000214353	XLOC_048766_liz	ENST00000562507	TCONS_00108526_liz	7.778	37.62
ENSG00000278918	XLOC_029537_liz	ENST00000623156	TCONS_00066515_liz	5.658	46.933
ENSG00000231177	XLOC_009716_liz	ENST00000475197	TCONS_00022500_liz	7.84	24.524
ENSG00000260060	XLOC_048225_liz	ENST00000565152	TCONS_00107132_liz	5.269	29.127
ENSG00000273209	XLOC_033219_liz	ENST00000608741	TCONS_00074439_liz	5.115	60.992
ENSG00000254554	XLOC_000881_liz	ENST00000526906	TCONS_00002761_liz	9.44	32.936
ENSG00000267698	XLOC_038165_liz	ENST00000586962	TCONS_00085007_liz	5.533	59.636
ENSG00000271869	XLOC_037035_liz	ENST00000607315	TCONS_00082748_liz	6.544	51.083
ENSG00000261924	XLOC_008774_liz	ENST00000573602	TCONS_00020217_liz	4.097	37.032
ENSG00000181800	XLOC_025445_liz	ENST00000379256	TCONS_00057064_liz	4.885	8.078
ENSG00000268262	XLOC_030477_liz	ENST00000601911	TCONS_00068723_liz	9.004	79.844
ENSG00000258819	XLOC_000289_liz	ENST00000557526	TCONS_00001431_liz	6.239	18.028
ENSG00000180869	XLOC_031236_liz	ENST00000370624	TCONS_00070350_liz	5.469	51.076
ENSG00000240291	XLOC_027634_liz	ENST00000436485	TCONS_00062051_liz	7.94	39.101
ENSG00000205913	XLOC_054146_liz	ENST00000571305	TCONS_00121594_liz	6.426	33.229
ENSG00000250838	XLOC_029625_liz	ENST00000505903	TCONS_00066756_liz	5.704	11.679
ENSG00000275120	XLOC_053489_liz	ENST00000618330	TCONS_00119938_liz	5.984	22.011
ENSG00000259267	XLOC_016934_liz	ENST00000560700	TCONS_00038308_liz	4.885	34.441
ENSG00000277013	XLOC_055074_liz	ENST00000610908	TCONS_00123973_liz	7.471	33.086
ENSG00000230174	XLOC_013521_liz	ENST00000430364	TCONS_00030849_liz	7.654	50.324
ENSG00000237021	XLOC_006181_liz	ENST00000448740	TCONS_00013863_liz	4.403	71.341
ENSG00000263271	XLOC_008754_liz	ENST00000572590	TCONS_00020145_liz	8.751	28.614
ENSG00000272763	XLOC_029627_liz	ENST00000608940	TCONS_00066760_liz	3.936	39.285
ENSG00000275431	XLOC_045804_liz	ENST00000612584	TCONS_00101947_liz	3.777	30.854
ENSG00000259583	XLOC_043819_liz	ENST00000560351	TCONS_00097487_liz	5.348	61.613
ENSG00000254933	XLOC_039650_liz	ENST00000527314	TCONS_00088325_liz	4.141	100.662
ENSG00000224730	XLOC_038410_liz	ENST00000456337	TCONS_00085528_liz	7.074	17.378
ENSG00000268654	XLOC_040415_liz	ENST00000599641	TCONS_00089782_liz	4.603	29.492
ENSG00000260664	XLOC_047256_liz	ENST00000564508	TCONS_00104987_liz	3.985	74.575
ENSG00000279801	XLOC_008935_liz	ENST00000624282	TCONS_00020649_liz	7.164	38.892
ENSG00000240015	XLOC_042017_liz	ENST00000476186	TCONS_00093604_liz	7.486	23.09
ENSG00000233429	XLOC_038153_liz	ENST00000434063	TCONS_00084984_liz	6.926	13.466
ENSG00000226397	XLOC_023506_liz	ENST00000549262	TCONS_00053077_liz	9.834	38.242
ENSG00000247903	XLOC_024530_liz	ENST00000500632	TCONS_00055357_liz	5.268	17.612
ENSG00000234553	XLOC_007312_liz	ENST00000431789	TCONS_00016809_liz	5.461	17.956
ENSG00000261879	XLOC_050448_liz	ENST00000575601	TCONS_00112308_liz	3.921	32.265
ENSG00000215386	XLOC_018362_liz	ENST00000435697	TCONS_00040923_liz	3.874	94.045
ENSG00000205959	XLOC_035577_liz	ENST00000382488	TCONS_00079445_liz	5.022	40.456
ENSG00000259605	XLOC_049484_liz	ENST00000559756	TCONS_00110219_liz	6.724	54.798
ENSG00000269825	XLOC_040412_liz	ENST00000598322	TCONS_00089790_liz	7.606	48.324
ENSG00000262831	XLOC_012206_liz	ENST00000576784	TCONS_00028050_liz	6.32	11.402
ENSG00000255191	XLOC_004385_liz	ENST00000534086	TCONS_00010152_liz	4.262	86.35
ENSG00000272808	XLOC_043796_liz	ENST00000431060	TCONS_00097452_liz	3.914	70.385
ENSG00000269609	XLOC_031580_liz	ENST00000596045	TCONS_00070949_liz	4.283	19.478
ENSG00000279770	XLOC_017661_liz	ENST00000625151	TCONS_00039543_liz	4.644	31.471
ENSG00000253352	XLOC_045076_liz	ENST00000519077	TCONS_00100101_liz	4.956	74.506
ENSG00000258017	XLOC_008687_liz	ENST00000547712	TCONS_00019972_liz	3.675	42.304
ENSG00000270605	XLOC_052434_liz	ENST00000604716	TCONS_00117236_liz	6.329	29.166
ENSG00000273267	XLOC_035589_liz	ENST00000608962	TCONS_00079470_liz	4.444	47.807
ENSG00000234608	XLOC_038648_liz	ENST00000442119	TCONS_00086068_liz	4.899	87.813
ENSG00000230551	XLOC_009153_liz	ENST00000499521	TCONS_00021210_liz	5.663	18.695
ENSG00000251387	XLOC_020219_liz	ENST00000506892	TCONS_00045173_liz	5.912	56.71
ENSG00000281358	XLOC_009608_liz	ENST00000629828	TCONS_00022262_liz	5.41	24.725
ENSG00000233108	XLOC_028905_liz	ENST00000428660	TCONS_00065137_liz	3.583	53.924
ENSG00000274554	XLOC_030046_liz	ENST00000617795	TCONS_00067527_liz	5.373	36.199
ENSG00000242207	XLOC_028472_liz	ENST00000480386	TCONS_00064068_liz	4.257	55.192
ENSG00000249007	XLOC_020996_liz	ENST00000504773	TCONS_00047077_liz	4.317	68.048
ENSG00000233214	XLOC_048171_liz	ENST00000413796	TCONS_00106959_liz	4.8	68.66
ENSG00000274993	XLOC_054198_liz	ENST00000610769	TCONS_00121698_liz	4.535	21.113
ENSG00000258520	XLOC_040776_liz	ENST00000556316	TCONS_00090672_liz	6.215	18.757
ENSG00000146521	XLOC_003091_liz	ENST00000366822	TCONS_00007494_liz	5.524	12.617
ENSG00000226416	XLOC_000988_liz	ENST00000419080	TCONS_00003008_liz	4.729	35.819
ENSG00000267650	XLOC_031802_liz	ENST00000592332	TCONS_00071470_liz	9.094	23.094
ENSG00000267121	XLOC_028324_liz	ENST00000591365	TCONS_00063609_liz	7.087	31.14
ENSG00000257379	XLOC_008320_liz	ENST00000547717	TCONS_00018948_liz	11.823	35.724
ENSG00000279199	XLOC_029522_liz	ENST00000623793	TCONS_00066500_liz	5.6	80.166
ENSG00000255857	XLOC_041959_liz	ENST00000542314	TCONS_00093463_liz	5.892	43.286
ENSG00000267872	XLOC_045658_liz	ENST00000599810	TCONS_00101488_liz	4.612	60.235
ENSG00000206567	XLOC_037981_liz	ENST00000429065	TCONS_00084659_liz	7.719	20.973
ENSG00000226696	XLOC_041413_liz	ENST00000416022	TCONS_00092229_liz	4.951	70.913
ENSG00000276075	XLOC_055127_liz	ENST00000621378	TCONS_00124157_liz	4.441	51.598
ENSG00000205971	XLOC_041245_liz	ENST00000382528	TCONS_00091816_liz	5.761	48.012
ENSG00000254034	XLOC_041637_liz	ENST00000520055	TCONS_00092750_liz	4.941	99.387
ENSG00000228008	XLOC_012709_liz	ENST00000419183	TCONS_00029144_liz	4	10.677
ENSG00000180861	XLOC_044361_liz	ENST00000531049	TCONS_00098655_liz	8.474	33.33
ENSG00000248986	XLOC_035586_liz	ENST00000503186	TCONS_00079460_liz	5.631	20.62
ENSG00000266717	XLOC_037232_liz	ENST00000577385	TCONS_00083170_liz	3.437	49.534
ENSG00000250007	XLOC_004045_liz	ENST00000503496	TCONS_00009450_liz	4.609	5.5
ENSG00000231873	XLOC_034705_liz	ENST00000412811	TCONS_00077518_liz	4.789	20.372
ENSG00000253737	XLOC_021447_liz	ENST00000518090	TCONS_00048079_liz	4.608	24.218
ENSG00000275665	XLOC_028455_liz	ENST00000620144	TCONS_00064017_liz	5.166	59.239
ENSG00000232406	XLOC_023165_liz	ENST00000441208	TCONS_00051933_liz	4.4	39.516
ENSG00000271862	XLOC_010701_liz	ENST00000607625	TCONS_00024764_liz	6.91	60.342
ENSG00000280029	XLOC_022300_liz	ENST00000624424	TCONS_00049927_liz	8.321	32.636
ENSG00000179743	XLOC_050379_liz	ENST00000317122	TCONS_00112172_liz	6.295	44.291
ENSG00000228630	XLOC_036631_liz	ENST00000453875	TCONS_00081889_liz	5.56	34.98
ENSG00000237063	XLOC_023156_liz	ENST00000433587	TCONS_00051917_liz	5.722	76.888
ENSG00000228939	XLOC_038885_liz	ENST00000417120	TCONS_00086622_liz	6.353	28.46
ENSG00000280213	XLOC_023403_liz	ENST00000623569	TCONS_00052377_liz	5.536	40.872
ENSG00000205018	XLOC_047377_liz	ENST00000378347	TCONS_00105247_liz	4.652	24.718
ENSG00000254109	XLOC_037027_liz	ENST00000519753	TCONS_00082734_liz	7.156	17.029
ENSG00000259289	XLOC_046771_liz	ENST00000558436	TCONS_00103830_liz	4.409	54.672
ENSG00000245149	XLOC_019156_liz	ENST00000499418	TCONS_00043120_liz	5.592	135.894
ENSG00000235236	XLOC_012679_liz	ENST00000415982	TCONS_00029020_liz	4.893	19.71
ENSG00000280187	XLOC_010598_liz	ENST00000624833	TCONS_00024549_liz	10.346	56.847
ENSG00000263412	XLOC_029622_liz	ENST00000578660	TCONS_00066745_liz	11.634	76.641
ENSG00000281128	XLOC_043401_liz	ENST00000627688	TCONS_00096614_liz	8.457	55.366
ENSG00000224514	XLOC_009887_liz	ENST00000419618	TCONS_00022948_liz	3.737	35.096
ENSG00000272588	XLOC_032238_liz	ENST00000607877	TCONS_00072375_liz	5.189	70.825
ENSG00000255311	XLOC_019039_liz	ENST00000533101	TCONS_00042273_liz	5.706	19.214
ENSG00000271434	XLOC_017108_liz	ENST00000440536	TCONS_00038647_liz	5.467	44.233
ENSG00000233101	XLOC_029625_liz	ENST00000467155	TCONS_00066751_liz	8.83	54.293
ENSG00000230955	XLOC_045406_liz	ENST00000419993	TCONS_00100774_liz	6.259	19.833
ENSG00000255471	XLOC_016236_liz	ENST00000528660	TCONS_00036774_liz	6.555	52.599
ENSG00000267439	XLOC_038223_liz	ENST00000591091	TCONS_00085103_liz	7.215	48.896
ENSG00000236340	XLOC_024288_liz	ENST00000413812	TCONS_00054949_liz	4.156	32.692
ENSG00000279757	XLOC_047284_liz	ENST00000623805	TCONS_00105054_liz	7.755	34.563
ENSG00000250133	XLOC_008344_liz	ENST00000513533	TCONS_00019004_liz	4.041	25.995
ENSG00000261437	XLOC_021518_liz	ENST00000562760	TCONS_00048184_liz	7.078	60.549
ENSG00000258515	XLOC_036748_liz	ENST00000555435	TCONS_00082202_liz	6.668	64.992
ENSG00000223469	XLOC_006787_liz	ENST00000451910	TCONS_00015077_liz	3.988	67.324
ENSG00000279369	XLOC_029373_liz	ENST00000623228	TCONS_00066098_liz	4.735	22.984
ENSG00000282759	XLOC_002169_liz	ENST00000633456	TCONS_00005534_liz	5.743	32.041
ENSG00000245532	XLOC_055871_liz	ENST00000501122	TCONS_00126192_liz	18.334	29.11
ENSG00000248429	XLOC_027050_liz	ENST00000503611	TCONS_00060482_liz	5.892	45.521
ENSG00000280092	XLOC_047286_liz	ENST00000623314	TCONS_00105057_liz	5.998	52.681
ENSG00000280143	XLOC_048387_liz	ENST00000624094	TCONS_00107553_liz	7.584	73.427
ENSG00000249425	XLOC_027016_liz	ENST00000512652	TCONS_00060410_liz	4.147	27.088
ENSG00000198468	XLOC_006952_liz	ENST00000356684	TCONS_00015412_liz	3.981	39.64
ENSG00000260599	XLOC_045691_liz	ENST00000562262	TCONS_00101639_liz	6.195	13.874
ENSG00000231977	XLOC_023355_liz	ENST00000423020	TCONS_00052266_liz	3.842	43.994
ENSG00000279334	XLOC_030012_liz	ENST00000624271	TCONS_00067840_liz	5.451	72.984
ENSG00000277170	XLOC_048275_liz	ENST00000614983	TCONS_00107294_liz	4.745	23.575
ENSG00000267506	XLOC_008935_liz	ENST00000591283	TCONS_00020649_liz	3.548	51.762
ENSG00000260572	XLOC_013731_liz	ENST00000566372	TCONS_00031907_liz	5.105	83.406
ENSG00000268895	XLOC_040490_liz	ENST00000595302	TCONS_00090038_liz	5.245	18.072
ENSG00000255946	XLOC_041961_liz	ENST00000542620	TCONS_00093470_liz	4.72	41.35
ENSG00000243069	XLOC_013785_liz	ENST00000467912	TCONS_00032027_liz	6.963	34.207
ENSG00000251249	XLOC_025083_liz	ENST00000515329	TCONS_00056428_liz	4.308	21.892
ENSG00000225083	XLOC_014950_liz	ENST00000419199	TCONS_00034276_liz	4.472	127.677
ENSG00000270604	XLOC_010211_liz	ENST00000453558	TCONS_00023690_liz	3.912	60.413
ENSG00000273137	XLOC_026271_liz	ENST00000608016	TCONS_00059052_liz	5.649	98.811
ENSG00000229950	XLOC_033322_liz	ENST00000443546	TCONS_00074661_liz	6.915	68.656
ENSG00000224424	XLOC_013263_liz	ENST00000435419	TCONS_00030227_liz	6.302	65.263
ENSG00000233705	XLOC_024578_liz	ENST00000440512	TCONS_00055476_liz	6.209	71.579
ENSG00000260233	XLOC_053120_liz	ENST00000623234	TCONS_00118956_liz	8.035	93.541
ENSG00000256742	XLOC_045332_liz	ENST00000541574	TCONS_00100589_liz	3.59	60.006
ENSG00000250751	XLOC_029627_liz	ENST00000512720	TCONS_00066760_liz	8.063	52.382
ENSG00000265800	XLOC_009026_liz	ENST00000584339	TCONS_00020891_liz	3.657	16.422
ENSG00000234431	XLOC_047082_liz	ENST00000434645	TCONS_00104530_liz	4.498	64.597
ENSG00000267353	XLOC_054433_liz	ENST00000588717	TCONS_00122335_liz	3.944	55.507
ENSG00000274215	XLOC_044160_liz	ENST00000614509	TCONS_00098160_liz	7.307	22.155
ENSG00000267219	XLOC_052826_liz	ENST00000591311	TCONS_00118199_liz	6.892	18.186
ENSG00000267152	XLOC_030360_liz	ENST00000588040	TCONS_00068464_liz	6.644	19.235
ENSG00000268030	XLOC_031877_liz	ENST00000597411	TCONS_00071608_liz	5.267	70.403
ENSG00000227640	XLOC_014679_liz	ENST00000438290	TCONS_00033770_liz	9.461	48.121
ENSG00000261763	XLOC_013919_liz	ENST00000563865	TCONS_00032306_liz	3.867	12.728
ENSG00000266473	XLOC_036508_liz	ENST00000585193	TCONS_00081643_liz	12.405	17.592
ENSG00000258593	XLOC_000077_liz	ENST00000553344	TCONS_00000989_liz	3.865	43.744
ENSG00000260852	XLOC_034422_liz	ENST00000563777	TCONS_00076982_liz	8.703	80.81
ENSG00000260136	XLOC_054890_liz	ENST00000565747	TCONS_00123472_liz	4.424	59.26
ENSG00000271811	XLOC_039762_liz	ENST00000606154	TCONS_00088534_liz	4.685	28.862
ENSG00000257935	XLOC_041983_liz	ENST00000551357	TCONS_00093523_liz	5.399	28.969
ENSG00000275389	XLOC_030034_liz	ENST00000621669	TCONS_00067888_liz	7.609	14.693
ENSG00000263218	XLOC_008763_liz	ENST00000576215	TCONS_00020160_liz	4.79	36.943
ENSG00000260417	XLOC_046308_liz	ENST00000567093	TCONS_00102821_liz	10.882	41.885
ENSG00000275936	XLOC_041961_liz	ENST00000617183	TCONS_00093470_liz	5.986	34.054
ENSG00000262580	XLOC_008790_liz	ENST00000576824	TCONS_00020254_liz	3.544	26.413
ENSG00000225762	XLOC_036466_liz	ENST00000420876	TCONS_00081557_liz	5.505	51.114
ENSG00000278936	XLOC_020162_liz	ENST00000624089	TCONS_00045066_liz	5.557	29.192
ENSG00000233360	XLOC_025694_liz	ENST00000456099	TCONS_00057770_liz	5.213	15.017
ENSG00000227301	XLOC_043401_liz	ENST00000449144	TCONS_00096614_liz	7.082	38.991
ENSG00000272183	XLOC_049692_liz	ENST00000606287	TCONS_00110738_liz	5.478	73.967
ENSG00000256364	XLOC_041959_liz	ENST00000535720	TCONS_00093462_liz	3.499	17.54
ENSG00000274653	XLOC_038378_liz	ENST00000611264	TCONS_00085407_liz	5.449	40.066
ENSG00000225439	XLOC_049678_liz	ENST00000529783	TCONS_00110703_liz	3.38	13.528
ENSG00000250170	XLOC_016568_liz	ENST00000507770	TCONS_00037496_liz	3.349	93.531
ENSG00000261241	XLOC_034929_liz	ENST00000567534	TCONS_00077994_liz	4.472	21.568
ENSG00000279246	XLOC_035463_liz	ENST00000623765	TCONS_00079138_liz	5.01	36.513
ENSG00000279187	XLOC_008796_liz	ENST00000624065	TCONS_00020273_liz	5.146	91.995
ENSG00000236535	XLOC_022217_liz	ENST00000421851	TCONS_00049636_liz	4.054	119.017
ENSG00000205866	XLOC_004615_liz	ENST00000538190	TCONS_00010625_liz	4.167	11.023
ENSG00000277151	XLOC_018783_liz	ENST00000617901	TCONS_00041730_liz	5.94	46.535
ENSG00000272791	XLOC_031495_liz	ENST00000609434	TCONS_00070799_liz	5.252	22.952
ENSG00000279488	XLOC_055956_liz	ENST00000624592	TCONS_00126432_liz	4.228	17.727
ENSG00000267890	XLOC_042670_liz	ENST00000600998	TCONS_00095032_liz	3.545	58.281
ENSG00000246985	XLOC_023895_liz	ENST00000499137	TCONS_00054084_liz	8.441	26.147
ENSG00000267790	XLOC_008935_liz	ENST00000593118	TCONS_00020649_liz	7.773	49.287
ENSG00000277449	XLOC_023283_liz	ENST00000613921	TCONS_00052150_liz	10.427	38.876
ENSG00000256124	XLOC_037121_liz	ENST00000472655	TCONS_00082921_liz	3.863	88.914
ENSG00000234948	XLOC_034814_liz	ENST00000428009	TCONS_00077785_liz	4.373	18.097
ENSG00000249096	XLOC_024851_liz	ENST00000617323	TCONS_00056039_liz	6.769	50.611
ENSG00000251442	XLOC_027303_liz	ENST00000503539	TCONS_00061020_liz	4.693	63.377
ENSG00000273759	XLOC_023334_liz	ENST00000619319	TCONS_00052243_liz	4.35	33.563
ENSG00000267263	XLOC_008802_liz	ENST00000585369	TCONS_00020294_liz	6.616	40.139
ENSG00000275542	XLOC_008763_liz	ENST00000622907	TCONS_00020160_liz	4.93	65.512
ENSG00000249131	XLOC_020216_liz	ENST00000515306	TCONS_00045170_liz	5.749	41.061
ENSG00000235885	XLOC_001693_liz	ENST00000452716	TCONS_00004649_liz	5.632	38.463
ENSG00000272874	XLOC_042355_liz	ENST00000608495	TCONS_00094420_liz	5.107	61.175
ENSG00000233978	XLOC_035202_liz	ENST00000438736	TCONS_00078556_liz	5.941	30.197
ENSG00000227392	XLOC_038231_liz	ENST00000392227	TCONS_00085128_liz	9.686	27.421
ENSG00000237380	XLOC_042745_liz	ENST00000440016	TCONS_00095215_liz	3.907	85.046
ENSG00000269194	XLOC_029720_liz	ENST00000600669	TCONS_00067056_liz	4.784	26.533
ENSG00000239569	XLOC_026579_liz	ENST00000453677	TCONS_00059636_liz	14.436	22.65
ENSG00000267474	XLOC_008831_liz	ENST00000589702	TCONS_00020407_liz	6.583	21.951
ENSG00000279136	XLOC_048289_liz	ENST00000623562	TCONS_00107320_liz	5.441	37.272
ENSG00000273356	XLOC_009624_liz	ENST00000609204	TCONS_00022298_liz	4.498	17.713
ENSG00000255092	XLOC_004245_liz	ENST00000532524	TCONS_00009923_liz	4.178	35.532
ENSG00000268287	XLOC_004540_liz	ENST00000599209	TCONS_00010464_liz	6.991	16.016
ENSG00000254639	XLOC_004275_liz	ENST00000530049	TCONS_00009961_liz	5.337	35.077
ENSG00000225733	XLOC_013017_liz	ENST00000424349	TCONS_00029798_liz	6.108	47.397
ENSG00000262468	XLOC_053650_liz	ENST00000571970	TCONS_00120348_liz	7.254	43.007
ENSG00000262001	XLOC_021869_liz	ENST00000572856	TCONS_00048971_liz	6.215	87.481
ENSG00000235979	XLOC_050555_liz	ENST00000609249	TCONS_00112585_liz	5.415	44.089
ENSG00000273066	XLOC_055983_liz	ENST00000415992	TCONS_00126542_liz	11.009	49.143
ENSG00000278915	XLOC_022300_liz	ENST00000624566	TCONS_00049928_liz	4.339	35.003
ENSG00000259881	XLOC_047379_liz	ENST00000565053	TCONS_00105250_liz	4.958	36.928
ENSG00000270344	XLOC_025861_liz	ENST00000605233	TCONS_00058155_liz	5.198	32.696
ENSG00000230148	XLOC_028467_liz	ENST00000502764	TCONS_00064050_liz	6.606	31.292
ENSG00000204754	XLOC_012651_liz	ENST00000377300	TCONS_00028973_liz	4.867	19.053
ENSG00000277440	XLOC_051729_liz	ENST00000616838	TCONS_00115585_liz	5.334	8.206
ENSG00000226252	XLOC_036486_liz	ENST00000422216	TCONS_00081584_liz	10.501	70.466
ENSG00000263718	XLOC_011927_liz	ENST00000582422	TCONS_00027358_liz	3.985	39.947
ENSG00000230551	XLOC_012261_liz	ENST00000499521	TCONS_00028175_liz	7.145	23.476
ENSG00000249318	XLOC_030881_liz	ENST00000511981	TCONS_00069627_liz	4.796	24.621
ENSG00000268403	XLOC_000893_liz	ENST00000596206	TCONS_00002813_liz	3.493	31.289
ENSG00000240219	XLOC_022859_liz	ENST00000444037	TCONS_00051181_liz	4.103	38.455
ENSG00000283314	XLOC_042408_liz	ENST00000637313	TCONS_00094529_liz	4.486	35.784
ENSG00000187904	XLOC_020233_liz	ENST00000441093	TCONS_00045230_liz	7.167	38.383
ENSG00000250133	XLOC_008341_liz	ENST00000604081	TCONS_00018995_liz	4.924	56.714
ENSG00000246982	XLOC_043744_liz	ENST00000526611	TCONS_00097328_liz	4.92	27.806
ENSG00000254369	XLOC_038125_liz	ENST00000518848	TCONS_00084942_liz	8.673	55.735
ENSG00000261623	XLOC_046829_liz	ENST00000561523	TCONS_00103917_liz	5.318	37.601
ENSG00000267432	XLOC_008938_liz	ENST00000588565	TCONS_00020655_liz	7.53	74.553
ENSG00000250548	XLOC_000075_liz	ENST00000508827	TCONS_00000982_liz	6.955	109.334
ENSG00000269091	XLOC_028574_liz	ENST00000599914	TCONS_00064308_liz	4.846	14.325
ENSG00000205740	XLOC_028690_liz	ENST00000381466	TCONS_00064577_liz	10.972	66.785
ENSG00000276259	XLOC_052824_liz	ENST00000622896	TCONS_00118193_liz	6.601	95.065
ENSG00000259330	XLOC_037554_liz	ENST00000560415	TCONS_00083815_liz	4.718	49.303
ENSG00000255050	XLOC_055809_liz	ENST00000531730	TCONS_00126038_liz	6.692	68.22
ENSG00000278915	XLOC_020162_liz	ENST00000624566	TCONS_00045065_liz	12.039	22.635
ENSG00000170919	XLOC_044290_liz	ENST00000618947	TCONS_00098479_liz	3.887	21.252
ENSG00000255328	XLOC_000988_liz	ENST00000524824	TCONS_00003012_liz	7.31	57.159
ENSG00000225075	XLOC_020948_liz	ENST00000421943	TCONS_00046997_liz	4.433	62.983
ENSG00000269220	XLOC_025523_liz	ENST00000600723	TCONS_00057284_liz	6.132	72.688
ENSG00000269792	XLOC_030354_liz	ENST00000594676	TCONS_00068451_liz	4.27	126.29
ENSG00000238184	XLOC_004564_liz	ENST00000413483	TCONS_00010530_liz	3.685	55.609
ENSG00000261798	XLOC_047205_liz	ENST00000566366	TCONS_00104871_liz	6.36	51.66
ENSG00000257605	XLOC_011419_liz	ENST00000550263	TCONS_00026223_liz	3.289	31.565
ENSG00000247137	XLOC_016254_liz	ENST00000624533	TCONS_00036852_liz	7.58	33.708
ENSG00000253508	XLOC_038153_liz	ENST00000523331	TCONS_00084984_liz	5.426	41.002
ENSG00000264647	XLOC_056772_liz	ENST00000584986	TCONS_00128317_liz	6.806	27.042
ENSG00000267580	XLOC_048073_liz	ENST00000589932	TCONS_00106771_liz	6.705	39.484
ENSG00000214145	XLOC_048467_liz	ENST00000414120	TCONS_00107753_liz	8.877	51.215
ENSG00000153363	XLOC_003283_liz	ENST00000423222	TCONS_00007964_liz	5.023	48.943
ENSG00000243902	XLOC_025697_liz	ENST00000452946	TCONS_00057778_liz	4.039	52.034
ENSG00000248859	XLOC_048511_liz	ENST00000512115	TCONS_00107862_liz	4.302	33.03
