human gene	frog gene	human transcript	frog transcript	motif-pattern similarity score	gap penalty score
ENSG00000280087	XLOC_005377_frg	ENST00000623895	TCONS_00017149_frg	7.538	92.102
ENSG00000280003	XLOC_018608_frg	ENST00000624096	TCONS_00058986_frg	3.896	23.948
ENSG00000280402	XLOC_025574_frg	ENST00000625130	TCONS_00081565_frg	6.736	34.042
ENSG00000232907	XLOC_027942_frg	ENST00000439595	TCONS_00089516_frg	3.091	29.286
ENSG00000279361	XLOC_034741_frg	ENST00000623200	TCONS_00110081_frg	5.041	32.845
ENSG00000228395	XLOC_021643_frg	ENST00000434999	TCONS_00069116_frg	9.133	60.49
ENSG00000231177	XLOC_013579_frg	ENST00000538717	TCONS_00043337_frg	5.087	25.807
ENSG00000260482	XLOC_025585_frg	ENST00000566996	TCONS_00081591_frg	6.43	77.075
ENSG00000271199	XLOC_023326_frg	ENST00000603360	TCONS_00074525_frg	3.89	10.344
ENSG00000225399	XLOC_017289_frg	ENST00000622888	TCONS_00055049_frg	4.915	95.47
ENSG00000279878	XLOC_010613_frg	ENST00000623008	TCONS_00033843_frg	12.468	41.879
ENSG00000273247	XLOC_003926_frg	ENST00000610159	TCONS_00012250_frg	6.021	44.391
ENSG00000233008	XLOC_011540_frg	ENST00000417975	TCONS_00036670_frg	4.205	94.684
ENSG00000228812	XLOC_027782_frg	ENST00000456721	TCONS_00088995_frg	5.759	60.455
ENSG00000272892	XLOC_019147_frg	ENST00000610279	TCONS_00060896_frg	6.88	20.822
ENSG00000276272	XLOC_006774_frg	ENST00000610448	TCONS_00021492_frg	3.882	58.739
ENSG00000230002	XLOC_002177_frg	ENST00000441587	TCONS_00006943_frg	7.22	41.993
ENSG00000273189	XLOC_021239_frg	ENST00000595815	TCONS_00067492_frg	5.464	22.822
ENSG00000270605	XLOC_004373_frg	ENST00000604716	TCONS_00013990_frg	7.918	25.642
ENSG00000278887	XLOC_030946_frg	ENST00000624024	TCONS_00099505_frg	7.012	20.27
ENSG00000274695	XLOC_002693_frg	ENST00000611714	TCONS_00008540_frg	4.36	19.384
ENSG00000279330	XLOC_026772_frg	ENST00000622989	TCONS_00085596_frg	6.435	17.117
ENSG00000279907	XLOC_010966_frg	ENST00000624587	TCONS_00034779_frg	7.732	73.622
ENSG00000259230	XLOC_022596_frg	ENST00000559946	TCONS_00072012_frg	5.223	47.403
ENSG00000197595	XLOC_005349_frg	ENST00000623100	TCONS_00017050_frg	3.222	23.224
ENSG00000241388	XLOC_000571_frg	ENST00000535301	TCONS_00002070_frg	3.335	54.711
ENSG00000261924	XLOC_021379_frg	ENST00000576234	TCONS_00068102_frg	6.247	56.472
ENSG00000231024	XLOC_009044_frg	ENST00000415342	TCONS_00029131_frg	6.029	52.912
ENSG00000237637	XLOC_005416_frg	ENST00000428419	TCONS_00017234_frg	8.062	39.384
ENSG00000227744	XLOC_025292_frg	ENST00000455228	TCONS_00080720_frg	4.392	52.784
ENSG00000260940	XLOC_010738_frg	ENST00000561748	TCONS_00034215_frg	3.437	19.399
ENSG00000268603	XLOC_025983_frg	ENST00000601508	TCONS_00082909_frg	5.013	73.88
ENSG00000214650	XLOC_000472_frg	ENST00000543970	TCONS_00001665_frg	7.088	70.198
ENSG00000228271	XLOC_014890_frg	ENST00000440556	TCONS_00047772_frg	3.612	34.26
ENSG00000268006	XLOC_020051_frg	ENST00000596521	TCONS_00063767_frg	7.472	36.919
ENSG00000274215	XLOC_007980_frg	ENST00000614509	TCONS_00025710_frg	5.015	42.469
ENSG00000264701	XLOC_027616_frg	ENST00000578239	TCONS_00088513_frg	4.449	28.24
ENSG00000261359	XLOC_026856_frg	ENST00000561916	TCONS_00085938_frg	4.403	98.094
ENSG00000279726	XLOC_008185_frg	ENST00000624712	TCONS_00026332_frg	5.555	55.427
ENSG00000248516	XLOC_002054_frg	ENST00000509015	TCONS_00006559_frg	3.619	45.45
ENSG00000261840	XLOC_029825_frg	ENST00000568500	TCONS_00095986_frg	5.214	46.035
ENSG00000255980	XLOC_010552_frg	ENST00000545202	TCONS_00033611_frg	3.301	63.037
ENSG00000272763	XLOC_027616_frg	ENST00000608940	TCONS_00088521_frg	5.743	38.136
ENSG00000258376	XLOC_022699_frg	ENST00000554614	TCONS_00072331_frg	7.577	28.75
ENSG00000246985	XLOC_009698_frg	ENST00000499137	TCONS_00031261_frg	4.615	21.994
ENSG00000260664	XLOC_012639_frg	ENST00000564508	TCONS_00040281_frg	4.888	59.643
ENSG00000261595	XLOC_003085_frg	ENST00000566195	TCONS_00009748_frg	5.159	90.813
ENSG00000205015	XLOC_010934_frg	ENST00000378340	TCONS_00034682_frg	6.396	42.631
ENSG00000263787	XLOC_028262_frg	ENST00000582246	TCONS_00090621_frg	5.685	73.241
ENSG00000273329	XLOC_008780_frg	ENST00000608694	TCONS_00028134_frg	5.227	26.989
ENSG00000230102	XLOC_013760_frg	ENST00000432154	TCONS_00044149_frg	5.052	49.972
ENSG00000225062	XLOC_025974_frg	ENST00000425481	TCONS_00082877_frg	3.692	68.533
ENSG00000235120	XLOC_011880_frg	ENST00000442384	TCONS_00037702_frg	5.784	38.462
ENSG00000262877	XLOC_020024_frg	ENST00000571724	TCONS_00063669_frg	4.724	41.548
ENSG00000271858	XLOC_011827_frg	ENST00000607121	TCONS_00037583_frg	6.26	33.912
ENSG00000204054	XLOC_023080_frg	ENST00000419300	TCONS_00073597_frg	10.819	31.722
ENSG00000265678	XLOC_021372_frg	ENST00000579979	TCONS_00068078_frg	3.471	52.58
ENSG00000267665	XLOC_027864_frg	ENST00000592572	TCONS_00089231_frg	4.914	84.06
ENSG00000231889	XLOC_014149_frg	ENST00000532226	TCONS_00045465_frg	4.624	36.548
ENSG00000262115	XLOC_021360_frg	ENST00000571085	TCONS_00068038_frg	6.31	55.972
ENSG00000178412	XLOC_016578_frg	ENST00000317008	TCONS_00052859_frg	4.984	100.071
ENSG00000246662	XLOC_016325_frg	ENST00000501400	TCONS_00052170_frg	3.922	21.96
ENSG00000224424	XLOC_017289_frg	ENST00000435419	TCONS_00055051_frg	5.734	65.483
ENSG00000257178	XLOC_027616_frg	ENST00000548801	TCONS_00088513_frg	5.814	33.383
ENSG00000268038	XLOC_013065_frg	ENST00000598042	TCONS_00041649_frg	7.364	50.476
ENSG00000272167	XLOC_015855_frg	ENST00000607258	TCONS_00050414_frg	6.679	83.309
ENSG00000229771	XLOC_027244_frg	ENST00000428495	TCONS_00087445_frg	5.574	53.373
ENSG00000235007	XLOC_023083_frg	ENST00000427080	TCONS_00073619_frg	3.644	63.619
ENSG00000278901	XLOC_008185_frg	ENST00000625195	TCONS_00026331_frg	10.632	37.72
ENSG00000262312	XLOC_026764_frg	ENST00000613210	TCONS_00085502_frg	6.113	60.392
ENSG00000230967	XLOC_020467_frg	ENST00000450669	TCONS_00064955_frg	5.251	26.605
ENSG00000263327	XLOC_002026_frg	ENST00000573308	TCONS_00006449_frg	5.294	61.574
ENSG00000269609	XLOC_020465_frg	ENST00000596045	TCONS_00064945_frg	3.339	74.496
ENSG00000254002	XLOC_008988_frg	ENST00000520375	TCONS_00028975_frg	4.642	53.652
ENSG00000236333	XLOC_009743_frg	ENST00000426250	TCONS_00031473_frg	4.098	36.851
ENSG00000214039	XLOC_002695_frg	ENST00000567788	TCONS_00008544_frg	8.018	9.546
ENSG00000175604	XLOC_025436_frg	ENST00000312019	TCONS_00081158_frg	10.396	43.242
ENSG00000268756	XLOC_022495_frg	ENST00000594558	TCONS_00071669_frg	3.597	87.22
ENSG00000279914	XLOC_002796_frg	ENST00000623814	TCONS_00008908_frg	6.528	60.265
ENSG00000258819	XLOC_023867_frg	ENST00000557526	TCONS_00075863_frg	6.645	69.406
ENSG00000234019	XLOC_023183_frg	ENST00000433646	TCONS_00073963_frg	8.569	49.12
ENSG00000226803	XLOC_032183_frg	ENST00000592038	TCONS_00103638_frg	4.767	75.313
ENSG00000225746	XLOC_022581_frg	ENST00000556637	TCONS_00071967_frg	5.021	35.978
ENSG00000243766	XLOC_018299_frg	ENST00000521028	TCONS_00057851_frg	4.969	54.868
ENSG00000205740	XLOC_017172_frg	ENST00000381466	TCONS_00054620_frg	7.361	75.039
ENSG00000226137	XLOC_021372_frg	ENST00000573167	TCONS_00068080_frg	5.881	61.241
ENSG00000260790	XLOC_026696_frg	ENST00000568827	TCONS_00085260_frg	6.72	37.359
ENSG00000260647	XLOC_026831_frg	ENST00000566532	TCONS_00085803_frg	3.33	30.397
ENSG00000278936	XLOC_008185_frg	ENST00000624089	TCONS_00026330_frg	7.068	17.425
ENSG00000231160	XLOC_001351_frg	ENST00000440181	TCONS_00004311_frg	4.122	72.957
ENSG00000269915	XLOC_011057_frg	ENST00000527021	TCONS_00035099_frg	4.341	29.567
ENSG00000277449	XLOC_028025_frg	ENST00000613921	TCONS_00089832_frg	9.431	29.12
ENSG00000182376	XLOC_012559_frg	ENST00000333666	TCONS_00040060_frg	5.61	16.983
ENSG00000261723	XLOC_025577_frg	ENST00000561764	TCONS_00081571_frg	4.756	9.859
ENSG00000231453	XLOC_024977_frg	ENST00000420866	TCONS_00079646_frg	7.647	19.131
ENSG00000279692	XLOC_033984_frg	ENST00000624417	TCONS_00108562_frg	7.947	113.512
ENSG00000267834	XLOC_021695_frg	ENST00000594418	TCONS_00069296_frg	4.45	17.933
ENSG00000257139	XLOC_008575_frg	ENST00000552324	TCONS_00027439_frg	4.067	36.59
ENSG00000204055	XLOC_023054_frg	ENST00000372490	TCONS_00073457_frg	9.605	46.55
ENSG00000153363	XLOC_013473_frg	ENST00000534914	TCONS_00043028_frg	7.899	50.967
ENSG00000256508	XLOC_010559_frg	ENST00000569428	TCONS_00033641_frg	9.551	70.331
ENSG00000260482	XLOC_025584_frg	ENST00000565266	TCONS_00081588_frg	4.828	19.462
ENSG00000236434	XLOC_011709_frg	ENST00000422306	TCONS_00037211_frg	5.424	60.8
ENSG00000233030	XLOC_022915_frg	ENST00000428289	TCONS_00073041_frg	4.116	30.499
ENSG00000228044	XLOC_015474_frg	ENST00000453568	TCONS_00049507_frg	4.441	65.803
ENSG00000241388	XLOC_000567_frg	ENST00000535301	TCONS_00002057_frg	6.085	41.09
ENSG00000259347	XLOC_007865_frg	ENST00000636067	TCONS_00025332_frg	4.04	20.845
ENSG00000272568	XLOC_018279_frg	ENST00000609389	TCONS_00057816_frg	7.573	53.755
ENSG00000253973	XLOC_010456_frg	ENST00000531592	TCONS_00033354_frg	8.196	46.666
ENSG00000276101	XLOC_021360_frg	ENST00000611259	TCONS_00068038_frg	6.329	65.866
ENSG00000258875	XLOC_022411_frg	ENST00000554096	TCONS_00071406_frg	7.763	50.555
ENSG00000258559	XLOC_023848_frg	ENST00000554532	TCONS_00075793_frg	7.364	83.651
ENSG00000279220	XLOC_026180_frg	ENST00000623040	TCONS_00083610_frg	9.485	35.226
ENSG00000260448	XLOC_026772_frg	ENST00000566507	TCONS_00085595_frg	4.906	43.861
ENSG00000279759	XLOC_022457_frg	ENST00000622968	TCONS_00071518_frg	10.257	81.302
ENSG00000267125	XLOC_003592_frg	ENST00000592884	TCONS_00011183_frg	6.859	34.639
ENSG00000270127	XLOC_007999_frg	ENST00000602585	TCONS_00025743_frg	3.994	27.007
ENSG00000277969	XLOC_028283_frg	ENST00000612330	TCONS_00090693_frg	5.129	11.95
ENSG00000229832	XLOC_014732_frg	ENST00000447949	TCONS_00047229_frg	3.497	10.247
ENSG00000279246	XLOC_012266_frg	ENST00000623765	TCONS_00039058_frg	4.4	48.698
ENSG00000239791	XLOC_029839_frg	ENST00000486926	TCONS_00096013_frg	7.222	24.785
ENSG00000271434	XLOC_020392_frg	ENST00000440536	TCONS_00064695_frg	9.383	80.23
ENSG00000267296	XLOC_001323_frg	ENST00000592982	TCONS_00004219_frg	5.446	22.646
ENSG00000276063	XLOC_022710_frg	ENST00000622466	TCONS_00072382_frg	4.567	42.8
ENSG00000250133	XLOC_005269_frg	ENST00000513533	TCONS_00016794_frg	3.813	30.277
ENSG00000206573	XLOC_013545_frg	ENST00000498199	TCONS_00043231_frg	3.932	17.903
ENSG00000260088	XLOC_011283_frg	ENST00000568695	TCONS_00035734_frg	5.838	18.507
ENSG00000258647	XLOC_009182_frg	ENST00000557075	TCONS_00029604_frg	3.889	23.281
ENSG00000248714	XLOC_027616_frg	ENST00000507337	TCONS_00088520_frg	5.918	46.334
ENSG00000260448	XLOC_025581_frg	ENST00000563176	TCONS_00081584_frg	3.943	26.847
ENSG00000260271	XLOC_014096_frg	ENST00000569865	TCONS_00045304_frg	7.461	47.257
ENSG00000237037	XLOC_013030_frg	ENST00000608974	TCONS_00041465_frg	4.063	33.29
ENSG00000280064	XLOC_007846_frg	ENST00000622942	TCONS_00025269_frg	6.472	29.842
ENSG00000259834	XLOC_002976_frg	ENST00000566942	TCONS_00009434_frg	4.881	98.824
ENSG00000279110	XLOC_000537_frg	ENST00000623980	TCONS_00001932_frg	4.825	56.867
ENSG00000254933	XLOC_007378_frg	ENST00000527314	TCONS_00023457_frg	7.871	59.63
ENSG00000206028	XLOC_000598_frg	ENST00000382641	TCONS_00002173_frg	5.455	100.34
ENSG00000281691	XLOC_011830_frg	ENST00000630404	TCONS_00037590_frg	3.927	33.675
ENSG00000267092	XLOC_001457_frg	ENST00000590252	TCONS_00004617_frg	4.177	42.977
ENSG00000248866	XLOC_004069_frg	ENST00000503051	TCONS_00012796_frg	3.755	40.344
ENSG00000265205	XLOC_004728_frg	ENST00000578819	TCONS_00015074_frg	5.122	70.248
ENSG00000225746	XLOC_022590_frg	ENST00000638012	TCONS_00071992_frg	9.461	184.518
ENSG00000215403	XLOC_013106_frg	ENST00000400221	TCONS_00041832_frg	9.535	31.878
ENSG00000224794	XLOC_012936_frg	ENST00000434516	TCONS_00041119_frg	9.088	68.186
ENSG00000225446	XLOC_011225_frg	ENST00000425185	TCONS_00035584_frg	5.158	84.023
ENSG00000260673	XLOC_017969_frg	ENST00000568110	TCONS_00056997_frg	3.48	27.743
ENSG00000247903	XLOC_033621_frg	ENST00000500632	TCONS_00107666_frg	6.333	40.472
ENSG00000229191	XLOC_011282_frg	ENST00000458003	TCONS_00035731_frg	8.731	24.545
ENSG00000268896	XLOC_025991_frg	ENST00000596829	TCONS_00082946_frg	4.727	39.608
ENSG00000235296	XLOC_021376_frg	ENST00000415556	TCONS_00068096_frg	4.002	25.055
ENSG00000225484	XLOC_019265_frg	ENST00000610681	TCONS_00061213_frg	4.511	42.977
ENSG00000124835	XLOC_026447_frg	ENST00000244820	TCONS_00084478_frg	3.942	19.442
ENSG00000235527	XLOC_000935_frg	ENST00000450706	TCONS_00003126_frg	4.891	47.409
ENSG00000227619	XLOC_023069_frg	ENST00000443993	TCONS_00073510_frg	9.894	24.714
ENSG00000225746	XLOC_022581_frg	ENST00000423708	TCONS_00071969_frg	5.812	101.195
ENSG00000260448	XLOC_025581_frg	ENST00000569920	TCONS_00081582_frg	4.535	50.701
ENSG00000231092	XLOC_024816_frg	ENST00000417481	TCONS_00079194_frg	5.616	17.257
ENSG00000230148	XLOC_027616_frg	ENST00000435312	TCONS_00088520_frg	13.38	26.766
ENSG00000236756	XLOC_019186_frg	ENST00000440197	TCONS_00061006_frg	4.665	27.198
ENSG00000213373	XLOC_028189_frg	ENST00000436546	TCONS_00090323_frg	3.159	42.716
ENSG00000197815	XLOC_026825_frg	ENST00000354746	TCONS_00085777_frg	4.692	30.631
ENSG00000279554	XLOC_025577_frg	ENST00000624082	TCONS_00081569_frg	6.43	107.428
ENSG00000187904	XLOC_002062_frg	ENST00000441093	TCONS_00006583_frg	4.491	34.86
ENSG00000214145	XLOC_014971_frg	ENST00000414120	TCONS_00048075_frg	11.168	33.892
ENSG00000267872	XLOC_034472_frg	ENST00000599810	TCONS_00109597_frg	5.265	41.497
ENSG00000255856	XLOC_002667_frg	ENST00000616576	TCONS_00008361_frg	4	9.309
ENSG00000259561	XLOC_009135_frg	ENST00000557964	TCONS_00029447_frg	4.675	79.161
ENSG00000196167	XLOC_019595_frg	ENST00000526150	TCONS_00068896_frg	5.297	37.318
ENSG00000268375	XLOC_005390_frg	ENST00000594114	TCONS_00017184_frg	6.65	32.008
ENSG00000256008	XLOC_000578_frg	ENST00000540369	TCONS_00002103_frg	7.797	29.278
ENSG00000205930	XLOC_007276_frg	ENST00000382375	TCONS_00023152_frg	8.845	55.565
ENSG00000249328	XLOC_016357_frg	ENST00000502766	TCONS_00052266_frg	6.792	80.581
ENSG00000258444	XLOC_003188_frg	ENST00000557368	TCONS_00009949_frg	4.412	28.518
ENSG00000253986	XLOC_008988_frg	ENST00000518590	TCONS_00028975_frg	4.233	10.416
ENSG00000260947	XLOC_032918_frg	ENST00000566968	TCONS_00105716_frg	4.597	68.368
ENSG00000273521	XLOC_018958_frg	ENST00000617191	TCONS_00060307_frg	4.939	170.139
ENSG00000273387	XLOC_002856_frg	ENST00000609017	TCONS_00009137_frg	6.582	111.234
ENSG00000222035	XLOC_026221_frg	ENST00000409819	TCONS_00083748_frg	4.99	38.995
ENSG00000263069	XLOC_021367_frg	ENST00000575034	TCONS_00068056_frg	7.416	44.04
ENSG00000279591	XLOC_011010_frg	ENST00000624910	TCONS_00034974_frg	3.291	70.85
ENSG00000279630	XLOC_000622_frg	ENST00000551683	TCONS_00002223_frg	3.911	47.424
ENSG00000246582	XLOC_008957_frg	ENST00000517774	TCONS_00028837_frg	3.921	41.083
ENSG00000278834	XLOC_027702_frg	ENST00000619697	TCONS_00088723_frg	3.475	33.322
ENSG00000180422	XLOC_012564_frg	ENST00000565008	TCONS_00040072_frg	4.997	21.178
ENSG00000279744	XLOC_021376_frg	ENST00000623828	TCONS_00068098_frg	3.583	10.1
ENSG00000259478	XLOC_009199_frg	ENST00000561121	TCONS_00029632_frg	4.325	22.028
ENSG00000256028	XLOC_004894_frg	ENST00000540866	TCONS_00015644_frg	4.342	36.335
ENSG00000221857	XLOC_006005_frg	ENST00000586871	TCONS_00018750_frg	4.723	24.393
ENSG00000277013	XLOC_012532_frg	ENST00000610908	TCONS_00039993_frg	7.507	55.388
ENSG00000279982	XLOC_018958_frg	ENST00000623138	TCONS_00060310_frg	6.265	136.571
ENSG00000268030	XLOC_003625_frg	ENST00000597411	TCONS_00011245_frg	4.916	92.143
ENSG00000233429	XLOC_018286_frg	ENST00000593300	TCONS_00057828_frg	4.769	178.018
ENSG00000236618	XLOC_006287_frg	ENST00000425081	TCONS_00019692_frg	4.257	25.219
ENSG00000269941	XLOC_004916_frg	ENST00000602481	TCONS_00015678_frg	5.949	7.681
ENSG00000236305	XLOC_032169_frg	ENST00000412754	TCONS_00103612_frg	4.915	18.735
ENSG00000269901	XLOC_012604_frg	ENST00000602779	TCONS_00040197_frg	3.442	21.37
ENSG00000278912	XLOC_026756_frg	ENST00000624143	TCONS_00085470_frg	3.604	24.853
ENSG00000232098	XLOC_033233_frg	ENST00000593393	TCONS_00106644_frg	4.951	58.778
ENSG00000279953	XLOC_002667_frg	ENST00000623229	TCONS_00008363_frg	5.692	62.642
ENSG00000272620	XLOC_002058_frg	ENST00000608442	TCONS_00006576_frg	4.743	125.119
ENSG00000273186	XLOC_023083_frg	ENST00000610052	TCONS_00073617_frg	4.411	40.954
ENSG00000267493	XLOC_003592_frg	ENST00000585832	TCONS_00011183_frg	4.662	62.946
ENSG00000225399	XLOC_017292_frg	ENST00000440528	TCONS_00055071_frg	7.434	30.343
ENSG00000230074	XLOC_000008_frg	ENST00000434627	TCONS_00000128_frg	3.145	24.372
ENSG00000272702	XLOC_004232_frg	ENST00000610134	TCONS_00013230_frg	10.837	50.175
ENSG00000271646	XLOC_001933_frg	ENST00000605834	TCONS_00006153_frg	3.989	22.503
ENSG00000260589	XLOC_018413_frg	ENST00000563601	TCONS_00058185_frg	8.84	17.607
ENSG00000272693	XLOC_004748_frg	ENST00000608973	TCONS_00015163_frg	4.529	8.617
ENSG00000260296	XLOC_003488_frg	ENST00000567102	TCONS_00010847_frg	3.938	53.186
ENSG00000225733	XLOC_013563_frg	ENST00000430166	TCONS_00043286_frg	6.291	54.456
ENSG00000206567	XLOC_011904_frg	ENST00000429065	TCONS_00037753_frg	7.493	22.605
ENSG00000258952	XLOC_024128_frg	ENST00000555871	TCONS_00076779_frg	3.971	47.767
ENSG00000157306	XLOC_001028_frg	ENST00000553985	TCONS_00003356_frg	6.52	89.169
ENSG00000235731	XLOC_006618_frg	ENST00000422117	TCONS_00020896_frg	3.576	56.807
ENSG00000272506	XLOC_011586_frg	ENST00000607528	TCONS_00036818_frg	3.944	40.669
ENSG00000262413	XLOC_021376_frg	ENST00000576554	TCONS_00068098_frg	8.545	42.882
ENSG00000283155	XLOC_008185_frg	ENST00000507279	TCONS_00026331_frg	3.725	47.196
ENSG00000235024	XLOC_025986_frg	ENST00000429343	TCONS_00082932_frg	7.017	85.917
ENSG00000235300	XLOC_027616_frg	ENST00000421610	TCONS_00088521_frg	4.961	47.659
ENSG00000260072	XLOC_026763_frg	ENST00000566929	TCONS_00085499_frg	4.99	20.162
ENSG00000256092	XLOC_000466_frg	ENST00000602918	TCONS_00001656_frg	8.666	66.931
ENSG00000257060	XLOC_007980_frg	ENST00000543286	TCONS_00025711_frg	6.759	59.428
ENSG00000277283	XLOC_002785_frg	ENST00000611079	TCONS_00008885_frg	9.469	40.563
ENSG00000272918	XLOC_008699_frg	ENST00000607968	TCONS_00027886_frg	11.456	42.912
ENSG00000274627	XLOC_011018_frg	ENST00000611189	TCONS_00035005_frg	6.78	48.368
ENSG00000256694	XLOC_009300_frg	ENST00000540136	TCONS_00030008_frg	4.172	39.426
ENSG00000226419	XLOC_003080_frg	ENST00000428411	TCONS_00009744_frg	8.386	80.747
ENSG00000261346	XLOC_030949_frg	ENST00000569459	TCONS_00099512_frg	3.947	31.801
ENSG00000272888	XLOC_007980_frg	ENST00000557682	TCONS_00025710_frg	3.91	8.756
ENSG00000278989	XLOC_005665_frg	ENST00000624124	TCONS_00017880_frg	7.997	94.766
ENSG00000252690	XLOC_009113_frg	ENST00000607520	TCONS_00029374_frg	5.53	78.967
ENSG00000255191	XLOC_012189_frg	ENST00000534086	TCONS_00038768_frg	4.958	36.186
ENSG00000264769	XLOC_020032_frg	ENST00000580897	TCONS_00063703_frg	3.672	40.875
ENSG00000259605	XLOC_022141_frg	ENST00000559756	TCONS_00070766_frg	3.495	23.014
ENSG00000260563	XLOC_021376_frg	ENST00000566986	TCONS_00068098_frg	6.925	27.449
ENSG00000254631	XLOC_007395_frg	ENST00000531906	TCONS_00023499_frg	3.787	9.309
ENSG00000260460	XLOC_024436_frg	ENST00000564032	TCONS_00077696_frg	5.411	76.462
ENSG00000248859	XLOC_008420_frg	ENST00000512115	TCONS_00026984_frg	4.521	69.151
ENSG00000246851	XLOC_023053_frg	ENST00000502188	TCONS_00073437_frg	5.12	39.889
ENSG00000240990	XLOC_016976_frg	ENST00000520360	TCONS_00053987_frg	5.402	34.021
ENSG00000255478	XLOC_012762_frg	ENST00000533886	TCONS_00040614_frg	4.988	7.337
ENSG00000267757	XLOC_023534_frg	ENST00000591087	TCONS_00075159_frg	4.358	18.235
ENSG00000261669	XLOC_026772_frg	ENST00000568895	TCONS_00085595_frg	9.792	15.508
ENSG00000260751	XLOC_026762_frg	ENST00000568262	TCONS_00085494_frg	7.187	30.773
ENSG00000266970	XLOC_027141_frg	ENST00000592569	TCONS_00087094_frg	7.703	51.192
ENSG00000267493	XLOC_003592_frg	ENST00000585832	TCONS_00011183_frg	6.99	43.457
ENSG00000237159	XLOC_032918_frg	ENST00000453642	TCONS_00105716_frg	3.504	31.153
ENSG00000268218	XLOC_010944_frg	ENST00000602042	TCONS_00034723_frg	6.409	68.671
ENSG00000272582	XLOC_012937_frg	ENST00000609976	TCONS_00041126_frg	5.173	43.002
ENSG00000275966	XLOC_021376_frg	ENST00000617652	TCONS_00068097_frg	5.342	48.621
ENSG00000244649	XLOC_027616_frg	ENST00000478824	TCONS_00088521_frg	5.596	59.478
ENSG00000232719	XLOC_026222_frg	ENST00000448256	TCONS_00083754_frg	4.631	35.686
ENSG00000279117	XLOC_007392_frg	ENST00000624624	TCONS_00023496_frg	4.416	35.871
ENSG00000235280	XLOC_005345_frg	ENST00000446789	TCONS_00017033_frg	4.191	40.218
ENSG00000198685	XLOC_013496_frg	ENST00000356020	TCONS_00043076_frg	3.662	29.555
ENSG00000260572	XLOC_013917_frg	ENST00000566372	TCONS_00044731_frg	6.059	56.01
ENSG00000256904	XLOC_007549_frg	ENST00000394240	TCONS_00024008_frg	6.845	55.087
ENSG00000280291	XLOC_009195_frg	ENST00000623393	TCONS_00029617_frg	5.343	43.704
ENSG00000279649	XLOC_010772_frg	ENST00000623181	TCONS_00034316_frg	4.141	43.9
ENSG00000279485	XLOC_015688_frg	ENST00000624325	TCONS_00050032_frg	3.564	20.451
ENSG00000267757	XLOC_023529_frg	ENST00000587092	TCONS_00075146_frg	7.152	31.949
ENSG00000267790	XLOC_027142_frg	ENST00000593118	TCONS_00087097_frg	6.542	29.959
ENSG00000255498	XLOC_010559_frg	ENST00000533218	TCONS_00033640_frg	7.118	28.883
ENSG00000279202	XLOC_025584_frg	ENST00000624179	TCONS_00081589_frg	5.199	74.424
ENSG00000272888	XLOC_007980_frg	ENST00000553829	TCONS_00025710_frg	8.093	24.216
ENSG00000262231	XLOC_004836_frg	ENST00000571062	TCONS_00015468_frg	3.47	8.367
ENSG00000267446	XLOC_028105_frg	ENST00000589730	TCONS_00090086_frg	4.8	45.312
ENSG00000225936	XLOC_020227_frg	ENST00000425264	TCONS_00064231_frg	5.779	233.763
ENSG00000203362	XLOC_014834_frg	ENST00000417591	TCONS_00047513_frg	6.992	15.119
ENSG00000267278	XLOC_027386_frg	ENST00000585780	TCONS_00087931_frg	8.082	31.316
ENSG00000261771	XLOC_009261_frg	ENST00000568310	TCONS_00029839_frg	5.102	69.279
ENSG00000267882	XLOC_028211_frg	ENST00000599904	TCONS_00090394_frg	3.343	26.495
ENSG00000260917	XLOC_018768_frg	ENST00000564352	TCONS_00059674_frg	5.881	75.093
ENSG00000261140	XLOC_026743_frg	ENST00000562232	TCONS_00085400_frg	6.767	39.197
ENSG00000224514	XLOC_011923_frg	ENST00000419618	TCONS_00037816_frg	3.378	52.369
ENSG00000270184	XLOC_010966_frg	ENST00000602706	TCONS_00034780_frg	7.292	96.522
ENSG00000232648	XLOC_004028_frg	ENST00000457303	TCONS_00012592_frg	4.299	58.022
ENSG00000268191	XLOC_029304_frg	ENST00000596027	TCONS_00094443_frg	6.221	32.205
ENSG00000235423	XLOC_002672_frg	ENST00000544890	TCONS_00008402_frg	3.561	39.987
ENSG00000272356	XLOC_014150_frg	ENST00000607434	TCONS_00045469_frg	3.828	35.475
ENSG00000279425	XLOC_013065_frg	ENST00000623742	TCONS_00041649_frg	4.624	26.533
ENSG00000225113	XLOC_011281_frg	ENST00000436416	TCONS_00035728_frg	3.709	40.554
ENSG00000255931	XLOC_010594_frg	ENST00000534856	TCONS_00033790_frg	4.33	25.392
ENSG00000267078	XLOC_027864_frg	ENST00000588104	TCONS_00089231_frg	3.811	33.919
ENSG00000260630	XLOC_010990_frg	ENST00000568633	TCONS_00034871_frg	4.175	56.301
ENSG00000245748	XLOC_002069_frg	ENST00000500031	TCONS_00006613_frg	3.991	129.262
ENSG00000278993	XLOC_002640_frg	ENST00000623894	TCONS_00008250_frg	6.561	25.604
ENSG00000275494	XLOC_025609_frg	ENST00000613406	TCONS_00081716_frg	7.325	45.485
ENSG00000265688	XLOC_021379_frg	ENST00000582106	TCONS_00068103_frg	10.914	26.388
ENSG00000253939	XLOC_007698_frg	ENST00000517623	TCONS_00024752_frg	6.619	19.896
